223,692,3
224,832,3
224,869,3
223,906,3
227,1232,3
226,1454,3
224,1496,3
226,1537,3
227,1887,3
226,2034,3
226,2077,3
227,2329,3
227,2492,3
228,2658,3
228,2718,3
229,2786,3
229,3056,3
232,3336,3
228,3597,3
230,3753,3
231,3908,3
230,4063,3
232,4216,3
234,4472,3
229,4754,3
238,4855,3
233,5112,3
232,5168,3
232,5314,3
234,5482,3
235,5695,3
236,5808,3
233,5915,3
236,6025,3
233,6103,3
237,6165,3
233,6359,3
235,6433,3
234,6506,3
236,6583,3
234,6667,3
232,6756,3
234,6808,3
232,6864,3
232,7023,3
239,7218,3
232,7500,3
239,7686,3
233,7975,3
238,8058,3
235,8233,3
238,8302,3
239,8375,3
239,8540,3
239,8703,3
239,8975,3
240,9252,3
239,9532,3
241,9707,3
238,9883,3
239,10054,3
236,10126,3
235,10303,3
239,10383,3
241,10457,3
239,10739,3
241,10896,3
