396,853,7
397,1095,7
396,1134,8
396,1171,8
397,1497,8
399,1714,7
399,1756,6
399,1798,6
400,2146,6
400,2290,6
400,2335,6
401,2481,6
401,2631,6
403,2794,3
402,2959,3
402,3020,3
403,3189,3
403,3459,3
404,3739,2
404,3899,5
404,4056,7
405,4210,8
405,4365,7
406,4619,8
407,4875,8
406,5057,5
407,5257,2
406,5413,5
407,5470,5
407,5616,5
409,5784,7
406,5998,2
407,6110,2
407,6218,2
405,6328,2
407,6405,3
409,6468,6
408,6661,3
407,6735,4
408,6808,4
408,6886,4
408,6969,4
407,7059,4
408,7110,5
415,7166,8
415,7326,8
416,7621,8
416,7802,8
417,8089,8
416,8277,7
418,8360,8
415,8536,7
415,8604,7
416,8777,7
417,8943,8
420,9106,8
420,9378,8
422,9654,8
423,9834,8
421,10111,8
424,10186,8
422,10356,8
424,10428,8
422,10606,7
421,10685,7
426,10860,8
427,11042,8
426,11298,8
428,11454,8
428,11607,8
429,11762,8
427,11918,8
428,11973,8
429,12027,8
429,12184,8
430,12343,8
429,12524,8
423,12715,7
427,12800,7
427,12887,7
426,12967,7
428,13055,7
427,13138,7
435,13323,7
427,13508,7
429,13692,7
429,13777,7
424,13904,6
