396,895,7
398,1100,6
397,1304,8
399,1807,7
399,2011,7
400,2215,7
399,2419,8
401,2923,8
403,3126,7
402,3330,8
404,3833,8
405,4036,8
405,4240,8
406,4446,8
406,4649,8
407,4853,8
407,5057,8
409,5261,8
408,5465,8
411,5968,8
410,6171,8
412,6674,8
411,6879,8
414,7383,8
416,7588,8
416,7794,8
416,8001,8
417,8206,8
418,8410,8
418,8616,8
416,8820,7
418,9324,8
420,9528,8
422,9732,8
423,9937,8
422,10142,8
426,10644,8
426,10848,8
422,11052,7
427,11556,8
429,11759,8
429,11962,8
428,12166,8
427,12669,8
433,13171,8
435,13375,8
435,13578,8
435,13782,8
436,13986,8
435,14190,8
438,14692,8
437,14896,8
439,15399,8
440,15602,8
438,15806,8
442,16309,8
441,16514,8
445,17018,8
446,17222,8
457,17426,8
456,17631,8
468,18134,8
442,18338,8
443,18840,8
459,19343,8
458,19845,8
461,20348,8
462,20851,8
453,21353,8
448,21856,8
450,22360,8
456,22864,4
458,23369,3
460,23874,3
460,24378,3
459,24883,4
458,25387,4
460,25891,3
462,26395,3
460,26898,3
462,27402,3
470,27905,6
470,28108,7
472,28312,8
471,28517,8
453,29021,7
454,29524,7
454,30027,6
455,30531,5
456,31034,6
456,31538,5
462,32041,6
462,32544,6
466,33048,4
466,33552,4
466,34055,2
467,34560,2
468,35063,6
469,35565,7
470,36068,8
473,36572,7
453,36776,6
454,37279,7

