mean_reward,mean_ep_length,packet_lost,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,experiment_tag
-2191008.0,4049.8,12,32.3617000579834,False,,,33,d661f70a93b64d3eaf1b982658bcfd36,2020-10-22_04-24-07,1603333447,2428.2721948623657,13871,aicon3,131.234.29.24,2428.2721948623657,0,33,00256738,"1_gamma=0.99809,learning_rate=0.0018116,max_grad_norm=4.3429"
236242.0,57.8,18,15.83866286277771,False,,,34,d661f70a93b64d3eaf1b982658bcfd36,2020-10-22_04-24-23,1603333463,2444.1108577251434,13871,aicon3,131.234.29.24,2444.1108577251434,0,34,00256738,"1_gamma=0.99809,learning_rate=0.0018116,max_grad_norm=4.3429"
-2185502.0,4046.4,21,32.14325022697449,False,,,35,d661f70a93b64d3eaf1b982658bcfd36,2020-10-22_04-24-55,1603333495,2476.254107952118,13871,aicon3,131.234.29.24,2476.254107952118,0,35,00256738,"1_gamma=0.99809,learning_rate=0.0018116,max_grad_norm=4.3429"
-4629268.0,8034.0,3,48.771987438201904,False,,,36,d661f70a93b64d3eaf1b982658bcfd36,2020-10-22_04-25-43,1603333543,2525.02609539032,13871,aicon3,131.234.29.24,2525.02609539032,0,36,00256738,"1_gamma=0.99809,learning_rate=0.0018116,max_grad_norm=4.3429"
-2223988.0,8033.8,9,49.43803358078003,False,,,37,d661f70a93b64d3eaf1b982658bcfd36,2020-10-22_04-26-33,1603333593,2574.4641289711,13871,aicon3,131.234.29.24,2574.4641289711,0,37,00256738,"1_gamma=0.99809,learning_rate=0.0018116,max_grad_norm=4.3429"
-2230684.0,4043.6,18,32.00507473945618,False,,,38,d661f70a93b64d3eaf1b982658bcfd36,2020-10-22_04-27-05,1603333625,2606.469203710556,13871,aicon3,131.234.29.24,2606.469203710556,0,38,00256738,"1_gamma=0.99809,learning_rate=0.0018116,max_grad_norm=4.3429"
233006.0,57.8,15,16.06538462638855,False,,,39,d661f70a93b64d3eaf1b982658bcfd36,2020-10-22_04-27-21,1603333641,2622.5345883369446,13871,aicon3,131.234.29.24,2622.5345883369446,0,39,00256738,"1_gamma=0.99809,learning_rate=0.0018116,max_grad_norm=4.3429"
223436.0,57.6,16,15.756701707839966,False,,,40,d661f70a93b64d3eaf1b982658bcfd36,2020-10-22_04-27-37,1603333657,2638.2912900447845,13871,aicon3,131.234.29.24,2638.2912900447845,0,40,00256738,"1_gamma=0.99809,learning_rate=0.0018116,max_grad_norm=4.3429"
-2207458.0,4043.4,16,32.18398070335388,False,,,41,d661f70a93b64d3eaf1b982658bcfd36,2020-10-22_04-28-09,1603333689,2670.4752707481384,13871,aicon3,131.234.29.24,2670.4752707481384,0,41,00256738,"1_gamma=0.99809,learning_rate=0.0018116,max_grad_norm=4.3429"
243510.0,62.2,15,15.743987798690796,False,,,42,d661f70a93b64d3eaf1b982658bcfd36,2020-10-22_04-28-25,1603333705,2686.219258546829,13871,aicon3,131.234.29.24,2686.219258546829,0,42,00256738,"1_gamma=0.99809,learning_rate=0.0018116,max_grad_norm=4.3429"
-2183312.0,4047.2,14,32.44484829902649,False,,,43,d661f70a93b64d3eaf1b982658bcfd36,2020-10-22_04-28-57,1603333737,2718.6641068458557,13871,aicon3,131.234.29.24,2718.6641068458557,0,43,00256738,"1_gamma=0.99809,learning_rate=0.0018116,max_grad_norm=4.3429"
-4652580.0,12017.8,15,65.77589917182922,False,,,44,d661f70a93b64d3eaf1b982658bcfd36,2020-10-22_04-30-03,1603333803,2784.440006017685,13871,aicon3,131.234.29.24,2784.440006017685,0,44,00256738,"1_gamma=0.99809,learning_rate=0.0018116,max_grad_norm=4.3429"
236556.0,58.0,12,15.690652132034302,False,,,45,d661f70a93b64d3eaf1b982658bcfd36,2020-10-22_04-30-19,1603333819,2800.1306581497192,13871,aicon3,131.234.29.24,2800.1306581497192,0,45,00256738,"1_gamma=0.99809,learning_rate=0.0018116,max_grad_norm=4.3429"
3828.0,4050.2,4,32.934845209121704,False,,,46,d661f70a93b64d3eaf1b982658bcfd36,2020-10-22_04-30-51,1603333851,2833.065503358841,13871,aicon3,131.234.29.24,2833.065503358841,0,46,00256738,"1_gamma=0.99809,learning_rate=0.0018116,max_grad_norm=4.3429"
204024.0,4048.0,15,32.99477481842041,False,,,47,d661f70a93b64d3eaf1b982658bcfd36,2020-10-22_04-31-24,1603333884,2866.0602781772614,13871,aicon3,131.234.29.24,2866.0602781772614,0,47,00256738,"1_gamma=0.99809,learning_rate=0.0018116,max_grad_norm=4.3429"
240610.0,61.2,7,15.477121114730835,False,,,48,d661f70a93b64d3eaf1b982658bcfd36,2020-10-22_04-31-40,1603333900,2881.537399291992,13871,aicon3,131.234.29.24,2881.537399291992,0,48,00256738,"1_gamma=0.99809,learning_rate=0.0018116,max_grad_norm=4.3429"
-1193686.0,4049.4,8,32.741880893707275,False,,,49,d661f70a93b64d3eaf1b982658bcfd36,2020-10-22_04-32-13,1603333933,2914.2792801856995,13871,aicon3,131.234.29.24,2914.2792801856995,0,49,00256738,"1_gamma=0.99809,learning_rate=0.0018116,max_grad_norm=4.3429"
-2153700.0,4048.4,8,32.55324697494507,False,,,50,d661f70a93b64d3eaf1b982658bcfd36,2020-10-22_04-32-45,1603333965,2946.8325271606445,13871,aicon3,131.234.29.24,2946.8325271606445,0,50,00256738,"1_gamma=0.99809,learning_rate=0.0018116,max_grad_norm=4.3429"
