Time,CPU Usage (%),Hit_Miss,Squid_Memory_Usage(kb),Request_Rate/(Min),Response_Time(ms),Squid_Disk_Usage(mb),Cache_Disk_Usage(mb),Cache_Memory_Usage(kb)
3:24:09,0.07,MISS,681440,57.8,1703,230,21,3816
3:24:14,0.07,MISS,681440,57.8,1772,230,21,3820
3:24:20,0.07,MISS,681440,57.8,1702,230,21,3824
3:24:25,0.07,MISS,681440,57.8,1720,230,21,3828
3:24:30,0.07,MISS,681440,57.8,1724,230,21,3832
3:24:35,0.07,MISS,681440,57.8,1711,230,21,3836
3:24:41,0.07,MISS,681440,57.8,1757,230,21,3840
3:24:46,0.07,MISS,681840,57.8,1691,230,21,3844
3:24:51,0.07,MISS,681840,57.8,1781,230,21,3848
3:24:56,0.07,MISS,681840,57.9,1704,230,21,3852
3:25:02,0.07,MISS,681840,57.9,1742,230,21,3856
3:25:07,0.07,MISS,681840,57.9,1704,230,21,3860
3:25:12,0.07,MISS,681840,57.9,1723,230,21,3864
3:25:17,0.07,MISS,681840,57.9,1702,230,21,3868
3:25:22,0.07,MISS,681840,57.9,1688,230,21,3872
3:25:28,0.07,MISS,681840,57.9,1743,230,21,3876
3:25:33,0.07,MISS,681840,57.9,1715,230,21,3880
3:25:38,0.07,MISS,681840,57.9,1734,230,21,3884
3:25:43,0.07,MISS,681840,57.9,1707,230,21,3888
3:25:48,0.07,MISS,681840,58,1755,230,21,3892
3:25:54,0.07,MISS,681840,58,1751,230,21,3896
3:25:59,0.07,MISS,681840,58,1754,230,21,3900
3:26:04,0.07,MISS,681840,58,1745,230,21,3904
3:26:10,0.07,MISS,682240,58,1771,230,21,3908
3:26:15,0.07,MISS,682240,58,1700,230,21,3912
3:26:20,0.07,MISS,682240,58,1725,230,21,3916
3:26:25,0.07,MISS,682240,58,1754,230,21,3920
3:26:30,0.07,MISS,682240,58,1697,230,21,3924
3:26:36,0.07,MISS,682240,58,1781,230,21,3928
3:26:41,0.07,MISS,682240,58.1,1729,230,21,3932
3:26:46,0.07,MISS,682240,58.1,1734,230,21,3936
3:26:51,0.07,MISS,682240,58.1,1694,230,21,3940
3:26:57,0.07,MISS,682240,58.1,1689,230,21,3944
3:27:02,0.07,MISS,682240,58.1,1734,230,21,3948
3:27:07,0.07,MISS,682240,58.1,1680,230,21,3952
3:27:12,0.07,MISS,682240,58.1,1733,230,21,3956
3:27:17,0.07,MISS,682240,58.1,1692,230,21,3960
3:27:23,0.07,MISS,682240,58.1,1783,230,21,3964
3:27:28,0.07,MISS,682240,58.1,1714,230,21,3968
3:27:33,0.07,MISS,682640,58.1,1746,230,21,3972
3:27:38,0.07,MISS,682640,58.2,1721,230,21,3976
3:27:44,0.07,MISS,682640,58.2,1695,230,21,3980
3:27:49,0.07,MISS,682640,58.2,1745,230,21,3984
3:27:54,0.07,MISS,682640,58.2,1705,230,21,3988
3:27:59,0.07,MISS,682640,58.2,1744,230,21,3992
3:28:04,0.07,MISS,682640,58.2,1685,230,21,3996
3:28:10,0.07,MISS,682640,58.2,1685,230,21,4000
3:28:15,0.07,MISS,682640,58.2,1786,230,21,4004
3:28:20,0.07,MISS,682640,58.2,1708,230,21,4008
3:28:25,0.07,MISS,682640,58.2,1758,230,21,4012
3:28:31,0.07,MISS,682640,58.3,1686,230,21,4016
3:28:36,0.07,MISS,682640,58.3,1743,230,21,4020
3:28:41,0.07,MISS,682640,58.3,1718,230,21,4024
3:28:46,0.07,MISS,682640,58.3,1724,230,21,4028
3:28:51,0.07,MISS,682640,58.3,1681,230,21,4032
3:28:57,0.07,MISS,682640,58.3,1672,230,21,4036
3:29:02,0.07,MISS,682640,58.3,1769,230,21,4040
3:29:07,0.07,MISS,682640,58.3,1703,230,21,4044
3:29:12,0.07,MISS,682640,58.3,1742,230,21,4048
3:29:18,0.07,MISS,682640,58.3,1699,230,21,4052
3:29:23,0.07,MISS,682640,58.3,1777,230,21,4056
3:29:28,0.07,MISS,682640,58.4,1704,230,21,4060
3:29:33,0.07,MISS,682640,58.4,1725,230,21,4064
3:29:38,0.07,MISS,682640,58.4,1695,230,21,4068
3:29:44,0.07,MISS,682640,58.4,1754,230,21,4072
3:29:49,0.07,MISS,682640,58.4,1720,230,21,4076
3:29:54,0.07,MISS,682640,58.4,1701,230,21,4080
3:29:59,0.07,MISS,682640,58.4,1736,230,21,4084
3:30:05,0.07,MISS,682640,58.4,1678,230,21,4088
3:30:10,0.07,MISS,682640,58.4,1756,230,21,4092
3:30:15,0.07,MISS,682640,58.4,1708,230,21,4096
3:30:20,0.07,MISS,683440,58.4,1690,230,21,4100
3:30:26,0.07,MISS,683440,58.5,1769,230,21,4104
3:30:31,0.07,MISS,683440,58.5,1720,230,21,4108
3:30:36,0.07,MISS,683440,58.5,1736,230,21,4112
3:30:41,0.07,MISS,683440,58.5,1716,230,21,4116
3:30:46,0.07,MISS,683440,58.5,1731,230,21,4120
3:30:52,0.07,MISS,683440,58.5,1667,230,21,4124
3:30:57,0.07,MISS,683440,58.5,1707,230,21,4128
3:31:02,0.07,MISS,683440,58.5,1704,230,21,4132
3:31:07,0.07,MISS,683440,58.5,1705,230,21,4136
3:31:12,0.07,MISS,683440,58.5,1733,230,21,4140
3:31:18,0.07,MISS,683440,58.5,1724,230,21,4144
3:31:23,0.07,MISS,683440,58.6,1733,230,21,4148
3:31:28,0.07,MISS,683440,58.6,1685,230,21,4152
3:31:33,0.07,MISS,683440,58.6,1743,230,21,4156
3:31:39,0.07,MISS,683440,58.6,1694,230,21,4160
3:31:44,0.07,MISS,683840,58.6,1801,230,21,4164
3:31:49,0.07,MISS,683840,58.6,1692,230,21,4168
3:31:54,0.07,MISS,683840,58.6,1754,230,21,4172
3:32:00,0.07,MISS,683840,58.6,1687,230,21,4176
3:32:05,0.07,MISS,683840,58.6,1721,230,21,4180
3:32:10,0.07,MISS,683840,58.6,1717,230,21,4184
3:32:15,0.07,MISS,683840,58.6,1687,230,21,4188
3:32:20,0.07,MISS,683840,58.7,1734,230,21,4192
3:32:26,0.07,MISS,683840,58.7,1683,230,21,4196
3:32:31,0.07,MISS,683840,58.7,1753,230,21,4200
3:32:36,0.07,MISS,683840,58.7,1709,230,21,4204
3:32:41,0.07,MISS,683840,58.7,1740,230,21,4208
3:32:46,0.07,MISS,683840,58.7,1692,230,21,4212
3:32:52,0.07,MISS,683840,58.7,1707,230,21,4216
3:32:57,0.07,MISS,683840,58.7,1751,230,21,4220
3:33:02,0.07,MISS,683840,58.7,1734,230,21,4224
3:33:07,0.07,MISS,684240,58.7,1741,230,21,4228
3:33:13,0.07,MISS,684240,58.7,1692,230,21,4232
3:33:18,0.07,MISS,684240,58.8,1790,230,21,4236
3:33:23,0.07,MISS,684240,58.8,1708,230,21,4240
3:33:28,0.07,MISS,684240,58.8,1762,230,21,4244
3:33:34,0.07,MISS,684240,58.8,1921,230,21,4248
3:33:39,0.07,MISS,684240,58.8,1765,230,21,4252
3:33:44,0.07,MISS,684240,58.8,1734,231,21,4256
3:33:50,0.07,MISS,684240,58.8,1722,231,21,4260
3:33:55,0.07,MISS,684240,58.8,1759,231,21,4264
3:34:00,0.07,MISS,684240,58.8,1696,231,21,4268
3:34:05,0.07,MISS,684240,58.8,1757,231,21,4272
3:34:10,0.07,MISS,684240,58.8,1689,231,21,4276
3:34:16,0.07,MISS,684240,58.8,1722,231,21,4280
3:34:21,0.07,MISS,684240,58.9,1683,231,21,4284
3:34:26,0.07,MISS,684240,58.9,1739,231,21,4288
3:34:31,0.07,MISS,684640,58.9,1681,231,21,4292
3:34:36,0.07,MISS,684640,58.9,1686,231,21,4296
3:34:42,0.07,MISS,684640,58.9,1743,231,21,4300
3:34:47,0.07,MISS,684640,58.9,1727,231,21,4304
3:34:52,0.07,MISS,684640,58.9,1732,231,21,4308
3:34:57,0.07,MISS,684640,58.9,1679,231,21,4312
3:35:03,0.07,MISS,684640,58.9,1733,231,21,4316
3:35:08,0.07,MISS,684640,58.9,1729,231,21,4320
3:35:13,0.07,MISS,684640,58.9,1712,231,21,4324
3:35:18,0.07,MISS,684640,58.9,1689,231,21,4328
3:35:23,0.07,MISS,684640,59,1681,231,21,4332
3:35:29,0.07,MISS,684640,59,1766,231,21,4336
3:35:34,0.07,MISS,684640,59,1711,231,21,4340
3:35:39,0.07,MISS,684640,59,1721,231,21,4344
3:35:44,0.07,MISS,684640,59,1707,231,21,4348
3:35:50,0.07,MISS,684640,59,1796,231,21,4352
3:35:55,0.07,MISS,685040,59,1710,231,21,4356
3:36:00,0.07,MISS,685040,59,1740,231,21,4360
3:36:05,0.07,MISS,685040,59,1706,231,21,4364
3:36:11,0.07,MISS,685040,59,1710,231,21,4368
3:36:16,0.07,MISS,685040,59,1751,231,21,4372
3:36:21,0.07,MISS,685040,59,1697,231,21,4376
3:36:26,0.07,MISS,685040,59.1,1727,231,21,4380
3:36:31,0.07,MISS,685040,59.1,1674,231,21,4384
3:36:37,0.07,MISS,685040,59.1,1736,231,21,4388
3:36:42,0.07,MISS,685040,59.1,1685,231,21,4392
3:36:47,0.07,MISS,685040,59.1,1695,231,21,4396
3:36:52,0.07,MISS,685040,59.1,1755,231,21,4400
3:36:57,0.07,MISS,685040,59.1,1687,231,21,4404
3:37:03,0.07,MISS,685040,59.1,1775,231,21,4408
3:37:08,0.07,MISS,685040,59.1,1658,231,21,4412
3:37:13,0.07,MISS,685040,59.1,1753,231,21,4416
3:37:18,0.07,MISS,685440,59.1,1696,231,22,4420
3:37:24,0.07,MISS,685440,59.1,1712,231,22,4424
3:37:29,0.07,MISS,685440,59.1,1739,231,22,4428
3:37:34,0.07,MISS,685440,59.2,1713,231,22,4432
3:37:39,0.07,MISS,685440,59.2,1740,231,22,4436
3:37:45,0.07,MISS,685440,59.2,1732,231,22,4440
3:37:50,0.07,MISS,685440,59.2,1805,231,22,4444
3:37:55,0.07,MISS,685440,59.2,1733,231,22,4448
3:38:00,0.07,MISS,685440,59.2,1716,231,22,4452
3:38:05,0.07,MISS,685440,59.2,1688,231,22,4456
3:38:11,0.07,MISS,685440,59.2,1706,231,22,4460
3:38:16,0.07,MISS,685440,59.2,1710,231,22,4464
3:38:21,0.07,MISS,685440,59.2,1692,231,22,4468
3:38:26,0.07,MISS,685440,59.2,1715,231,22,4472
3:38:32,0.07,MISS,685440,59.2,1712,231,22,4476
3:38:37,0.07,MISS,685440,59.3,1723,231,22,4480
3:38:42,0.07,MISS,685840,59.3,1733,231,22,4484
3:38:47,0.07,MISS,685840,59.3,1764,231,22,4488
3:38:52,0.07,MISS,685840,59.3,1721,231,22,4492
3:38:58,0.07,MISS,685840,59.3,1710,231,22,4496
3:39:03,0.07,MISS,685840,59.3,1767,231,22,4500
3:39:08,0.07,MISS,685840,59.3,1716,231,22,4504
3:39:13,0.07,MISS,685840,59.3,1785,231,22,4508
3:39:19,0.07,MISS,685840,59.3,1736,231,22,4512
3:39:24,0.07,MISS,685840,59.3,1811,231,22,4516
3:39:29,0.07,MISS,685840,59.3,1688,231,22,4520
3:39:34,0.07,MISS,685840,59.3,1777,231,22,4524
3:39:40,0.07,MISS,685840,59.3,1709,231,22,4528
3:39:45,0.07,MISS,685840,59.3,1761,231,22,4532
3:39:50,0.07,MISS,685840,59.4,1745,231,22,4536
3:39:55,0.07,MISS,685840,59.4,1715,231,22,4540
3:40:01,0.07,MISS,685840,59.4,1754,231,22,4544
3:40:06,0.07,MISS,686240,59.4,1677,231,22,4548
3:40:11,0.07,MISS,686240,59.4,1728,231,22,4552
3:40:16,0.07,MISS,686240,59.4,1736,231,22,4556
3:40:22,0.07,MISS,686240,59.4,1691,231,22,4560
3:40:27,0.07,MISS,686240,59.4,1717,231,22,4564
3:40:32,0.07,MISS,686240,59.4,1699,231,22,4568
3:40:37,0.07,MISS,686240,59.4,1749,231,22,4572
3:40:42,0.07,MISS,686240,59.4,1713,231,22,4576
3:40:48,0.07,MISS,686240,59.4,1751,231,22,4580
3:40:53,0.07,MISS,686240,59.4,1699,231,22,4584
3:40:58,0.07,MISS,686240,59.5,1764,231,22,4588
3:41:03,0.07,MISS,686240,59.5,1712,231,22,4592
3:41:09,0.07,MISS,686240,59.5,1770,231,22,4596
3:41:14,0.07,MISS,686240,59.5,1756,231,22,4600
3:41:19,0.07,MISS,686240,59.5,1757,231,22,4604
3:41:24,0.07,MISS,686240,59.5,1715,231,22,4608
3:41:30,0.07,MISS,686640,59.5,1727,231,22,4612
3:41:35,0.07,MISS,686640,59.5,1735,231,22,4616
3:41:40,0.07,MISS,686640,59.5,1719,231,22,4620
3:41:45,0.07,MISS,686640,59.5,1731,231,22,4624
3:41:51,0.07,MISS,686640,59.5,1726,231,22,4628
3:41:56,0.07,MISS,686640,59.5,1739,231,22,4632
3:42:01,0.07,MISS,686640,59.5,1715,231,22,4636
3:42:06,0.07,MISS,686640,59.5,1767,231,22,4640
3:42:11,0.07,MISS,686640,59.6,1708,231,22,4644
3:42:17,0.07,MISS,686640,59.6,1720,231,22,4648
3:42:22,0.07,MISS,686640,59.6,1663,231,22,4652
3:42:27,0.07,MISS,686640,59.6,1752,231,22,4656
3:42:32,0.07,MISS,686640,59.6,1749,231,22,4660
3:42:38,0.07,MISS,686640,59.6,1694,231,22,4664
3:42:43,0.07,MISS,686640,59.6,1773,231,22,4668
3:42:48,0.07,MISS,686640,59.6,1687,231,22,4672
3:42:53,0.07,MISS,687040,59.6,1751,231,22,4676
3:42:58,0.07,MISS,687040,59.6,1724,231,22,4680
3:43:04,0.07,MISS,687040,59.6,1752,231,22,4684
3:43:09,0.07,MISS,687040,59.6,1748,231,22,4688
3:43:14,0.07,MISS,687040,59.6,1718,231,22,4692
3:43:19,0.07,MISS,687040,59.6,1750,231,22,4696
3:43:25,0.07,MISS,687040,59.7,1748,231,22,4700
3:43:30,0.07,MISS,687040,59.7,1768,231,22,4704
3:43:35,0.07,MISS,687040,59.7,1728,231,22,4708
3:43:40,0.07,MISS,687040,59.7,1717,231,22,4712
3:43:46,0.07,MISS,687040,59.7,1695,232,22,4716
3:43:51,0.07,MISS,687040,59.7,1698,232,22,4720
3:43:56,0.07,MISS,687040,59.7,1740,232,22,4724
3:44:01,0.07,MISS,687040,59.7,1712,232,22,4728
3:44:07,0.07,MISS,687040,59.7,1732,232,22,4732
3:44:12,0.07,MISS,687040,59.7,1724,232,22,4736
3:44:17,0.07,MISS,687440,59.7,1759,232,22,4740
3:44:22,0.07,MISS,687440,59.7,1726,232,22,4744
3:44:27,0.07,MISS,687440,59.7,1734,232,22,4748
3:44:33,0.07,MISS,687440,59.7,1684,232,22,4752
3:44:38,0.07,MISS,687440,59.8,1735,232,22,4756
3:44:43,0.07,MISS,687440,59.8,1712,232,22,4760
3:44:48,0.07,MISS,687440,59.8,1668,232,22,4764
3:44:54,0.07,MISS,687440,59.8,1759,232,22,4768
3:44:59,0.07,MISS,687440,59.8,1724,232,22,4772
3:45:04,0.07,MISS,687440,59.8,1757,232,22,4776
3:45:09,0.07,MISS,687440,59.8,1694,232,22,4780
3:45:14,0.07,MISS,687440,59.8,1712,232,22,4784
3:45:20,0.07,MISS,687440,59.8,1731,232,22,4788
3:45:25,0.07,MISS,687440,59.8,1749,232,22,4792
3:45:30,0.07,MISS,687440,59.8,1740,232,22,4796
3:45:35,0.07,MISS,687440,59.8,1707,232,22,4800
3:45:41,0.07,MISS,687840,59.8,1743,232,22,4804
3:45:46,0.07,MISS,687840,59.8,1716,232,22,4808
3:45:51,0.07,MISS,687840,59.9,1718,232,22,4812
3:45:56,0.07,MISS,687840,59.9,1750,232,22,4816
3:46:02,0.07,MISS,687840,59.9,1732,232,22,4820
3:46:07,0.07,MISS,687840,59.9,1693,232,22,4824
3:46:12,0.07,MISS,687840,59.9,1703,232,22,4828
3:46:17,0.07,MISS,687840,59.9,1746,232,22,4832
3:46:22,0.07,MISS,687840,59.9,1676,232,22,4836
3:46:28,0.07,MISS,687840,59.9,1739,232,22,4840
3:46:33,0.07,MISS,687840,59.9,1710,232,22,4844
3:46:38,0.07,MISS,687840,59.9,1762,232,22,4848
3:46:43,0.07,MISS,687840,59.9,1689,232,22,4852
3:46:49,0.07,MISS,687840,59.9,1740,232,22,4856
3:46:54,0.07,MISS,687840,59.9,1687,232,22,4860
3:46:59,0.07,MISS,687840,59.9,1700,232,22,4864
3:47:04,0.07,MISS,688240,59.9,1756,232,22,4868
3:47:09,0.07,MISS,688240,60,1666,232,22,4872
3:47:15,0.07,MISS,688240,60,1754,232,22,4876
3:47:20,0.07,MISS,688240,60,1726,232,22,4880
3:47:25,0.07,MISS,688240,60,1843,232,22,4884
3:47:30,0.07,MISS,688240,60,1726,232,22,4888
3:47:36,0.07,MISS,688240,60,1755,232,22,4892
3:47:41,0.07,MISS,688240,60,1733,232,22,4896
3:47:46,0.07,MISS,688240,60,1750,232,22,4900
3:47:51,0.07,MISS,688240,60,1685,232,22,4904
3:47:57,0.07,MISS,688240,60,1732,232,22,4908
3:48:02,0.07,MISS,688240,60,1751,232,22,4912
3:48:07,0.07,MISS,688240,60,1714,232,22,4916
3:48:12,0.07,MISS,688240,60,1738,232,22,4920
3:48:18,0.07,MISS,688240,60,1722,232,22,4924
3:48:23,0.07,MISS,688240,60,1759,232,22,4928
3:48:28,0.07,MISS,688640,60.1,1712,232,22,4932
3:48:33,0.07,MISS,688640,60.1,1722,232,22,4936
3:48:38,0.07,MISS,688640,60.1,1695,232,22,4940
3:48:44,0.07,MISS,688640,60.1,1763,232,22,4944
3:48:49,0.07,MISS,688640,60.1,1717,232,22,4948
3:48:54,0.07,MISS,688640,60.1,1747,232,22,4952
3:48:59,0.07,MISS,688640,60.1,1753,232,22,4956
3:49:05,0.07,MISS,688640,60.1,1702,232,22,4960
3:49:10,0.07,MISS,688640,60.1,1753,232,22,4964
3:49:15,0.07,MISS,688640,60.1,1722,232,22,4968
3:49:20,0.07,MISS,688640,60.1,1722,232,22,4972
3:49:26,0.07,MISS,688640,60.1,1677,232,22,4976
3:49:31,0.07,MISS,688640,60.1,1665,232,22,4980
3:49:36,0.07,MISS,688640,60.1,1725,232,22,4984
3:49:41,0.07,MISS,688640,60.1,1713,232,22,4988
3:49:46,0.07,MISS,688640,60.1,1781,232,22,4992
3:49:52,0.07,MISS,689040,60.2,1675,232,22,4996
3:49:57,0.07,MISS,689040,60.2,1732,232,22,5000
3:50:02,0.07,MISS,689040,60.2,1723,232,22,5004
3:50:07,0.07,MISS,689040,60.2,1733,232,22,5008
3:50:13,0.07,MISS,689040,60.2,1716,232,22,5012
3:50:18,0.07,MISS,689040,60.2,1693,232,22,5016
3:50:23,0.07,MISS,689040,60.2,1773,232,22,5020
3:50:28,0.07,MISS,689040,60.2,1697,232,22,5024
3:50:33,0.07,MISS,689040,60.2,1743,232,22,5028
3:50:39,0.07,MISS,689040,60.2,1719,232,22,5032
3:50:44,0.07,MISS,689040,60.2,1782,232,22,5036
3:50:49,0.07,MISS,689040,60.2,1764,232,22,5040
3:50:54,0.07,MISS,689040,60.2,1725,232,22,5044
3:51:00,0.07,MISS,689040,60.2,1730,232,22,5048
3:51:05,0.07,MISS,689040,60.2,1758,232,22,5052
3:51:10,0.07,MISS,689040,60.2,1772,232,22,5056
3:51:15,0.07,MISS,689440,60.3,1719,232,22,5060
3:51:21,0.07,MISS,689440,60.3,1723,232,22,5064
3:51:26,0.07,MISS,689440,60.3,1725,232,22,5068
3:51:31,0.07,MISS,689440,60.3,1744,232,22,5072
3:51:36,0.07,MISS,689440,60.3,1684,232,22,5076
3:51:42,0.07,MISS,689440,60.3,1713,232,22,5080
3:51:47,0.07,MISS,689440,60.3,1697,232,22,5084
3:51:52,0.07,MISS,689440,60.3,1712,232,22,5088
3:51:57,0.07,MISS,689440,60.3,1781,232,22,5092
3:52:02,0.07,MISS,689440,60.3,1698,232,22,5096
3:52:08,0.07,MISS,689440,60.3,1728,232,22,5100
3:52:13,0.07,MISS,689440,60.3,1706,232,22,5104
3:52:18,0.07,MISS,689440,60.3,1744,232,22,5108
3:52:23,0.07,MISS,689440,60.3,1699,232,22,5112
3:52:29,0.07,MISS,689440,60.3,1692,232,22,5116
3:52:34,0.07,MISS,689440,60.3,1726,232,22,5120
3:52:39,0.07,MISS,689840,60.4,1709,232,22,5124
3:52:44,0.07,MISS,689840,60.4,1759,232,22,5128
3:52:49,0.07,MISS,689840,60.4,1727,232,22,5132
3:52:55,0.07,MISS,689840,60.4,1736,232,22,5136
3:53:00,0.07,MISS,689840,60.4,1694,232,22,5140
3:53:05,0.07,MISS,689840,60.4,1773,232,22,5144
3:53:10,0.07,MISS,689840,60.4,1723,232,22,5148
3:53:16,0.07,MISS,689840,60.4,1724,232,22,5152
3:53:21,0.07,MISS,689840,60.4,1710,232,22,5156
3:53:26,0.07,MISS,689840,60.4,1721,232,22,5160
3:53:31,0.07,MISS,689840,60.4,1733,232,22,5164
3:53:37,0.07,MISS,689840,60.4,1718,232,22,5168
3:53:42,0.07,MISS,689840,60.4,1764,232,22,5172
3:53:47,0.07,MISS,689840,60.4,1735,232,22,5176
3:53:52,0.07,MISS,689840,60.4,1742,233,22,5180
3:53:57,0.07,MISS,689840,60.4,1726,233,22,5184
3:54:03,0.07,MISS,690240,60.4,1758,233,22,5188
3:54:08,0.07,MISS,690240,60.5,1720,233,22,5192
3:54:13,0.07,MISS,690240,60.5,1744,233,22,5196
3:54:18,0.07,MISS,690240,60.5,1774,233,22,5200
3:54:24,0.07,MISS,690240,60.5,1744,233,22,5204
3:54:29,0.07,MISS,690240,60.5,1739,233,22,5208
3:54:34,0.07,MISS,690240,60.5,1724,233,22,5212
3:54:39,0.07,MISS,690240,60.5,1774,233,22,5216
3:54:45,0.07,MISS,690240,60.5,1717,233,22,5220
3:54:50,0.07,MISS,690240,60.5,1771,233,22,5224
3:54:55,0.07,MISS,690240,60.5,1729,233,22,5228
3:55:00,0.07,MISS,690240,60.5,1732,233,22,5232
3:55:06,0.07,MISS,690240,60.5,1741,233,22,5236
3:55:11,0.07,MISS,690240,60.5,1687,233,22,5240
3:55:16,0.07,MISS,690240,60.5,1726,233,22,5244
3:55:21,0.07,MISS,690240,60.5,1713,233,22,5248
3:55:27,0.07,MISS,690640,60.5,1752,233,22,5252
3:55:32,0.07,MISS,690640,60.5,1664,233,22,5256
3:55:37,0.07,MISS,690640,60.6,1734,233,22,5260
3:55:42,0.07,MISS,690640,60.6,1729,233,22,5264
3:55:47,0.07,MISS,690640,60.6,1750,233,22,5268
3:55:53,0.07,MISS,690640,60.6,1724,233,22,5272
3:55:58,0.07,MISS,690640,60.6,1742,233,22,5276
3:56:03,0.07,MISS,690640,60.6,1768,233,23,5280
3:56:08,0.07,MISS,690640,60.6,1720,233,23,5284
3:56:14,0.07,MISS,690640,60.6,1767,233,23,5288
3:56:19,0.07,MISS,690640,60.6,1706,233,23,5292
3:56:24,0.07,MISS,690640,60.6,1760,233,23,5296
3:56:29,0.07,MISS,690640,60.6,1722,233,23,5300
3:56:35,0.07,MISS,690640,60.6,1732,233,23,5304
3:56:40,0.07,MISS,690640,60.6,1728,233,23,5308
3:56:45,0.07,MISS,690640,60.6,1725,233,23,5312
3:56:50,0.07,MISS,690640,60.6,1746,233,23,5316
3:56:56,0.07,MISS,690640,60.6,1696,233,23,5320
3:57:01,0.07,MISS,690640,60.6,1754,233,23,5324
3:57:06,0.07,MISS,690640,60.6,1699,233,23,5328
3:57:11,0.07,MISS,690640,60.7,1767,233,23,5332
3:57:17,0.07,MISS,690640,60.7,1759,233,23,5336
3:57:22,0.07,MISS,690640,60.7,1797,233,23,5340
3:57:27,0.07,MISS,690640,60.7,1722,233,23,5344
3:57:32,0.07,MISS,690640,60.7,1758,233,23,5348
3:57:38,0.07,MISS,690640,60.7,1713,233,23,5352
3:57:43,0.07,MISS,690640,60.7,1715,233,23,5356
3:57:48,0.07,MISS,690640,60.7,1724,233,23,5360
3:57:53,0.07,MISS,690640,60.7,1721,233,23,5364
3:57:58,0.07,MISS,690640,60.7,1746,233,23,5368
3:58:04,0.07,MISS,690640,60.7,1725,233,23,5372
3:58:09,0.07,MISS,690640,60.7,1735,233,23,5376
3:58:14,0.07,MISS,691440,60.7,1717,233,23,5380
3:58:19,0.07,MISS,691440,60.7,1789,233,23,5384
3:58:25,0.07,MISS,691440,60.7,1737,233,23,5388
3:58:30,0.07,MISS,691440,60.7,1729,233,23,5392
3:58:35,0.07,MISS,691440,60.7,1715,233,23,5396
3:58:40,0.07,MISS,691440,60.7,1722,233,23,5400
3:58:46,0.07,MISS,691440,60.8,1730,233,23,5404
3:58:51,0.07,MISS,691440,60.8,1742,233,23,5408
3:58:56,0.07,MISS,691440,60.8,1729,233,23,5412
3:59:01,0.07,MISS,691440,60.8,1699,233,23,5416
3:59:07,0.07,MISS,691440,60.8,1765,233,23,5420
3:59:12,0.07,MISS,691440,60.8,1692,233,23,5424
3:59:17,0.07,MISS,691440,60.8,1726,233,23,5428
3:59:22,0.07,MISS,691440,60.8,1707,233,23,5432
3:59:27,0.07,MISS,691440,60.8,1726,233,23,5436
3:59:33,0.07,MISS,691440,60.8,1748,233,23,5440
3:59:38,0.07,MISS,691840,60.8,1709,233,23,5444
3:59:43,0.07,MISS,691840,60.8,1751,233,23,5448
3:59:48,0.07,MISS,691840,60.8,1752,233,23,5452
3:59:54,0.07,MISS,691840,60.8,1785,233,23,5456
3:59:59,0.07,MISS,691840,60.8,1700,233,23,5460
4:00:04,0.07,MISS,691840,60.8,1935,233,23,5464
4:00:10,0.07,MISS,691840,60.8,1711,233,23,5468
4:00:15,0.07,MISS,691840,60.8,1745,233,23,5472
4:00:20,0.07,MISS,691840,60.8,1754,233,23,5476
4:00:25,0.07,MISS,691840,60.9,1755,233,23,5480
4:00:30,0.07,MISS,691840,60.9,1715,233,23,5484
4:00:36,0.07,MISS,691840,60.9,1730,233,23,5488
4:00:41,0.07,MISS,691840,60.9,1702,233,23,5492
4:00:46,0.07,MISS,691840,60.9,1691,233,23,5496
4:00:51,0.07,MISS,691840,60.9,1723,233,23,5500
4:00:57,0.07,MISS,691840,60.9,1725,233,23,5504
4:01:02,0.07,MISS,692240,60.9,1776,233,23,5508
4:01:07,0.07,MISS,692240,60.9,1712,233,23,5512
4:01:12,0.07,MISS,692240,60.9,1758,233,23,5516
4:01:18,0.07,MISS,692240,60.9,1678,233,23,5520
4:01:23,0.07,MISS,692240,60.9,1717,233,23,5524
4:01:28,0.07,MISS,692240,60.9,1726,233,23,5528
4:01:33,0.07,MISS,692240,60.9,1712,233,23,5532
4:01:38,0.07,MISS,692240,60.9,1721,233,23,5536
4:01:44,0.07,MISS,692240,60.9,1711,233,23,5540
4:01:49,0.07,MISS,692240,60.9,1766,233,23,5544
4:01:54,0.07,MISS,692240,60.9,1701,233,23,5548
4:01:59,0.07,MISS,692240,60.9,1737,233,23,5552
4:02:05,0.07,MISS,692240,61,1722,233,23,5556
4:02:10,0.07,MISS,692240,61,1745,233,23,5560
4:02:15,0.07,MISS,692240,61,1724,233,23,5564
4:02:20,0.07,MISS,692240,61,1695,233,23,5568
4:02:25,0.07,MISS,692640,61,1720,233,23,5572
4:02:31,0.07,MISS,692640,61,1687,233,23,5576
4:02:36,0.07,MISS,692640,61,1725,233,23,5580
4:02:41,0.07,MISS,692640,61,1713,233,23,5584
4:02:46,0.07,MISS,692640,61,1760,233,23,5588
4:02:52,0.07,MISS,692640,61,1721,233,23,5592
4:02:57,0.07,MISS,692640,61,1744,233,23,5596
4:03:02,0.07,MISS,692640,61,1730,233,23,5600
4:03:07,0.07,MISS,692640,61,1714,233,23,5604
4:03:13,0.07,MISS,692640,61,1745,233,23,5608
4:03:18,0.07,MISS,692640,61,1685,233,23,5612
4:03:23,0.07,MISS,692640,61,1742,233,23,5616
