Time,CPU Usage (%),Hit_Miss,Squid_Memory_Usage(kb),Request_Rate/(Min),Response_Time(ms),Squid_Disk_Usage(mb),Cache_Disk_Usage(mb),Cache_Memory_Usage(kb)
2:44:53,0.07,MISS,670240,49.7,1754,226,19,2012
2:44:59,0.07,MISS,670240,49.7,1698,226,19,2016
2:45:04,0.07,MISS,670240,49.7,1711,226,19,2020
2:45:09,0.07,MISS,670240,49.8,1749,226,19,2024
2:45:14,0.07,MISS,670240,49.8,1712,226,19,2028
2:45:19,0.07,MISS,670240,49.8,1736,226,19,2032
2:45:25,0.07,MISS,670240,49.8,1744,226,19,2036
2:45:30,0.07,MISS,670240,49.9,1717,226,19,2040
2:45:35,0.07,MISS,670240,49.9,1737,226,19,2044
2:45:40,0.07,MISS,670240,49.9,1709,226,19,2048
2:45:46,0.07,MISS,670240,50,1705,226,19,2052
2:45:51,0.07,MISS,670640,50,1713,226,19,2056
2:45:56,0.07,MISS,670640,50,1725,226,19,2060
2:46:01,0.07,MISS,670640,50.1,1706,226,19,2064
2:46:06,0.07,MISS,670640,50.1,1738,226,19,2068
2:46:12,0.07,MISS,670640,50.1,1660,226,19,2072
2:46:17,0.07,MISS,670640,50.1,1699,226,19,2076
2:46:22,0.07,MISS,670640,50.2,1690,226,19,2080
2:46:27,0.07,MISS,670640,50.2,1723,226,19,2084
2:46:33,0.07,MISS,670640,50.2,1760,226,19,2088
2:46:38,0.07,MISS,670640,50.3,1695,226,19,2092
2:46:43,0.07,MISS,670640,50.3,1755,226,19,2096
2:46:48,0.07,MISS,670640,50.3,1677,226,19,2100
2:46:53,0.07,MISS,670640,50.4,1707,226,19,2104
2:46:59,0.07,MISS,670640,50.4,1680,226,19,2108
2:47:04,0.07,MISS,670640,50.4,1759,226,19,2112
2:47:09,0.07,MISS,670640,50.4,1676,226,19,2116
2:47:14,0.07,MISS,671040,50.5,1685,226,19,2120
2:47:19,0.07,MISS,671040,50.5,1747,226,19,2124
2:47:25,0.07,MISS,671040,50.5,1685,226,19,2128
2:47:30,0.07,MISS,671040,50.6,1795,226,19,2132
2:47:35,0.07,MISS,671040,50.6,1758,226,19,2136
2:47:40,0.07,MISS,671040,50.6,1691,226,19,2140
2:47:46,0.07,MISS,671040,50.6,1720,226,19,2144
2:47:51,0.07,MISS,671040,50.7,1697,226,19,2148
2:47:56,0.07,MISS,671040,50.7,1685,226,19,2152
2:48:01,0.07,MISS,671040,50.7,1699,226,19,2156
2:48:06,0.07,MISS,671040,50.7,1705,226,19,2160
2:48:12,0.07,MISS,671040,50.8,1678,226,19,2164
2:48:17,0.07,MISS,671040,50.8,1772,226,19,2168
2:48:22,0.07,MISS,671040,50.8,1685,226,19,2172
2:48:27,0.07,MISS,671040,50.9,1755,226,19,2176
2:48:33,0.07,MISS,671040,50.9,1720,226,19,2180
2:48:38,0.07,MISS,671440,50.9,1652,226,19,2184
2:48:43,0.07,MISS,671440,50.9,1771,226,19,2188
2:48:48,0.07,MISS,671440,51,1683,226,19,2192
2:48:53,0.07,MISS,671440,51,1726,226,19,2196
2:48:59,0.07,MISS,671440,51,1732,226,19,2200
2:49:04,0.07,MISS,671440,51,1754,226,19,2204
2:49:09,0.07,MISS,671440,51.1,1711,226,19,2208
2:49:14,0.07,MISS,671440,51.1,1738,226,19,2212
2:49:20,0.07,MISS,671440,51.1,1729,226,19,2216
2:49:25,0.07,MISS,671440,51.2,1700,226,19,2220
2:49:30,0.07,MISS,671440,51.2,1775,226,19,2224
2:49:35,0.07,MISS,671440,51.2,1708,226,19,2228
2:49:40,0.07,MISS,671440,51.2,1739,226,19,2232
2:49:46,0.07,MISS,671440,51.3,1724,226,19,2236
2:49:51,0.07,MISS,671440,51.3,1685,226,19,2240
2:49:56,0.07,MISS,671440,51.3,1691,226,19,2244
2:50:01,0.07,MISS,671840,51.3,1696,226,19,2248
2:50:07,0.07,MISS,671840,51.4,1729,226,19,2252
2:50:12,0.07,MISS,671840,51.4,1662,226,19,2256
2:50:17,0.07,MISS,671840,51.4,1711,226,19,2260
2:50:22,0.07,MISS,671840,51.4,1715,226,19,2264
2:50:27,0.07,MISS,671840,51.5,1714,226,19,2268
2:50:33,0.07,MISS,671840,51.5,1719,226,19,2272
2:50:38,0.07,MISS,671840,51.5,1728,226,19,2276
2:50:43,0.07,MISS,671840,51.5,1796,226,19,2280
2:50:48,0.07,MISS,671840,51.6,1703,226,19,2284
2:50:53,0.07,MISS,671840,51.6,1697,226,19,2288
2:50:59,0.07,MISS,671840,51.6,1674,226,19,2292
2:51:04,0.07,MISS,671840,51.6,1753,226,19,2296
2:51:09,0.07,MISS,671840,51.7,1692,226,19,2300
2:51:14,0.07,MISS,671840,51.7,1742,226,19,2304
2:51:20,0.07,MISS,672240,51.7,1699,226,19,2308
2:51:25,0.07,MISS,672240,51.7,1713,226,19,2312
2:51:30,0.07,MISS,672240,51.8,1737,226,19,2316
2:51:35,0.07,MISS,672240,51.8,1663,226,19,2320
2:51:40,0.07,MISS,672240,51.8,1714,226,19,2324
2:51:46,0.07,MISS,672240,51.8,1690,226,19,2328
2:51:51,0.07,MISS,672240,51.9,1753,226,19,2332
2:51:56,0.07,MISS,672240,51.9,1686,226,19,2336
2:52:01,0.07,MISS,672240,51.9,1679,226,19,2340
2:52:06,0.07,MISS,672240,51.9,1729,226,19,2344
2:52:12,0.07,MISS,672240,52,1670,226,19,2348
2:52:17,0.07,MISS,672240,52,1719,226,19,2352
2:52:22,0.07,MISS,672240,52,1697,226,19,2356
2:52:27,0.07,MISS,672240,52,1716,226,19,2360
2:52:33,0.07,MISS,672240,52.1,1744,226,19,2364
2:52:38,0.07,MISS,672240,52.1,1662,226,19,2368
2:52:43,0.07,MISS,672640,52.1,1750,226,19,2372
2:52:48,0.07,MISS,672640,52.1,1666,226,19,2376
2:52:53,0.07,MISS,672640,52.2,1691,226,19,2380
2:52:58,0.07,MISS,672640,52.2,1687,226,19,2384
2:53:04,0.07,MISS,672640,52.2,1747,226,19,2388
2:53:09,0.07,MISS,672640,52.2,1698,226,19,2392
2:53:14,0.07,MISS,672640,52.2,1770,226,19,2396
2:53:19,0.07,MISS,672640,52.3,1686,227,19,2400
2:53:25,0.07,MISS,672640,52.3,1683,227,19,2404
2:53:30,0.07,MISS,672640,52.3,1739,227,19,2408
2:53:35,0.07,MISS,672640,52.3,1705,227,19,2412
2:53:40,0.07,MISS,672640,52.4,1730,227,19,2416
2:53:45,0.07,MISS,672640,52.4,1695,227,19,2420
2:53:51,0.07,MISS,672640,52.4,1710,227,19,2424
2:53:56,0.07,MISS,672640,52.4,1733,227,19,2428
2:54:01,0.07,MISS,672640,52.5,1693,227,19,2432
2:54:06,0.07,MISS,673040,52.5,1710,227,19,2436
2:54:12,0.07,MISS,673040,52.5,1695,227,19,2440
2:54:17,0.07,MISS,673040,52.5,1715,227,19,2444
2:54:22,0.07,MISS,673040,52.5,1717,227,19,2448
2:54:27,0.07,MISS,673040,52.6,1698,227,19,2452
2:54:32,0.07,MISS,673040,52.6,1774,227,19,2456
2:54:38,0.07,MISS,673040,52.6,2012,227,19,2460
2:54:43,0.07,MISS,673040,52.6,1682,227,19,2464
2:54:48,0.07,MISS,673040,52.7,1695,227,19,2468
2:54:54,0.07,MISS,673040,52.7,1765,227,19,2472
2:54:59,0.07,MISS,673040,52.7,1684,227,19,2476
2:55:04,0.07,MISS,673040,52.7,1770,227,19,2480
2:55:09,0.07,MISS,673040,52.7,1721,227,19,2484
2:55:15,0.07,MISS,673040,52.8,1750,227,19,2488
2:55:20,0.07,MISS,673040,52.8,1696,227,19,2492
2:55:25,0.07,MISS,673040,52.8,1717,227,19,2496
2:55:30,0.07,MISS,673440,52.8,1718,227,19,2500
2:55:35,0.07,MISS,673440,52.9,1723,227,19,2504
2:55:41,0.07,MISS,673440,52.9,1706,227,19,2508
2:55:46,0.07,MISS,673440,52.9,1703,227,19,2512
2:55:51,0.07,MISS,673440,52.9,1715,227,19,2516
2:55:56,0.07,MISS,673440,52.9,1688,227,19,2520
2:56:01,0.07,MISS,673440,53,1732,227,19,2524
2:56:07,0.07,MISS,673440,53,1708,227,19,2528
2:56:12,0.07,MISS,673440,53,1685,227,19,2532
2:56:17,0.07,MISS,673440,53,1723,227,19,2536
2:56:22,0.07,MISS,673440,53,1697,227,19,2540
2:56:28,0.07,MISS,673440,53.1,1740,227,19,2544
2:56:33,0.07,MISS,673440,53.1,1691,227,19,2548
2:56:38,0.07,MISS,673440,53.1,1689,227,19,2552
2:56:43,0.07,MISS,673440,53.1,1753,227,19,2556
2:56:48,0.07,MISS,673440,53.1,1696,227,19,2560
2:56:54,0.07,MISS,673840,53.2,1713,227,19,2564
2:56:59,0.07,MISS,673840,53.2,1692,227,19,2568
2:57:04,0.07,MISS,673840,53.2,1759,227,19,2572
2:57:09,0.07,MISS,673840,53.2,1672,227,19,2576
2:57:14,0.07,MISS,673840,53.3,1719,227,19,2580
2:57:20,0.07,MISS,673840,53.3,1677,227,19,2584
2:57:25,0.07,MISS,673840,53.3,1704,227,19,2588
2:57:30,0.07,MISS,673840,53.3,1733,227,19,2592
2:57:35,0.07,MISS,673840,53.3,1695,227,19,2596
2:57:41,0.07,MISS,673840,53.4,1748,227,19,2600
2:57:46,0.07,MISS,673840,53.4,1691,227,19,2604
2:57:51,0.07,MISS,673840,53.4,1687,227,19,2608
2:57:56,0.07,MISS,673840,53.4,1690,227,19,2612
2:58:01,0.07,MISS,673840,53.4,1715,227,19,2616
2:58:07,0.07,MISS,673840,53.5,1706,227,19,2620
2:58:12,0.07,MISS,673840,53.5,1687,227,19,2624
2:58:17,0.07,MISS,674240,53.5,1716,227,19,2628
2:58:22,0.07,MISS,674240,53.5,1683,227,19,2632
2:58:27,0.07,MISS,674240,53.5,1700,227,19,2636
2:58:33,0.07,MISS,674240,53.6,1734,227,19,2640
2:58:38,0.07,MISS,674240,53.6,1662,227,19,2644
2:58:43,0.07,MISS,674240,53.6,1779,227,19,2648
2:58:48,0.07,MISS,674240,53.6,1694,227,19,2652
2:58:53,0.07,MISS,674240,53.6,1759,227,19,2656
2:58:59,0.07,MISS,674240,53.7,1738,227,19,2660
2:59:04,0.07,MISS,674240,53.7,1748,227,19,2664
2:59:09,0.07,MISS,674240,53.7,1695,227,19,2668
2:59:14,0.07,MISS,674240,53.7,1714,227,19,2672
2:59:20,0.07,MISS,674240,53.7,1723,227,19,2676
2:59:25,0.07,MISS,674240,53.8,1760,227,19,2680
2:59:30,0.07,MISS,674240,53.8,1731,227,19,2684
2:59:35,0.07,MISS,674240,53.8,1717,227,19,2688
2:59:41,0.07,MISS,674240,53.8,1716,227,19,2692
2:59:46,0.07,MISS,674240,53.8,1701,227,19,2696
2:59:51,0.07,MISS,674240,53.8,1726,227,19,2700
2:59:56,0.07,MISS,674240,53.9,1737,227,19,2704
3:00:01,0.07,MISS,674240,53.9,1712,227,19,2708
3:00:07,0.07,MISS,674240,53.9,1996,227,19,2712
3:00:12,0.07,MISS,674240,53.9,1739,227,20,2716
3:00:17,0.07,MISS,674240,53.9,1730,227,20,2720
3:00:23,0.07,MISS,674240,54,1695,227,20,2724
3:00:28,0.07,MISS,674240,54,1728,227,20,2728
3:00:33,0.07,MISS,674240,54,1766,227,20,2732
3:00:38,0.07,MISS,674240,54,1775,227,20,2736
3:00:44,0.07,MISS,674240,54,1732,227,20,2740
3:00:49,0.07,MISS,674240,54,1752,227,20,2744
3:00:54,0.07,MISS,674240,54.1,1736,227,20,2748
3:00:59,0.07,MISS,674240,54.1,1731,227,20,2752
3:01:05,0.07,MISS,675040,54.1,1726,227,20,2756
3:01:10,0.07,MISS,675040,54.1,1744,227,20,2760
3:01:15,0.07,MISS,675040,54.1,1748,227,20,2764
3:01:20,0.07,MISS,675040,54.2,1670,227,20,2768
3:01:25,0.07,MISS,675040,54.2,1748,227,20,2772
3:01:31,0.07,MISS,675040,54.2,1712,227,20,2776
3:01:36,0.07,MISS,675040,54.2,1800,227,20,2780
3:01:41,0.07,MISS,675040,54.2,1710,227,20,2784
3:01:46,0.07,MISS,675040,54.2,1771,227,20,2788
3:01:52,0.07,MISS,675040,54.3,1705,227,20,2792
3:01:57,0.07,MISS,675040,54.3,1745,227,20,2796
3:02:02,0.07,MISS,675040,54.3,1765,227,20,2800
3:02:08,0.07,MISS,675040,54.3,1830,227,20,2804
3:02:13,0.07,MISS,675040,54.3,1770,227,20,2808
3:02:18,0.07,MISS,675040,54.4,1705,227,20,2812
3:02:23,0.07,MISS,675040,54.4,1742,227,20,2816
3:02:28,0.07,MISS,675440,54.4,1700,227,20,2820
3:02:34,0.07,MISS,675440,54.4,1750,227,20,2824
3:02:39,0.07,MISS,675440,54.4,1742,227,20,2828
3:02:44,0.07,MISS,675440,54.4,1773,227,20,2832
3:02:49,0.07,MISS,675440,54.5,1714,227,20,2836
3:02:55,0.07,MISS,675440,54.5,1706,227,20,2840
3:03:00,0.07,MISS,675440,54.5,1779,227,20,2844
3:03:05,0.07,MISS,675440,54.5,1701,227,20,2848
3:03:10,0.07,MISS,675440,54.5,1739,227,20,2852
3:03:16,0.07,MISS,675440,54.5,1692,227,20,2856
3:03:21,0.07,MISS,675440,54.6,1763,227,20,2860
3:03:26,0.07,MISS,675440,54.6,1733,228,20,2864
3:03:31,0.07,MISS,675440,54.6,1744,228,20,2868
3:03:37,0.07,MISS,675440,54.6,1705,228,20,2872
3:03:42,0.07,MISS,675440,54.6,1693,228,20,2876
3:03:47,0.07,MISS,675440,54.6,1739,228,20,2880
3:03:52,0.07,MISS,675840,54.7,1715,228,20,2884
3:03:57,0.07,MISS,675840,54.7,1701,228,20,2888
3:04:03,0.07,MISS,675840,54.7,1731,228,20,2892
3:04:08,0.07,MISS,675840,54.7,1731,228,20,2896
3:04:13,0.07,MISS,675840,54.7,1693,228,20,2900
3:04:18,0.07,MISS,675840,54.7,1738,228,20,2904
3:04:23,0.07,MISS,675840,54.8,1683,228,20,2908
3:04:29,0.07,MISS,675840,54.8,1688,228,20,2912
3:04:34,0.07,MISS,675840,54.8,1731,228,20,2916
3:04:39,0.07,MISS,675840,54.8,1693,228,20,2920
3:04:44,0.07,MISS,675840,54.8,1776,228,20,2924
3:04:50,0.07,MISS,675840,54.8,1685,228,20,2928
3:04:55,0.07,MISS,675840,54.9,1743,228,20,2932
3:05:00,0.07,MISS,675840,54.9,1701,228,20,2936
3:05:05,0.07,MISS,675840,54.9,1716,228,20,2940
3:05:10,0.07,MISS,675840,54.9,1733,228,20,2944
3:05:16,0.07,MISS,676240,54.9,1677,228,20,2948
3:05:21,0.07,MISS,676240,54.9,1715,228,20,2952
3:05:26,0.07,MISS,676240,55,1687,228,20,2956
3:05:31,0.07,MISS,676240,55,1722,228,20,2960
3:05:36,0.07,MISS,676240,55,1672,228,20,2964
3:05:42,0.07,MISS,676240,55,1677,228,20,2968
3:05:47,0.07,MISS,676240,55,1764,228,20,2972
3:05:52,0.07,MISS,676240,55,1706,228,20,2976
3:05:57,0.07,MISS,676240,55.1,1757,228,20,2980
3:06:03,0.07,MISS,676240,55.1,1732,228,20,2984
3:06:08,0.07,MISS,676240,55.1,1754,228,20,2988
3:06:13,0.07,MISS,676240,55.1,1686,228,20,2992
3:06:18,0.07,MISS,676240,55.1,1701,228,20,2996
3:06:24,0.07,MISS,676240,55.1,1730,228,20,3000
3:06:29,0.07,MISS,676240,55.2,1691,228,20,3004
3:06:34,0.07,MISS,676240,55.2,1787,228,20,3008
3:06:39,0.07,MISS,676640,55.2,1687,228,20,3012
3:06:44,0.07,MISS,676640,55.2,1756,228,20,3016
3:06:50,0.07,MISS,676640,55.2,1672,228,20,3020
3:06:55,0.07,MISS,676640,55.2,1721,228,20,3024
3:07:00,0.07,MISS,676640,55.2,1691,228,20,3028
3:07:05,0.07,MISS,676640,55.3,1710,228,20,3032
3:07:11,0.07,MISS,676640,55.3,1748,228,20,3036
3:07:16,0.07,MISS,676640,55.3,1691,228,20,3040
3:07:21,0.07,MISS,676640,55.3,1758,228,20,3044
3:07:26,0.07,MISS,676640,55.3,1695,228,20,3048
3:07:31,0.07,MISS,676640,55.3,1745,228,20,3052
3:07:37,0.07,MISS,676640,55.4,1676,228,20,3056
3:07:42,0.07,MISS,676640,55.4,1720,228,20,3060
3:07:47,0.07,MISS,676640,55.4,1779,228,20,3064
3:07:52,0.07,MISS,676640,55.4,1749,228,20,3068
3:07:58,0.07,MISS,676640,55.4,1735,228,20,3072
3:08:03,0.07,MISS,677040,55.4,1737,228,20,3076
3:08:08,0.07,MISS,677040,55.4,1732,228,20,3080
3:08:13,0.07,MISS,677040,55.5,1694,228,20,3084
3:08:18,0.07,MISS,677040,55.5,1739,228,20,3088
3:08:24,0.07,MISS,677040,55.5,1673,228,20,3092
3:08:29,0.07,MISS,677040,55.5,1701,228,20,3096
3:08:34,0.07,MISS,677040,55.5,1783,228,20,3100
3:08:39,0.07,MISS,677040,55.5,1693,228,20,3104
3:08:45,0.07,MISS,677040,55.6,1740,228,20,3108
3:08:50,0.07,MISS,677040,55.6,1716,228,20,3112
3:08:55,0.07,MISS,677040,55.6,1813,228,20,3116
3:09:00,0.07,MISS,677040,55.6,1676,228,20,3120
3:09:06,0.07,MISS,677040,55.6,1745,228,20,3124
3:09:11,0.07,MISS,677040,55.6,1722,228,20,3128
3:09:16,0.07,MISS,677040,55.6,1710,228,20,3132
3:09:21,0.07,MISS,677040,55.7,1709,228,20,3136
3:09:26,0.07,MISS,677440,55.7,1719,228,20,3140
3:09:32,0.07,MISS,677440,55.7,1722,228,20,3144
3:09:37,0.07,MISS,677440,55.7,1701,228,20,3148
3:09:42,0.07,MISS,677440,55.7,1714,228,20,3152
3:09:47,0.07,MISS,677440,55.7,1709,228,20,3156
3:09:53,0.07,MISS,677440,55.7,1716,228,20,3160
3:09:58,0.07,MISS,677440,55.8,1684,228,20,3164
3:10:03,0.07,MISS,677440,55.8,1703,228,20,3168
3:10:08,0.07,MISS,677440,55.8,1696,228,20,3172
3:10:13,0.07,MISS,677440,55.8,1723,228,20,3176
3:10:19,0.07,MISS,677440,55.8,1705,228,20,3180
3:10:24,0.07,MISS,677440,55.8,1689,228,20,3184
3:10:29,0.07,MISS,677440,55.8,1775,228,20,3188
3:10:34,0.07,MISS,677440,55.9,1711,228,20,3192
3:10:39,0.07,MISS,677440,55.9,1728,228,20,3196
3:10:45,0.07,MISS,677440,55.9,1672,228,20,3200
3:10:50,0.07,MISS,677840,55.9,1698,228,20,3204
3:10:55,0.07,MISS,677840,55.9,1718,228,20,3208
3:11:00,0.07,MISS,677840,55.9,1665,228,20,3212
3:11:05,0.07,MISS,677840,55.9,1747,228,20,3216
3:11:11,0.07,MISS,677840,56,1689,228,20,3220
3:11:16,0.07,MISS,677840,56,1709,228,20,3224
3:11:21,0.07,MISS,677840,56,1713,228,20,3228
3:11:26,0.07,MISS,677840,56,1692,228,20,3232
3:11:32,0.07,MISS,677840,56,1745,228,20,3236
3:11:37,0.07,MISS,677840,56,1701,228,20,3240
3:11:42,0.07,MISS,677840,56,1770,228,20,3244
3:11:47,0.07,MISS,677840,56.1,1697,228,20,3248
3:11:52,0.07,MISS,677840,56.1,1764,228,20,3252
3:11:58,0.07,MISS,677840,56.1,1697,228,20,3256
3:12:03,0.07,MISS,677840,56.1,1744,228,20,3260
3:12:08,0.07,MISS,677840,56.1,1699,228,20,3264
3:12:13,0.07,MISS,678240,56.1,1643,228,20,3268
3:12:18,0.07,MISS,678240,56.1,1721,228,20,3272
3:12:24,0.07,MISS,678240,56.2,1661,228,20,3276
3:12:29,0.07,MISS,678240,56.2,1746,228,20,3280
3:12:34,0.07,MISS,678240,56.2,1710,228,20,3284
3:12:39,0.07,MISS,678240,56.2,1715,228,20,3288
3:12:45,0.07,MISS,678240,56.2,1687,228,20,3292
3:12:50,0.07,MISS,678240,56.2,1720,228,20,3296
3:12:55,0.07,MISS,678240,56.2,1727,228,20,3300
3:13:00,0.07,MISS,678240,56.3,1700,228,20,3304
3:13:05,0.07,MISS,678240,56.3,1715,228,20,3308
3:13:11,0.07,MISS,678240,56.3,1647,228,20,3312
3:13:16,0.07,MISS,678240,56.3,1729,228,20,3316
3:13:21,0.07,MISS,678240,56.3,1701,228,20,3320
3:13:26,0.07,MISS,678240,56.3,1713,229,20,3324
3:13:31,0.07,MISS,678240,56.3,1724,229,20,3328
3:13:37,0.07,MISS,678640,56.3,1672,229,20,3332
3:13:42,0.07,MISS,678640,56.4,1682,229,20,3336
3:13:47,0.07,MISS,678640,56.4,1725,229,20,3340
3:13:52,0.07,MISS,678640,56.4,1741,229,20,3344
3:13:57,0.07,MISS,678640,56.4,1703,229,20,3348
3:14:03,0.07,MISS,678640,56.4,1715,229,20,3352
3:14:08,0.07,MISS,678640,56.4,1700,229,20,3356
3:14:13,0.07,MISS,678640,56.4,1709,229,20,3360
3:14:18,0.07,MISS,678640,56.5,1729,229,20,3364
3:14:24,0.07,MISS,678640,56.5,1692,229,20,3368
3:14:29,0.07,MISS,678640,56.5,1740,229,20,3372
3:14:34,0.07,MISS,678640,56.5,1757,229,20,3376
3:14:39,0.07,MISS,678640,56.5,1737,229,20,3380
3:14:44,0.07,MISS,678640,56.5,1691,229,20,3384
3:14:50,0.07,MISS,678640,56.5,1706,229,20,3388
3:14:55,0.07,MISS,678640,56.5,1724,229,20,3392
3:15:00,0.07,MISS,679040,56.6,1677,229,20,3396
3:15:05,0.07,MISS,679040,56.6,1748,229,20,3400
3:15:10,0.07,MISS,679040,56.6,1676,229,20,3404
3:15:16,0.07,MISS,679040,56.6,1733,229,20,3408
3:15:21,0.07,MISS,679040,56.6,1700,229,20,3412
3:15:26,0.07,MISS,679040,56.6,1734,229,20,3416
3:15:31,0.07,MISS,679040,56.6,1686,229,20,3420
3:15:37,0.07,MISS,679040,56.6,1693,229,20,3424
3:15:42,0.07,MISS,679040,56.7,1783,229,20,3428
3:15:47,0.07,MISS,679040,56.7,1674,229,20,3432
3:15:52,0.07,MISS,679040,56.7,1755,229,20,3436
3:15:57,0.07,MISS,679040,56.7,1704,229,20,3440
3:16:03,0.07,MISS,679040,56.7,1726,229,20,3444
3:16:08,0.07,MISS,679040,56.7,1670,229,20,3448
3:16:13,0.07,MISS,679040,56.7,1697,229,20,3452
3:16:18,0.07,MISS,679040,56.7,1705,229,20,3456
3:16:23,0.07,MISS,679440,56.8,1691,229,20,3460
3:16:29,0.07,MISS,679440,56.8,1783,229,20,3464
3:16:34,0.07,MISS,679440,56.8,1707,229,20,3468
3:16:39,0.07,MISS,679440,56.8,1772,229,20,3472
3:16:44,0.07,MISS,679440,56.8,1690,229,20,3476
3:16:50,0.07,MISS,679440,56.8,1743,229,20,3480
3:16:55,0.07,MISS,679440,56.8,1717,229,20,3484
3:17:00,0.07,MISS,679440,56.8,1697,229,20,3488
3:17:05,0.07,MISS,679440,56.9,1760,229,20,3492
3:17:11,0.07,MISS,679440,56.9,1669,229,20,3496
3:17:16,0.07,MISS,679440,56.9,1720,229,20,3500
3:17:21,0.07,MISS,679440,56.9,1692,229,20,3504
3:17:26,0.07,MISS,679440,56.9,1705,229,20,3508
3:17:31,0.07,MISS,679440,56.9,1718,229,20,3512
3:17:37,0.07,MISS,679440,56.9,1762,229,20,3516
3:17:42,0.07,MISS,679440,56.9,1686,229,20,3520
3:17:47,0.07,MISS,679840,57,1705,229,20,3524
3:17:52,0.07,MISS,679840,57,1756,229,20,3528
3:17:58,0.07,MISS,679840,57,1695,229,20,3532
3:18:03,0.07,MISS,679840,57,1782,229,20,3536
3:18:08,0.07,MISS,679840,57,1688,229,20,3540
3:18:13,0.07,MISS,679840,57,1700,229,20,3544
3:18:18,0.07,MISS,679840,57,1747,229,20,3548
3:18:24,0.07,MISS,679840,57,1783,229,20,3552
3:18:29,0.07,MISS,679840,57,1690,229,20,3556
3:18:34,0.07,MISS,679840,57.1,1735,229,20,3560
3:18:39,0.07,MISS,679840,57.1,1791,229,20,3564
3:18:45,0.07,MISS,679840,57.1,1694,229,21,3568
3:18:50,0.07,MISS,679840,57.1,1743,229,21,3572
3:18:55,0.07,MISS,679840,57.1,1715,229,21,3576
3:19:00,0.07,MISS,679840,57.1,1724,229,21,3580
3:19:06,0.07,MISS,679840,57.1,1674,229,21,3584
3:19:11,0.07,MISS,680240,57.1,1706,229,21,3588
3:19:16,0.07,MISS,680240,57.2,1719,229,21,3592
3:19:21,0.07,MISS,680240,57.2,1750,229,21,3596
3:19:26,0.07,MISS,680240,57.2,1723,229,21,3600
3:19:32,0.07,MISS,680240,57.2,1686,229,21,3604
3:19:37,0.07,MISS,680240,57.2,1734,229,21,3608
3:19:42,0.07,MISS,680240,57.2,1717,229,21,3612
3:19:47,0.07,MISS,680240,57.2,1751,229,21,3616
3:19:53,0.07,MISS,680240,57.2,1712,229,21,3620
3:19:58,0.07,MISS,680240,57.2,1750,229,21,3624
3:20:03,0.07,MISS,680240,57.3,1726,229,21,3628
3:20:08,0.07,MISS,680240,57.3,1682,229,21,3632
3:20:13,0.07,MISS,680240,57.3,1749,229,21,3636
3:20:19,0.07,MISS,680240,57.3,1733,229,21,3640
3:20:24,0.07,MISS,680240,57.3,1790,229,21,3644
3:20:29,0.07,MISS,680240,57.3,1695,229,21,3648
3:20:34,0.07,MISS,680640,57.3,1763,229,21,3652
3:20:40,0.07,MISS,680640,57.3,1694,229,21,3656
3:20:45,0.07,MISS,680640,57.3,1735,229,21,3660
3:20:50,0.07,MISS,680640,57.4,1750,229,21,3664
3:20:55,0.07,MISS,680640,57.4,1706,229,21,3668
3:21:01,0.07,MISS,680640,57.4,1773,229,21,3672
3:21:06,0.07,MISS,680640,57.4,1695,229,21,3676
3:21:11,0.07,MISS,680640,57.4,1729,229,21,3680
3:21:16,0.07,MISS,680640,57.4,1754,229,21,3684
3:21:22,0.07,MISS,680640,57.4,1751,229,21,3688
3:21:27,0.07,MISS,680640,57.4,1696,229,21,3692
3:21:32,0.07,MISS,680640,57.4,1729,229,21,3696
3:21:37,0.07,MISS,680640,57.5,1732,229,21,3700
3:21:42,0.07,MISS,680640,57.5,1696,229,21,3704
3:21:48,0.07,MISS,680640,57.5,1780,229,21,3708
3:21:53,0.07,MISS,680640,57.5,1763,229,21,3712
3:21:58,0.07,MISS,681040,57.5,1781,229,21,3716
3:22:03,0.07,MISS,681040,57.5,1716,229,21,3720
3:22:09,0.07,MISS,681040,57.5,1724,229,21,3724
3:22:14,0.07,MISS,681040,57.5,1711,229,21,3728
3:22:19,0.07,MISS,681040,57.5,1753,229,21,3732
3:22:24,0.07,MISS,681040,57.6,1709,229,21,3736
3:22:30,0.07,MISS,681040,57.6,1747,229,21,3740
3:22:35,0.07,MISS,681040,57.6,1761,229,21,3744
3:22:40,0.07,MISS,681040,57.6,1741,229,21,3748
3:22:45,0.07,MISS,681040,57.6,1752,229,21,3752
3:22:51,0.07,MISS,681040,57.6,1698,229,21,3756
3:22:56,0.07,MISS,681040,57.6,1768,229,21,3760
3:23:01,0.07,MISS,681040,57.6,1745,229,21,3764
3:23:06,0.07,MISS,681040,57.6,1764,229,21,3768
3:23:12,0.07,MISS,681040,57.6,1714,229,21,3772
3:23:17,0.07,MISS,681040,57.7,1728,229,21,3776
3:23:22,0.07,MISS,681440,57.7,1742,229,21,3780
3:23:27,0.07,MISS,681440,57.7,1695,229,21,3784
3:23:33,0.07,MISS,681440,57.7,1766,229,21,3788
3:23:38,0.07,MISS,681440,57.7,1718,230,21,3792
3:23:43,0.07,MISS,681440,57.7,1734,230,21,3796
3:23:48,0.07,MISS,681440,57.7,1716,230,21,3800
3:23:53,0.07,MISS,681440,57.7,1741,230,21,3804
3:23:59,0.07,MISS,681440,57.7,1708,230,21,3808
3:24:04,0.07,MISS,681440,57.7,1769,230,21,3812
