Time Cache_Disk_Usage/mb Cache_Memory_Usage/kb CPU_Usage Squid_Memory_Usage/kb
19:59:31 23 8104 229 0.21 712224
20:01:41 23 8104 229 0.21 712224
20:03:32 23 8104 229 0.21 712224
20:05:11 23 8104 229 0.20 712224
20:06:58 23 8104 229 0.20 712224
20:08:29 23 8104 229 0.20 712224
20:09:34 23 8104 229 0.20 712224
20:10:17 23 8104 229 0.20 712224
20:10:59 23 8104 229 0.20 712224
20:11:46 23 8104 229 0.20 712224
20:12:22 23 8104 229 0.20 712224
20:12:56 23 8104 229 0.20 712224
20:13:28 23 8104 229 0.19 712224
20:13:59 23 8104 229 0.19 712224
20:14:31 23 8104 229 0.19 712224
20:15:01 23 8104 229 0.19 712224
20:15:30 23 8104 229 0.19 712224
20:15:59 23 8104 229 0.19 712224
20:16:29 23 8104 229 0.19 712224
20:16:58 23 8104 229 0.19 712224
20:17:26 23 8104 229 0.19 712224
20:17:57 23 8104 229 0.19 712224
20:18:25 23 8104 229 0.19 712224
20:18:53 23 8104 229 0.19 712224
20:19:22 23 8104 229 0.19 712224
20:19:49 23 8104 229 0.19 712224
20:20:16 23 8104 229 0.19 712224
20:20:45 23 8104 229 0.19 712224
20:21:10 23 8104 229 0.19 712224
20:21:35 23 8104 229 0.19 712224
20:22:01 23 8104 229 0.19 712224
20:22:26 23 8104 229 0.18 712224
20:22:51 23 8104 229 0.18 712224
20:23:15 23 8104 229 0.18 712224
20:23:40 23 8104 229 0.18 712224
20:24:05 23 8104 229 0.18 712224
20:24:30 23 8104 229 0.18 712224
20:24:56 23 8104 229 0.18 712224
20:25:21 23 8104 229 0.18 712224
20:25:47 23 8104 229 0.18 712224
20:26:13 23 8104 229 0.18 712224
20:26:37 23 8104 229 0.18 712224
20:27:03 23 8104 229 0.18 712224
20:27:30 23 8104 229 0.18 712224
20:27:59 23 8104 229 0.18 712224
20:28:28 23 8104 229 0.18 712224
20:29:02 23 8104 229 0.18 712224
20:29:29 23 8104 229 0.18 712224
20:29:56 23 8104 229 0.18 712224
20:30:22 23 8104 229 0.18 712224
20:30:50 23 8104 229 0.18 712224
20:31:18 23 8104 229 0.18 712224
20:32:08 23 8104 229 0.18 712224
20:32:47 23 8104 229 0.17 712224
20:33:21 23 8104 229 0.17 712224
20:33:59 23 8104 229 0.17 712224
20:34:32 23 8104 229 0.17 712224
20:35:06 23 8104 229 0.17 712224
20:35:40 23 8104 229 0.17 712224
20:36:12 23 8104 229 0.17 712224
20:36:49 23 8104 229 0.17 712224
20:37:21 23 8104 229 0.17 712224
20:37:50 23 8104 229 0.17 712224
20:38:24 23 8104 229 0.17 712224
20:38:58 23 8104 229 0.17 712224
20:39:28 23 8104 229 0.17 712224
20:39:53 23 8104 229 0.17 712224
20:40:50 23 8104 229 0.17 712224
20:44:56 23 8104 229 0.16 712224
20:51:16 23 8104 229 0.16 712224
20:55:21 23 8104 229 0.16 712224
20:57:15 23 8104 229 0.16 712224
20:59:20 23 8104 229 0.16 712224
21:01:18 23 8104 229 0.16 712224
21:03:29 23 8104 229 0.16 712224
21:05:23 23 8104 229 0.15 712224
21:07:48 23 8104 229 0.15 712224
21:10:32 23 8104 229 0.15 712224
21:13:03 23 8104 229 0.15 712224
21:14:48 23 8104 229 0.15 712224
21:16:16 23 8104 229 0.15 712224
21:17:03 23 8104 229 0.15 712224
21:17:48 23 8104 229 0.15 712224
21:18:33 23 8104 229 0.15 712224
21:19:17 23 8104 229 0.15 712224
21:19:51 23 8104 229 0.15 712224
21:20:29 23 8104 229 0.15 712224
21:21:09 23 8104 229 0.15 712224
21:21:49 23 8104 229 0.15 712224
21:22:31 23 8104 229 0.15 712224
21:23:23 23 8104 229 0.15 712224
21:24:00 23 8104 229 0.15 712224
21:24:19 23 8104 229 0.14 712224
21:24:38 23 8104 229 0.14 712224
21:24:57 23 8104 229 0.14 712224
21:25:16 23 8104 229 0.14 712224
21:25:35 23 8104 229 0.14 712224
21:25:53 23 8104 229 0.14 712224
21:26:12 23 8104 229 0.14 712224
21:26:31 23 8104 229 0.14 712224
21:26:49 23 8104 229 0.14 712224
21:27:09 23 8104 229 0.14 712224
21:27:28 23 8104 229 0.14 712224
21:27:47 23 8104 230 0.14 712224
21:28:06 23 8104 230 0.14 712224
21:28:25 23 8104 230 0.14 712224
21:28:44 23 8104 230 0.14 712224
21:29:03 23 8104 230 0.14 712224
00:30:09 24 8108 230 0.10 712912
00:32:28 24 8108 230 0.10 712912
00:36:05 24 8108 231 0.11 712912
00:39:03 24 8108 231 0.11 712912
00:41:36 24 8108 231 0.11 712912
00:43:38 25 8112 231 0.11 713952
00:45:23 25 8112 232 0.12 713952
00:47:16 25 8112 232 0.12 713952
00:49:13 25 8108 232 0.12 713952
00:51:22 25 8108 232 0.12 714480
00:53:02 26 8112 233 0.12 714480
00:53:45 26 8112 233 0.12 714480
00:54:22 26 8112 233 0.12 714480
00:55:01 26 8112 233 0.12 714480
00:55:39 26 8112 233 0.12 714480
00:56:26 26 8112 233 0.13 714480
00:57:11 26 8112 234 0.13 714480
00:57:58 27 8112 234 0.13 714480
00:58:45 27 8112 234 0.13 715456
00:59:32 27 8112 234 0.13 715456
01:00:19 27 8108 234 0.13 715456
01:01:01 27 8108 235 0.13 715456
01:01:40 27 8112 235 0.13 715456
01:02:21 28 8112 235 0.13 715456
01:03:10 28 8112 235 0.13 715456
01:03:57 28 8112 235 0.13 715456
01:04:45 28 8112 236 0.14 716432
01:05:32 28 8112 236 0.14 716432
01:06:18 28 8112 236 0.14 716432
01:07:04 29 8112 236 0.14 716432
01:09:10 29 8108 237 0.14 716432
01:11:56 29 8108 237 0.14 716432
01:14:37 29 8112 237 0.15 716432
01:20:45 29 8104 237 0.15 716432
01:25:28 29 8112 237 0.15 716432
01:29:29 29 8108 237 0.15 716432
01:31:41 29 8108 237 0.16 716432
01:33:21 29 8108 238 0.16 716432
01:35:17 29 8108 238 0.16 716432
01:37:22 29 8108 238 0.16 716432
01:38:49 29 8108 238 0.16 716432
01:39:57 29 8112 238 0.16 716432
01:41:01 29 8112 238 0.17 716432
01:41:58 29 8112 238 0.17 716432
01:42:54 29 8112 238 0.17 716432
01:43:50 29 8112 238 0.17 716432
01:44:44 29 8112 238 0.17 716432
01:45:38 29 8112 238 0.17 716432
01:46:39 29 8112 238 0.17 716432
01:47:37 29 8112 239 0.17 716432
01:48:31 29 8112 239 0.17 716432
01:49:24 29 8112 239 0.17 716432
01:50:18 29 8112 239 0.17 716432
01:51:11 29 8112 239 0.17 716432
01:52:06 29 8112 239 0.17 716432
01:53:00 29 8112 239 0.17 716432
01:53:54 29 8112 239 0.18 716432
01:54:56 29 8112 239 0.18 716432
01:55:54 29 8112 239 0.18 716432
01:56:53 30 8112 239 0.18 716944
01:57:53 30 8112 239 0.18 716944
01:58:53 30 8108 239 0.18 716960
01:59:52 30 8112 240 0.18 716960
02:00:56 30 8112 240 0.18 716960
02:02:05 30 8112 240 0.18 716960
02:03:11 30 8112 240 0.18 716960
02:04:12 30 8112 240 0.19 716960
02:05:14 30 8112 240 0.19 716960
02:06:20 30 8112 240 0.19 716960
02:07:35 30 8112 240 0.19 716960
02:08:37 30 8112 240 0.19 716960
02:09:38 30 8108 240 0.19 716960
02:10:39 30 8112 240 0.19 716960
02:11:46 30 8112 240 0.19 716960
02:12:51 30 8112 241 0.19 716960
02:14:01 30 8104 241 0.19 716960
02:15:36 30 8104 241 0.19 716960
02:17:01 30 8104 241 0.19 716960
02:18:18 30 8104 241 0.19 716960
02:19:35 30 8104 241 0.19 716960
02:20:54 30 8104 241 0.19 716960
02:22:09 30 8104 241 0.19 716960
02:23:26 30 8104 241 0.19 716960
02:24:33 30 8104 241 0.19 716960
02:25:58 30 8104 241 0.19 716960
02:26:42 30 8104 241 0.19 716960
02:27:32 30 8104 241 0.19 716960
02:28:24 30 8104 241 0.19 716960
02:29:12 30 8104 241 0.19 716960
02:30:07 30 8104 241 0.19 716960
02:30:59 30 8104 241 0.19 716960
02:31:56 30 8104 241 0.19 716960
02:33:22 30 8104 241 0.19 716960
02:34:34 30 8104 241 0.19 716960
02:35:20 30 8104 241 0.18 716960
02:36:20 30 8104 241 0.18 716960
02:37:24 30 8104 241 0.18 716960
02:38:23 30 8104 241 0.18 716960
02:39:27 30 8104 241 0.18 716960
02:40:20 30 8104 241 0.18 716960
02:41:08 30 8104 241 0.18 716960
02:42:02 30 8104 241 0.18 716960
02:42:57 30 8104 241 0.18 716960
02:44:20 30 8104 241 0.18 716960
02:45:24 30 8104 241 0.18 716960
09:47:39 30 8104 242 0.12 716976
09:51:50 30 8104 242 0.12 716976
09:57:22 30 8104 242 0.12 716976
10:04:31 30 8104 242 0.12 716976

