Time Cache_Disk_Usage/mb Cache_Memory_Usage/kb CPU_Usage Squid_Memory_Usage/kb
16:05:17 30 8108 242 0.07 717584
16:06:15 30 8108 242 0.07 717584
16:07:13 30 8104 242 0.07 718592
16:08:11 30 8104 242 0.07 718592
16:09:08 30 8104 242 0.07 718592
16:09:57 30 8104 242 0.07 718592
16:10:45 30 8104 242 0.07 718592
16:11:45 30 8104 242 0.07 718592
16:13:25 30 8104 242 0.07 718592
16:14:42 30 8104 242 0.07 718592
16:15:49 30 8104 242 0.07 718592
16:16:50 30 8104 242 0.07 718592
16:17:50 30 8104 242 0.07 718592
16:18:48 30 8104 242 0.07 718592
16:19:47 30 8104 242 0.07 718592
16:20:52 30 8104 242 0.07 718592
16:22:01 30 8104 242 0.07 718592
16:23:09 30 8104 242 0.07 718592
16:24:12 30 8104 242 0.07 718592
16:25:09 30 8104 242 0.07 718592
16:26:02 30 8104 242 0.07 718592
16:26:59 30 8104 242 0.07 718592
16:27:57 30 8104 242 0.07 718592
16:28:50 30 8104 242 0.07 718592
16:29:43 30 8104 242 0.07 718592
16:30:38 30 8104 242 0.07 718592
16:31:51 30 8104 242 0.07 718592
16:33:02 30 8104 242 0.07 718592
16:34:14 30 8104 242 0.07 718592
16:35:19 30 8104 242 0.07 718592
16:36:17 30 8104 242 0.07 718592
16:37:19 30 8104 242 0.07 718592
16:38:20 30 8104 242 0.07 718592
16:39:29 30 8104 242 0.07 718592
16:40:17 30 8104 242 0.07 718592
16:41:17 30 8104 242 0.07 718592
16:42:11 30 8104 242 0.07 718592
16:43:01 30 8104 242 0.07 718592
16:43:56 30 8104 242 0.07 718592
16:45:09 30 8104 242 0.07 718592
16:46:23 30 8108 242 0.07 718592
16:47:35 30 8104 242 0.07 718592
16:48:42 30 8104 242 0.07 718592
16:49:49 30 8104 242 0.07 718592
16:50:55 30 8104 242 0.07 718592
16:52:00 30 8104 242 0.07 718592
16:53:00 30 8104 242 0.07 718592
16:53:58 30 8104 242 0.07 718592
16:55:04 30 8104 242 0.07 718592
16:56:04 30 8104 242 0.07 718592
16:56:56 30 8104 242 0.07 718592
16:58:30 30 8104 242 0.07 718592
16:59:55 30 8104 242 0.07 718592
17:01:09 30 8104 242 0.07 718592
17:02:16 30 8104 242 0.07 718592
17:03:19 30 8104 242 0.07 718592
17:04:35 30 8104 242 0.07 718592
17:05:53 30 8104 242 0.07 718592
17:07:01 30 8104 242 0.07 718592
17:07:51 30 8104 242 0.07 718592
17:08:59 30 8104 242 0.07 718592
17:09:56 30 8104 242 0.07 718592
17:10:56 30 8104 242 0.07 718592
17:11:49 30 8104 242 0.07 718592
17:12:39 30 8104 242 0.07 718592
17:13:26 30 8104 242 0.07 718592
17:14:14 30 8104 242 0.07 718592
17:15:01 30 8104 242 0.07 718592
17:15:54 30 8104 242 0.07 718592
17:16:48 30 8104 242 0.07 718592
17:17:35 30 8104 242 0.07 718592
17:18:21 30 8104 242 0.07 718592
17:19:05 30 8104 242 0.07 718592
17:19:50 30 8104 242 0.07 718592
17:20:38 30 8104 242 0.07 718592
17:21:24 30 8104 242 0.07 718592
17:22:14 30 8104 242 0.07 718592
17:23:04 30 8104 242 0.07 718592
17:23:56 30 8104 242 0.07 718592
17:24:53 30 8104 242 0.07 718592
17:25:56 30 8104 242 0.07 718592
17:26:53 30 8104 242 0.07 718592
17:27:45 30 8104 242 0.07 718592
17:28:40 30 8104 242 0.07 718592
17:29:31 30 8104 242 0.07 718592
17:30:25 30 8104 242 0.07 718592
17:31:15 30 8104 242 0.07 718592
17:32:08 30 8104 242 0.07 718592
17:32:54 30 8104 242 0.07 718592
17:33:41 30 8104 242 0.07 718592
17:34:28 30 8104 242 0.07 718592
17:35:25 30 8104 242 0.07 718592
17:36:20 30 8104 242 0.07 718592
17:37:13 30 8104 242 0.07 718592
17:38:01 30 8104 242 0.07 718592
17:38:48 30 8104 242 0.07 718592
17:39:31 30 8104 242 0.07 718592
17:40:17 30 8104 242 0.07 718592
17:41:02 30 8104 242 0.07 718592
17:41:49 30 8104 242 0.07 718592
17:42:36 30 8104 242 0.07 718592
17:43:19 30 8104 242 0.07 718592
17:44:04 30 8104 242 0.07 718592
17:44:46 30 8104 242 0.07 718592
17:45:35 30 8104 242 0.07 718592
17:46:26 30 8104 242 0.07 718592
17:47:17 30 8104 242 0.07 718592
17:48:06 30 8104 242 0.07 718592
17:48:49 30 8104 242 0.07 718592
17:49:32 30 8104 242 0.07 718592
17:50:17 30 8104 242 0.07 718592
17:51:06 30 8104 242 0.07 718592
17:51:55 30 8104 242 0.07 718592
17:52:47 30 8104 242 0.07 718592
17:53:31 30 8104 242 0.07 718592
17:54:15 30 8104 242 0.07 718592
17:54:58 30 8104 242 0.07 718592
17:55:47 30 8104 242 0.07 718592
17:56:38 30 8104 242 0.07 718592
17:57:27 30 8104 242 0.07 718592
17:58:16 30 8104 242 0.07 718592
17:58:58 30 8104 242 0.07 718592
17:59:43 30 8104 242 0.07 718592
18:00:28 30 8104 242 0.07 718592
18:01:15 30 8104 242 0.07 718592
18:02:07 30 8104 242 0.07 718592
18:02:57 30 8104 242 0.07 718592
18:03:45 30 8104 242 0.07 718592
18:04:32 30 8104 242 0.07 718592
18:05:18 30 8104 242 0.07 718592
18:06:04 30 8104 242 0.07 718592
18:06:51 30 8104 242 0.07 718592
18:07:37 30 8104 242 0.07 718592
18:08:23 30 8104 242 0.07 718592
18:09:09 30 8104 242 0.07 718592
18:09:54 30 8104 242 0.07 718592
18:10:38 30 8104 242 0.07 718592
18:11:31 30 8104 242 0.07 718592
18:12:24 30 8104 242 0.07 718592
18:13:11 30 8104 242 0.07 718592
18:14:00 30 8104 242 0.07 718592
18:14:43 30 8104 242 0.07 718592
18:15:28 30 8104 242 0.07 718592
18:16:15 30 8104 242 0.07 718592
