CPU_Utilization Memory_Consumption Current_Time Disk_Space(mb) Brick_Space(mb) Kafka_Disk_Usage(mb) Topic_Disk_Usage(mb) Heketi_Space(mb)
1.63 1.467 05:25:24 4.8 159 472 81 33
1.43 1.467 05:25:28 4.8 159 472 81 33
1.70 1.467 05:25:32 4.8 159 472 81 33
1.51 1.467 05:25:36 4.8 159 472 81 33
1.39 1.467 05:25:39 4.8 159 472 81 33
1.36 1.467 05:25:43 4.8 159 472 81 33
1.38 1.467 05:25:47 4.8 159 472 81 33
1.45 1.467 05:25:51 4.8 159 472 81 33
1.56 1.467 05:25:55 4.8 159 472 81 33
1.40 1.467 05:25:59 4.8 159 472 81 33
1.43 1.467 05:26:03 4.8 159 472 81 33
1.52 1.468 05:26:07 4.8 159 472 81 33
1.68 1.467 05:26:11 4.8 159 472 81 33
1.66 1.467 05:26:15 4.8 159 472 81 33
1.49 1.467 05:26:19 4.8 159 472 81 33
1.54 1.467 05:26:23 4.8 147 472 81 33
1.49 1.468 05:26:27 4.8 147 472 81 33
1.86 1.468 05:26:31 4.8 147 473 81 33
1.33 1.468 05:26:35 4.8 147 473 81 33
1.42 1.467 05:26:39 4.8 147 473 81 33
1.42 1.467 05:26:43 4.8 147 473 81 33
1.66 1.467 05:26:47 4.8 147 473 81 33
1.48 1.467 05:26:51 4.8 147 473 81 33
1.45 1.467 05:26:55 4.8 148 473 81 33
1.45 1.467 05:26:59 4.8 148 473 81 33
1.61 1.467 05:27:03 4.8 148 473 81 33
1.52 1.467 05:27:07 4.8 148 473 81 33
1.55 1.467 05:27:10 4.8 148 473 81 33
1.37 1.467 05:27:14 4.8 148 473 81 33
1.53 1.467 05:27:18 4.8 148 473 81 33
1.51 1.467 05:27:22 4.8 148 473 81 33
1.45 1.467 05:27:26 4.8 148 473 81 33
1.64 1.467 05:27:30 4.9 128 453 61 33
1.40 1.467 05:27:34 4.9 128 453 61 33
1.50 1.467 05:27:38 4.9 128 453 61 33
1.45 1.467 05:27:42 4.9 128 453 61 33
1.46 1.468 05:27:46 4.9 128 453 61 33
1.66 1.468 05:27:50 4.9 128 453 61 33
1.65 1.467 05:27:54 4.9 128 453 61 33
2.17 1.467 05:27:58 4.9 128 453 61 33
1.49 1.467 05:28:02 4.9 128 453 61 33
1.59 1.467 05:28:06 4.9 128 453 62 33
1.50 1.467 05:28:10 4.9 128 453 62 33
1.40 1.467 05:28:14 4.9 129 453 62 33
1.51 1.467 05:28:18 4.9 129 453 62 33
1.56 1.467 05:28:22 4.9 129 453 62 33
1.44 1.467 05:28:26 4.9 129 453 62 33
1.56 1.467 05:28:30 4.9 129 453 62 33
1.39 1.467 05:28:34 4.9 129 453 62 33
1.59 1.467 05:28:38 4.9 129 453 62 33
1.43 1.467 05:28:42 4.9 129 453 62 33
1.53 1.467 05:28:46 4.9 129 453 62 33
1.50 1.467 05:28:50 4.9 129 453 62 33
1.35 1.468 05:28:54 4.9 129 453 62 33
1.64 1.467 05:28:58 4.9 129 453 62 33
1.61 1.467 05:29:02 4.9 129 453 62 33
1.45 1.468 05:29:06 4.9 129 453 62 33
1.31 1.468 05:29:10 4.9 129 453 62 33
1.29 1.468 05:29:13 4.9 129 453 62 33
1.50 1.467 05:29:17 4.9 129 453 62 33
2.42 1.468 05:29:21 4.9 129 453 62 33
1.41 1.467 05:29:25 4.9 129 454 62 33
1.32 1.468 05:29:29 4.9 129 454 62 33
1.52 1.467 05:29:33 4.9 129 454 62 33
1.51 1.468 05:29:37 4.9 129 454 62 33
1.65 1.467 05:29:41 4.9 129 454 62 33
1.42 1.467 05:29:45 4.9 129 454 62 33
1.45 1.468 05:29:49 4.9 129 454 62 33
1.44 1.468 05:29:53 4.9 129 454 62 33
1.35 1.467 05:29:57 4.9 129 454 62 33
1.56 1.467 05:30:01 4.9 129 454 62 33
1.69 1.467 05:30:05 4.9 129 454 62 33
1.48 1.467 05:30:09 4.9 129 454 62 33
1.58 1.467 05:30:13 4.9 129 454 62 33
1.51 1.468 05:30:17 4.9 129 454 62 33
1.50 1.467 05:30:21 4.9 129 454 62 33
1.44 1.467 05:30:25 4.9 129 454 62 33
1.45 1.467 05:30:29 4.9 129 454 62 33
1.38 1.467 05:30:33 4.9 129 454 62 33
1.49 1.467 05:30:37 4.9 129 454 62 33
1.64 1.467 05:30:41 4.9 129 454 62 33
1.46 1.467 05:30:44 4.9 129 454 62 33
1.50 1.467 05:30:48 4.9 129 454 63 33
1.62 1.467 05:30:52 4.9 129 454 63 33
1.53 1.467 05:30:56 4.9 131 454 63 33
1.54 1.467 05:31:00 4.9 131 454 63 33
1.36 1.468 05:31:04 4.9 131 454 63 33
1.64 1.467 05:31:08 4.9 131 454 63 33
1.55 1.467 05:31:12 4.9 131 454 63 33
1.59 1.467 05:31:16 4.9 131 454 63 33
1.45 1.467 05:31:20 4.9 131 454 63 33
1.43 1.467 05:31:24 4.9 131 454 63 33
1.33 1.467 05:31:28 4.9 131 454 63 33
1.49 1.467 05:31:32 4.9 131 454 63 33
1.43 1.467 05:31:36 4.9 131 454 63 33
1.55 1.467 05:31:40 4.9 131 454 63 33
1.54 1.467 05:31:44 4.9 131 454 63 33
1.43 1.468 05:31:48 4.9 131 454 63 33
1.47 1.467 05:31:52 4.9 131 454 63 33
1.39 1.467 05:31:56 4.9 131 454 63 33
1.45 1.467 05:32:00 4.9 131 454 63 33
1.29 1.467 05:32:04 4.9 131 454 63 33
1.46 1.467 05:32:08 4.9 131 455 63 33
1.55 1.467 05:32:12 4.9 131 455 63 33
1.48 1.467 05:32:15 4.9 131 455 63 33
1.46 1.467 05:32:19 4.9 131 455 63 33
1.52 1.467 05:32:23 4.9 131 455 63 33
1.48 1.467 05:32:27 4.9 131 455 63 33
1.70 1.467 05:32:31 4.9 131 455 63 33
1.46 1.467 05:32:35 4.9 131 455 63 33
1.56 1.467 05:32:39 4.9 131 455 63 33
1.44 1.467 05:32:43 4.9 131 455 63 33
1.41 1.467 05:32:47 4.9 131 455 63 33
1.64 1.467 05:32:51 4.9 131 455 63 33
1.50 1.467 05:32:55 4.9 131 455 63 33
1.47 1.467 05:32:59 4.9 131 455 63 33
1.46 1.467 05:33:03 4.9 131 455 63 33
1.51 1.467 05:33:07 4.9 131 455 63 33
1.49 1.467 05:33:11 4.9 131 455 63 33
1.37 1.467 05:33:15 4.9 131 455 63 33
1.46 1.467 05:33:19 4.9 131 455 63 33
1.59 1.467 05:33:23 4.9 131 455 63 33
1.49 1.467 05:33:27 4.9 131 455 63 33
1.77 1.467 05:33:31 4.9 131 455 64 33
1.48 1.467 05:33:35 4.9 131 455 64 33
1.38 1.467 05:33:39 4.9 131 455 64 33
1.55 1.467 05:33:43 4.9 131 455 64 33
1.52 1.467 05:33:47 4.9 131 455 64 33
1.49 1.467 05:33:51 4.9 131 455 64 33
1.49 1.467 05:33:55 4.9 131 455 64 33
1.57 1.467 05:33:59 4.9 131 455 64 33
1.43 1.467 05:34:03 4.9 131 455 64 33
1.42 1.467 05:34:07 4.9 131 455 64 33
1.51 1.467 05:34:11 4.9 131 455 64 33
1.61 1.467 05:34:15 4.9 131 455 64 33
1.52 1.467 05:34:18 4.9 131 455 64 33
1.45 1.468 05:34:22 4.9 131 455 64 33
1.52 1.467 05:34:26 4.9 131 455 64 33
1.58 1.467 05:34:30 4.9 131 455 64 33
1.44 1.467 05:34:34 4.9 131 455 64 33
1.61 1.467 05:34:38 4.9 131 455 64 33
1.60 1.467 05:34:42 4.9 131 455 64 33
1.55 1.467 05:34:46 4.9 131 456 64 33
1.45 1.467 05:34:50 4.9 131 456 64 33
1.49 1.467 05:34:54 4.9 131 456 64 33
1.49 1.467 05:34:58 4.9 131 456 64 33
1.62 1.467 05:35:02 4.9 131 456 64 33
1.68 1.467 05:35:06 4.9 131 456 64 33
1.50 1.467 05:35:10 4.9 131 456 64 33
1.41 1.467 05:35:14 4.9 131 456 64 33
1.56 1.467 05:35:18 4.9 131 456 64 33
1.50 1.467 05:35:22 4.9 131 456 64 33
2.28 1.467 05:35:26 4.9 131 456 64 33
1.82 1.467 05:35:30 4.9 131 456 64 33
1.52 1.468 05:35:34 4.9 131 456 64 33
1.54 1.468 05:35:38 4.9 131 456 64 33
1.59 1.467 05:35:42 4.9 131 456 64 33
1.45 1.467 05:35:46 4.9 131 456 64 33
1.36 1.467 05:35:50 4.9 131 456 64 33
1.60 1.467 05:35:54 4.9 131 456 64 33
1.38 1.467 05:35:57 4.9 131 456 64 33
1.84 1.467 05:36:01 4.9 131 456 64 33
1.39 1.467 05:36:05 4.9 131 456 64 33
1.48 1.467 05:36:09 4.9 131 456 64 33
1.46 1.467 05:36:13 4.9 131 456 65 33
1.49 1.467 05:36:17 4.9 131 456 65 33
1.50 1.467 05:36:21 4.9 135 456 65 33
1.35 1.467 05:36:25 4.9 135 456 65 33
1.49 1.467 05:36:29 4.9 135 456 65 33
1.53 1.467 05:36:33 4.9 135 456 65 33
2.07 1.467 05:36:37 4.9 135 456 65 33
1.41 1.467 05:36:41 4.9 135 456 65 33
1.48 1.467 05:36:45 4.9 135 456 65 33
1.49 1.467 05:36:49 4.9 135 456 65 33
1.45 1.467 05:36:53 4.9 135 456 65 33
1.48 1.468 05:36:57 4.9 135 456 65 33
1.55 1.467 05:37:01 4.9 135 456 65 33
1.38 1.467 05:37:05 4.9 135 456 65 33
1.48 1.467 05:37:09 4.9 135 456 65 33
1.47 1.467 05:37:13 4.9 135 456 65 33
1.46 1.467 05:37:17 4.9 135 456 65 33
1.56 1.467 05:37:21 4.9 135 456 65 33
1.43 1.467 05:37:25 4.9 135 456 65 33
1.45 1.467 05:37:29 4.9 135 457 65 33
1.43 1.468 05:37:33 4.9 135 457 65 33
1.78 1.468 05:37:37 4.9 135 457 65 33
1.53 1.467 05:37:41 4.9 135 457 65 33
1.38 1.468 05:37:45 4.9 135 457 65 33
1.45 1.467 05:37:49 4.9 135 457 65 33
1.54 1.467 05:37:53 4.9 135 457 65 33
1.47 1.467 05:37:56 4.9 135 457 65 33
1.51 1.467 05:38:00 4.9 135 457 65 33
1.44 1.467 05:38:04 4.9 135 457 65 33
1.67 1.467 05:38:08 4.9 135 457 65 33
1.47 1.467 05:38:12 4.9 135 457 65 33
1.62 1.467 05:38:16 4.9 135 457 65 33
1.51 1.467 05:38:20 4.9 135 457 65 33
1.46 1.467 05:38:24 4.9 135 457 65 33
1.42 1.467 05:38:28 4.9 135 457 65 33
1.47 1.467 05:38:32 4.9 135 457 65 33
1.60 1.467 05:38:36 4.9 135 457 65 33
1.44 1.467 05:38:40 4.9 135 457 65 33
1.41 1.467 05:38:44 4.9 135 457 65 33
1.52 1.467 05:38:48 4.9 135 457 65 33
1.48 1.467 05:38:52 4.9 135 457 66 33
1.70 1.467 05:38:56 4.9 135 457 66 33
1.53 1.467 05:39:00 4.9 135 457 66 33
1.36 1.467 05:39:04 4.9 135 457 66 33
1.56 1.467 05:39:08 4.9 135 457 66 33
1.66 1.467 05:39:12 4.9 135 457 66 33
1.61 1.467 05:39:16 4.9 135 457 66 33
1.44 1.467 05:39:20 4.9 135 457 66 33
1.35 1.467 05:39:24 4.9 135 457 66 33
1.43 1.467 05:39:28 4.9 135 457 66 33
1.75 1.467 05:39:32 4.9 135 457 66 33
1.46 1.467 05:39:36 4.9 135 457 66 33
1.42 1.467 05:39:40 4.9 135 457 66 33
1.38 1.467 05:39:44 4.9 135 457 66 33
1.59 1.467 05:39:48 4.9 135 457 66 33
1.48 1.467 05:39:51 4.9 135 457 66 33
1.59 1.467 05:39:55 4.9 135 457 66 33
1.50 1.467 05:39:59 4.9 135 457 66 33
1.51 1.467 05:40:03 4.9 135 457 66 33
1.50 1.467 05:40:07 4.9 135 457 66 33
1.67 1.467 05:40:11 4.9 135 458 66 33
1.55 1.467 05:40:15 4.9 135 458 66 33
1.48 1.468 05:40:19 4.9 135 458 66 33
1.55 1.467 05:40:23 4.9 135 458 66 33
1.59 1.467 05:40:27 4.9 135 458 66 33
1.78 1.467 05:40:31 4.9 135 458 66 33
1.53 1.467 05:40:35 4.9 135 458 66 33
1.35 1.467 05:40:39 4.9 135 458 66 33
1.52 1.467 05:40:43 4.9 135 458 66 33
1.53 1.467 05:40:47 4.9 135 458 66 33
1.44 1.467 05:40:51 4.9 135 458 66 33
1.48 1.467 05:40:55 4.9 135 458 66 33
1.34 1.467 05:40:59 4.9 135 458 66 33
1.43 1.467 05:41:03 4.9 135 458 66 33
1.57 1.467 05:41:07 4.9 135 458 66 33
1.56 1.467 05:41:11 4.9 135 458 66 33
1.56 1.467 05:41:15 4.9 135 458 66 33
1.48 1.467 05:41:19 4.9 135 458 66 33
1.47 1.467 05:41:23 4.9 135 458 66 33
1.68 1.467 05:41:27 4.9 135 458 66 33
2.11 1.467 05:41:31 4.9 135 458 66 33
1.45 1.468 05:41:34 4.9 135 458 67 33
1.42 1.468 05:41:38 4.9 135 458 67 33
1.89 1.467 05:41:42 4.9 135 458 67 33
1.50 1.467 05:41:46 4.9 135 458 67 33
1.59 1.467 05:41:50 4.9 135 458 67 33
1.54 1.467 05:41:54 4.9 135 458 67 33
1.60 1.467 05:41:58 4.9 135 458 67 33
1.45 1.467 05:42:02 4.9 135 458 67 33
1.59 1.467 05:42:06 4.9 135 458 67 33
1.58 1.467 05:42:10 4.9 135 458 67 33
1.58 1.467 05:42:14 4.9 135 458 67 33
1.53 1.467 05:42:18 4.9 135 458 67 33
1.60 1.468 05:42:22 4.9 135 458 67 33
1.54 1.468 05:42:26 4.9 135 458 67 33
1.57 1.468 05:42:30 4.9 135 458 67 33
1.37 1.468 05:42:34 4.9 135 458 67 33
1.56 1.468 05:42:38 4.9 135 458 67 33
1.48 1.468 05:42:42 4.9 135 458 67 33
1.61 1.468 05:42:46 4.9 135 458 67 33
1.54 1.468 05:42:50 4.9 135 459 67 33
1.31 1.468 05:42:54 4.9 135 459 67 33
1.52 1.468 05:42:58 4.9 135 459 67 33
1.73 1.468 05:43:02 4.9 135 459 67 33
1.73 1.468 05:43:06 4.9 135 459 67 33
1.64 1.468 05:43:10 4.9 135 459 67 33
1.44 1.468 05:43:14 4.9 135 459 67 33
1.81 1.468 05:43:18 4.9 135 459 67 33
1.69 1.468 05:43:22 4.9 135 459 67 33
1.65 1.468 05:43:26 4.9 135 459 67 33
1.40 1.468 05:43:30 4.9 135 459 67 33
1.54 1.468 05:43:34 4.9 135 459 67 33
1.53 1.468 05:43:38 4.9 135 459 67 33
1.58 1.468 05:43:42 4.9 135 459 67 33
1.51 1.468 05:43:46 4.9 135 459 67 33
1.45 1.468 05:43:49 4.9 135 459 67 33
1.54 1.468 05:43:53 4.9 135 459 67 33
1.62 1.468 05:43:57 4.9 135 459 67 33
1.54 1.468 05:44:01 4.9 135 459 67 33
1.57 1.468 05:44:05 4.9 135 459 67 33
1.45 1.468 05:44:09 4.9 135 459 67 33
1.62 1.468 05:44:13 4.9 135 459 67 33
1.43 1.468 05:44:17 4.9 135 459 68 33
1.51 1.468 05:44:21 4.9 135 459 68 33
1.47 1.468 05:44:25 4.9 135 459 68 33
1.47 1.468 05:44:29 4.9 135 459 68 33
1.45 1.468 05:44:33 4.9 135 459 68 33
1.63 1.468 05:44:37 4.9 135 459 68 33
1.46 1.468 05:44:41 4.9 135 459 68 33
1.46 1.468 05:44:45 4.9 135 459 68 33
1.40 1.468 05:44:49 4.9 135 459 68 33
1.53 1.468 05:44:53 4.9 135 459 68 33
1.57 1.468 05:44:57 4.9 135 459 68 33
1.58 1.468 05:45:01 4.9 135 459 68 33
1.48 1.468 05:45:05 4.9 135 459 68 33
1.54 1.468 05:45:09 4.9 135 459 68 33
1.55 1.468 05:45:13 4.9 135 459 68 33
1.49 1.468 05:45:17 4.9 135 459 68 33
1.47 1.468 05:45:21 4.9 135 459 68 33
1.45 1.468 05:45:25 4.9 135 459 68 33
1.41 1.468 05:45:29 4.9 135 459 68 33
1.69 1.468 05:45:33 4.9 135 460 68 33
1.50 1.468 05:45:37 4.9 135 460 68 33
1.46 1.468 05:45:41 4.9 135 460 68 33
1.45 1.468 05:45:45 4.9 135 460 68 33
1.43 1.468 05:45:49 4.9 135 460 68 33
1.54 1.468 05:45:53 4.9 135 460 68 33
1.54 1.468 05:45:57 4.9 135 460 68 33
1.64 1.468 05:46:00 4.9 135 460 68 33
1.34 1.468 05:46:04 4.9 135 460 68 33
1.48 1.468 05:46:08 4.9 135 460 68 33
1.38 1.468 05:46:12 4.9 135 460 68 33
1.72 1.468 05:46:16 4.9 135 460 68 33
1.62 1.468 05:46:20 4.9 135 460 68 33
1.46 1.468 05:46:24 4.9 135 460 68 33
1.48 1.468 05:46:28 4.9 135 460 68 33
1.61 1.468 05:46:32 4.9 135 460 68 33
1.59 1.468 05:46:36 4.9 135 460 68 33
1.56 1.468 05:46:40 4.9 135 460 68 33
1.52 1.468 05:46:44 4.9 135 460 68 33
1.70 1.468 05:46:48 4.9 135 460 68 33
1.43 1.468 05:46:52 4.9 135 460 68 33
1.72 1.468 05:46:56 4.9 135 460 68 33
1.61 1.468 05:47:00 4.9 135 460 69 33
1.56 1.468 05:47:04 4.9 135 460 69 33
1.48 1.468 05:47:08 4.9 143 460 69 33
1.48 1.468 05:47:12 4.9 143 460 69 33
1.49 1.468 05:47:16 4.9 143 460 69 33
1.39 1.468 05:47:20 4.9 143 460 69 33
1.37 1.468 05:47:24 4.9 143 460 69 33
1.52 1.468 05:47:28 4.9 143 460 69 33
1.82 1.468 05:47:32 4.9 143 460 69 33
1.77 1.468 05:47:36 4.9 143 460 69 33
1.52 1.468 05:47:40 4.9 143 460 69 33
1.45 1.468 05:47:44 4.9 143 460 69 33
1.56 1.468 05:47:48 4.9 143 460 69 33
1.67 1.468 05:47:51 4.9 143 460 69 33
1.65 1.468 05:47:55 4.9 143 460 69 33
1.47 1.468 05:47:59 4.9 143 460 69 33
1.48 1.468 05:48:03 4.9 143 460 69 33
1.48 1.468 05:48:07 4.9 143 460 69 33
1.63 1.468 05:48:11 4.9 143 460 69 33
1.64 1.468 05:48:15 4.9 143 461 69 33
1.48 1.468 05:48:19 4.9 143 461 69 33
1.49 1.468 05:48:23 4.9 143 461 69 33
1.43 1.468 05:48:27 4.9 143 461 69 33
1.70 1.468 05:48:31 4.9 143 461 69 33
1.50 1.468 05:48:35 4.9 143 461 69 33
1.48 1.468 05:48:39 4.9 143 461 69 33
1.46 1.468 05:48:43 4.9 143 461 69 33
1.53 1.468 05:48:47 4.9 143 461 69 33
1.41 1.468 05:48:51 4.9 143 461 69 33
1.51 1.468 05:48:55 4.9 143 461 69 33
1.58 1.468 05:48:59 4.9 143 461 69 33
1.65 1.467 05:49:03 4.9 143 461 69 33
1.53 1.467 05:49:07 4.9 143 461 69 33
1.60 1.468 05:49:11 4.9 143 461 69 33
1.70 1.468 05:49:15 4.9 143 461 69 33
1.40 1.468 05:49:19 4.9 143 461 69 33
1.53 1.468 05:49:23 4.9 143 461 69 33
1.51 1.468 05:49:27 4.9 143 461 69 33
1.54 1.468 05:49:31 4.9 143 461 69 33
1.47 1.468 05:49:35 4.9 143 461 69 33
1.39 1.468 05:49:39 4.9 143 461 69 33
1.55 1.468 05:49:43 4.9 143 461 70 33
1.61 1.468 05:49:47 4.9 143 461 70 33
1.50 1.468 05:49:51 4.9 143 461 70 33
1.43 1.468 05:49:55 4.9 143 461 70 33
1.44 1.468 05:49:59 4.9 143 461 70 33
1.62 1.468 05:50:03 4.9 143 461 70 33
1.59 1.468 05:50:07 4.9 143 461 70 33
1.49 1.468 05:50:11 4.9 143 461 70 33
1.50 1.468 05:50:14 4.9 143 461 70 33
1.45 1.468 05:50:18 4.9 143 461 70 33
1.65 1.468 05:50:22 4.9 143 461 70 33
1.59 1.468 05:50:26 4.9 143 461 70 33
1.54 1.468 05:50:30 4.9 143 461 70 33
1.51 1.468 05:50:34 4.9 143 461 70 33
1.50 1.468 05:50:38 4.9 143 461 70 33
1.58 1.468 05:50:42 4.9 143 461 70 33
1.65 1.468 05:50:46 4.9 143 461 70 33
1.59 1.468 05:50:50 4.9 143 461 70 33
1.63 1.468 05:50:54 4.9 143 461 70 33
1.55 1.468 05:50:58 4.9 143 462 70 33
1.59 1.468 05:51:02 4.9 143 462 70 33
1.50 1.468 05:51:06 4.9 143 462 70 33
1.63 1.468 05:51:10 4.9 143 462 70 33
1.39 1.468 05:51:14 4.9 143 462 70 33
1.54 1.468 05:51:18 4.9 143 462 70 33
1.52 1.468 05:51:22 4.9 143 462 70 33
1.46 1.468 05:51:26 4.9 143 462 70 33
1.50 1.468 05:51:30 4.9 143 462 70 33
1.49 1.468 05:51:34 4.9 143 462 70 33
2.18 1.468 05:51:38 4.9 143 462 70 33
1.45 1.468 05:51:42 4.9 143 462 70 33
1.68 1.468 05:51:46 4.9 143 462 70 33
1.42 1.468 05:51:50 4.9 143 462 70 33
1.57 1.468 05:51:54 4.9 143 462 70 33
1.49 1.468 05:51:58 4.9 143 462 70 33
1.63 1.468 05:52:02 4.9 143 462 70 33
1.89 1.468 05:52:05 4.9 143 462 70 33
1.42 1.468 05:52:09 4.9 143 462 70 33
1.51 1.468 05:52:13 4.9 143 462 70 33
1.49 1.468 05:52:17 4.9 143 462 70 33
1.44 1.468 05:52:21 4.9 143 462 71 33
1.49 1.468 05:52:25 4.9 143 462 71 33
1.32 1.468 05:52:29 4.9 143 462 71 33
1.37 1.468 05:52:33 4.9 143 462 71 33
1.50 1.468 05:52:37 4.9 143 462 71 33
1.37 1.468 05:52:41 4.9 143 462 71 33
1.51 1.468 05:52:45 4.9 143 462 71 33
1.29 1.468 05:52:49 4.9 143 462 71 33
1.39 1.468 05:52:53 4.9 143 462 71 33
1.41 1.468 05:52:57 4.9 143 462 71 33
1.47 1.468 05:53:01 4.9 143 462 71 33
1.33 1.468 05:53:05 4.9 143 462 71 33
1.44 1.468 05:53:09 4.9 143 462 71 33
1.45 1.468 05:53:13 4.9 143 462 71 33
1.74 1.468 05:53:17 4.9 143 462 71 33
1.45 1.468 05:53:21 4.9 143 462 71 33
1.38 1.468 05:53:25 4.9 143 462 71 33
1.47 1.468 05:53:29 4.9 143 462 71 33
1.42 1.468 05:53:33 4.9 143 462 71 33
1.52 1.468 05:53:37 4.9 143 463 71 33
1.35 1.468 05:53:41 4.9 143 463 71 33
1.45 1.468 05:53:45 4.9 143 463 71 33
1.28 1.468 05:53:49 4.9 143 463 71 33
1.41 1.468 05:53:53 4.9 143 463 71 33
1.36 1.468 05:53:57 4.9 143 463 71 33
1.40 1.468 05:54:01 4.9 143 463 71 33
1.37 1.468 05:54:05 4.9 143 463 71 33
1.29 1.468 05:54:09 4.9 143 463 71 33
1.41 1.468 05:54:13 4.9 143 463 71 33
1.50 1.468 05:54:17 4.9 143 463 71 33
1.33 1.468 05:54:21 4.9 143 463 71 33
1.38 1.468 05:54:25 4.9 143 463 71 33
1.45 1.468 05:54:29 4.9 143 463 71 33
1.41 1.468 05:54:33 4.9 143 463 71 33
1.43 1.468 05:54:37 4.9 143 463 71 33
1.42 1.468 05:54:41 4.9 143 463 71 33
1.42 1.468 05:54:45 4.9 143 463 71 33
1.36 1.468 05:54:49 4.9 143 463 71 33
1.31 1.468 05:54:53 4.9 143 463 71 33
1.38 1.468 05:54:57 4.9 143 463 71 33
1.25 1.468 05:55:01 4.9 143 463 71 33
1.34 1.468 05:55:04 4.9 143 463 72 33
1.52 1.468 05:55:08 4.9 143 463 72 33
1.31 1.468 05:55:12 4.9 143 463 72 33
1.68 1.468 05:55:16 4.9 143 463 72 33
1.38 1.468 05:55:20 4.9 143 463 72 33
1.36 1.468 05:55:24 4.9 143 463 72 33
1.46 1.468 05:55:28 4.9 143 463 72 33
1.40 1.468 05:55:32 4.9 143 463 72 33
1.49 1.468 05:55:36 4.9 143 463 72 33
1.67 1.468 05:55:40 4.9 143 463 72 33
1.36 1.468 05:55:44 4.9 143 463 72 33
1.55 1.468 05:55:48 4.9 143 463 72 33
1.53 1.468 05:55:52 4.9 143 463 72 33
1.52 1.468 05:55:56 4.9 143 463 72 33
1.61 1.468 05:56:00 4.9 143 463 72 33
1.35 1.468 05:56:04 4.9 143 463 72 33
1.54 1.468 05:56:08 4.9 143 463 72 33
1.72 1.468 05:56:12 4.9 143 463 72 33
1.62 1.468 05:56:16 4.9 143 463 72 33
1.51 1.468 05:56:20 4.9 143 464 72 33
1.37 1.468 05:56:24 4.9 143 464 72 33
1.47 1.468 05:56:28 4.9 143 464 72 33
1.41 1.468 05:56:32 4.9 143 464 72 33
1.51 1.468 05:56:36 4.9 143 464 72 33
1.47 1.468 05:56:40 4.9 143 464 72 33
1.34 1.468 05:56:44 4.9 143 464 72 33
1.33 1.468 05:56:48 4.9 143 464 72 33
1.46 1.468 05:56:52 4.9 143 464 72 33
1.54 1.468 05:56:56 4.9 143 464 72 33
1.43 1.468 05:57:00 4.9 143 464 72 33
1.38 1.468 05:57:04 4.9 143 464 72 33
1.39 1.468 05:57:08 4.9 143 464 72 33
1.56 1.468 05:57:12 4.9 143 464 72 33
1.45 1.467 05:57:16 4.9 143 464 72 33
1.57 1.468 05:57:20 4.9 143 464 72 33
1.58 1.468 05:57:24 4.9 143 464 72 33
1.61 1.468 05:57:28 4.9 143 464 72 33
1.73 1.468 05:57:32 4.9 143 464 72 33
1.89 1.468 05:57:35 4.9 143 464 72 33
1.47 1.468 05:57:39 4.9 143 464 72 33
2.46 1.468 05:57:43 4.9 143 464 73 33
1.64 1.467 05:57:47 4.9 143 464 73 33
1.53 1.468 05:57:51 4.9 143 464 73 33
1.52 1.468 05:57:55 4.9 143 464 73 33
1.37 1.468 05:57:59 4.9 143 464 73 33
1.40 1.468 05:58:03 4.9 143 464 73 33
1.40 1.468 05:58:07 4.9 143 464 73 33
1.53 1.467 05:58:11 4.9 143 464 73 33
1.40 1.467 05:58:15 4.9 143 464 73 33
1.39 1.468 05:58:19 4.9 143 464 73 33
1.46 1.468 05:58:23 4.9 143 464 73 33
1.44 1.468 05:58:27 4.9 143 464 73 33
1.52 1.468 05:58:31 4.9 143 464 73 33
1.42 1.468 05:58:35 4.9 143 464 73 33
1.41 1.468 05:58:39 4.9 143 464 73 33
1.59 1.468 05:58:43 4.9 143 464 73 33
1.50 1.467 05:58:47 4.9 143 464 73 33
1.50 1.467 05:58:51 4.9 143 464 73 33
1.34 1.468 05:58:55 4.9 143 464 73 33
1.40 1.468 05:58:59 4.9 143 465 73 33
1.37 1.468 05:59:03 4.9 143 465 73 33
1.68 1.468 05:59:07 4.9 143 465 73 33
1.85 1.468 05:59:11 4.9 143 465 73 33
1.33 1.468 05:59:15 4.9 143 465 73 33
1.48 1.467 05:59:19 4.9 143 465 73 33
1.45 1.467 05:59:23 4.9 143 465 73 33
1.35 1.468 05:59:27 4.9 143 465 73 33
1.52 1.468 05:59:31 4.9 143 465 73 33
1.35 1.468 05:59:35 4.9 143 465 73 33
1.40 1.468 05:59:39 4.9 143 465 73 33
1.48 1.468 05:59:43 4.9 143 465 73 33
1.40 1.468 05:59:47 4.9 143 465 73 33
1.39 1.468 05:59:51 4.9 143 465 73 33
1.30 1.468 05:59:55 4.9 143 465 73 33
1.47 1.468 05:59:59 4.9 143 465 73 33
1.70 1.467 06:00:03 4.9 143 465 73 33
1.65 1.468 06:00:07 4.9 143 465 73 33
2.02 1.468 06:00:11 4.9 143 465 73 33
1.35 1.468 06:00:15 4.9 143 465 73 33
1.57 1.468 06:00:19 4.9 143 465 73 33
1.56 1.468 06:00:23 4.9 143 465 73 33
1.61 1.468 06:00:27 4.9 143 465 74 33
1.81 1.468 06:00:31 4.9 143 465 74 33
1.33 1.468 06:00:35 4.9 143 465 74 33
1.34 1.468 06:00:39 4.9 143 465 74 33
1.40 1.468 06:00:43 4.9 143 465 74 33
