Current_Time Consuming_Time(ms) Producing_Time(ms) Response_Time(ms) Message_Size(bytes)
10:43:43 .232203 .243360 76.81034 864
10:43:43 .232203 .301967 76.81034 864
10:43:43 .232203 .393778 76.81034 864
10:43:43 .232203 .449721 76.81034 864
10:43:43 .232203 .508096 76.81034 864
10:43:43 .232203 .560803 76.81034 864
10:43:43 .232203 .628128 76.81034 864
10:43:43 .232203 .698042 76.81034 864
10:43:43 .733203 .754323 77.254675 864
10:43:43 .733203 .808687 77.254675 864
10:43:43 .733203 .863876 77.254675 864
10:43:43 .733203 .944818 77.254675 864
10:43:44 .733203 .000173 77.254675 864
10:43:44 .733203 .057147 77.254675 864
10:43:44 .733203 .109582 77.254675 864
10:43:44 .733203 .182550 77.254675 864
10:43:44 .234060 .250643 77.703336 864
10:43:44 .234060 .302758 77.703336 864
10:43:44 .234060 .358535 77.703336 864
10:43:44 .234060 .411277 77.703336 864
10:43:44 .234060 .486358 77.703336 864
10:43:44 .234060 .541509 77.703336 864
10:43:44 .234060 .594198 77.703336 864
10:43:44 .234060 .647127 77.703336 864
10:43:44 .234060 .701811 77.703336 864
10:43:44 .745954 .782697 78.164638 864
10:43:44 .745954 .839936 78.164638 864
10:43:44 .745954 .892982 78.164638 864
10:43:44 .745954 .944003 78.164638 864
10:43:45 .745954 .005445 78.164638 864
10:43:45 .745954 .073515 78.164638 864
10:43:45 .745954 .124384 78.164638 864
10:43:45 .745954 .182927 78.164638 864
10:43:45 .246954 .247030 78.594878 864
10:43:45 .246954 .325078 78.594878 864
10:43:45 .246954 .382792 78.594878 864
10:43:45 .246954 .439585 78.594878 864
10:43:45 .246954 .492404 78.594878 864
10:43:45 .246954 .554136 78.594878 864
10:43:45 .246954 .621880 78.594878 864
10:43:45 .246954 .675369 78.594878 864
10:43:45 .246954 .731018 78.594878 864
10:43:45 .747846 .783712 79.034454 864
10:43:45 .747846 .857209 79.034454 864
10:43:45 .747846 .913404 79.034454 864
10:43:45 .747846 .968833 79.034454 864
10:43:46 .747846 .024613 79.034454 864
10:43:46 .747846 .079175 79.034454 864
10:43:46 .747846 .169350 79.034454 864
10:43:46 .747846 .234403 79.034454 864
10:43:46 .248753 .288261 79.483489 864
10:43:46 .248753 .344437 79.483489 864
10:43:46 .248753 .448913 79.483489 864
10:43:46 .248753 .501508 79.483489 864
10:43:46 .248753 .552410 79.483489 864
10:43:46 .248753 .606816 79.483489 864
10:43:46 .248753 .678482 79.483489 864
10:43:46 .248753 .747059 79.483489 864
10:43:46 .750907 .803651 79.928198 864
10:43:46 .750907 .857784 79.928198 864
10:43:46 .750907 .913825 79.928198 864
10:43:46 .750907 .998822 79.928198 864
10:43:47 .750907 .052122 79.928198 864
10:43:47 .750907 .101915 79.928198 864
10:43:47 .750907 .155410 79.928198 864
10:43:47 .254444 .269129 80.37931 864
10:43:47 .254444 .323537 80.37931 864
10:43:47 .254444 .375880 80.37931 864
10:43:47 .254444 .429327 80.37931 864
10:43:47 .254444 .507448 80.37931 864
10:43:47 .254444 .562217 80.37931 864
10:43:47 .254444 .615389 80.37931 864
10:43:47 .254444 .669296 80.37931 864
10:43:47 .254444 .725054 80.37931 864
10:43:47 .755376 .801241 80.814513 864
10:43:47 .755376 .856405 80.814513 864
10:43:47 .755376 .906203 80.814513 864
10:43:47 .755376 .961993 80.814513 864
10:43:48 .755376 .025301 80.814513 864
10:43:48 .755376 .090604 80.814513 864
10:43:48 .755376 .144821 80.814513 864
10:43:48 .755376 .202521 80.814513 864
10:43:48 .258108 .264570 81.254225 864
10:43:48 .258108 .353517 81.254225 864
10:43:48 .258108 .404303 81.254225 864
10:43:48 .258108 .456225 81.254225 864
10:43:48 .258108 .511651 81.254225 864
10:43:48 .258108 .587901 81.254225 864
10:43:48 .258108 .646385 81.254225 864
10:43:48 .258108 .700630 81.254225 864
10:43:48 .258108 .756423 81.254225 864
10:43:48 .758899 .827129 81.701121 864
10:43:48 .758899 .913333 81.701121 864
10:43:48 .758899 .966905 81.701121 864
10:43:49 .758899 .026883 81.701121 864
10:43:49 .758899 .081296 81.701121 864
10:43:49 .758899 .144701 81.701121 864
10:43:49 .758899 .202498 81.701121 864
10:43:49 .758899 .256555 81.701121 864
10:43:49 .266122 .318378 82.14967 864
10:43:49 .266122 .374074 82.14967 864
10:43:49 .266122 .451467 82.14967 864
10:43:49 .266122 .504816 82.14967 864
10:43:49 .266122 .559414 82.14967 864
10:43:49 .266122 .611319 82.14967 864
10:43:49 .266122 .670381 82.14967 864
10:43:49 .266122 .738104 82.14967 864
10:43:49 .768091 .789105 82.590096 864
10:43:49 .768091 .840087 82.590096 864
10:43:49 .768091 .892820 82.590096 864
10:43:49 .768091 .956090 82.590096 864
10:43:50 .768091 .016766 82.590096 864
10:43:50 .768091 .074542 82.590096 864
10:43:50 .768091 .127050 82.590096 864
10:43:50 .768091 .181343 82.590096 864
10:43:50 .268857 .269828 82.997802 864
10:43:50 .268857 .324260 82.997802 864
10:43:50 .268857 .384634 82.997802 864
10:43:50 .268857 .435099 82.997802 864
10:43:50 .268857 .508453 82.997802 864
10:43:50 .268857 .568008 82.997802 864
10:43:50 .268857 .619397 82.997802 864
10:43:50 .268857 .674806 82.997802 864
10:43:50 .268857 .726639 82.997802 864
10:43:50 .769651 .802407 83.420407 864
10:43:50 .769651 .858027 83.420407 864
10:43:50 .769651 .909260 83.420407 864
10:43:50 .769651 .961138 83.420407 864
10:43:51 .769651 .013851 83.420407 864
10:43:51 .769651 .086116 83.420407 864
10:43:51 .769651 .141631 83.420407 864
10:43:51 .769651 .194538 83.420407 864
10:43:51 .769651 .253925 83.420407 864
10:43:51 .270598 .326308 83.865392 864
10:43:51 .270598 .410432 83.865392 864
10:43:51 .270598 .466099 83.865392 864
10:43:51 .270598 .520880 83.865392 864
10:43:51 .270598 .570358 83.865392 864
10:43:51 .270598 .660888 83.865392 864
10:43:51 .270598 .711239 83.865392 864
10:43:51 .270598 .761514 83.865392 864
10:43:51 .771632 .813362 84.290989 864
10:43:51 .771632 .880321 84.290989 864
10:43:51 .771632 .948193 84.290989 864
10:43:52 .771632 .000027 84.290989 864
10:43:52 .771632 .053211 84.290989 864
10:43:52 .771632 .104129 84.290989 864
10:43:52 .771632 .170463 84.290989 864
10:43:52 .771632 .240037 84.290989 864
10:43:52 .272421 .298485 84.71262 864
10:43:52 .272421 .359555 84.71262 864
10:43:52 .272421 .428648 84.71262 864
10:43:52 .272421 .498379 84.71262 864
10:43:52 .272421 .550300 84.71262 864
10:43:52 .272421 .604470 84.71262 864
10:43:52 .272421 .655920 84.71262 864
10:43:52 .272421 .742305 84.71262 864
10:43:52 .772826 .794934 85.157824 864
10:43:52 .772826 .848065 85.157824 864
10:43:52 .772826 .902049 85.157824 864
10:43:52 .772826 .989840 85.157824 864
10:43:53 .772826 .040615 85.157824 864
10:43:53 .772826 .092153 85.157824 864
10:43:53 .772826 .142681 85.157824 864
10:43:53 .772826 .207147 85.157824 864
10:43:53 .274631 .286832 85.590716 864
10:43:53 .274631 .341120 85.590716 864
10:43:53 .274631 .399946 85.590716 864
10:43:53 .274631 .451242 85.590716 864
10:43:53 .274631 .524843 85.590716 864
10:43:53 .274631 .576879 85.590716 864
10:43:53 .274631 .627718 85.590716 864
10:43:53 .274631 .680993 85.590716 864
10:43:53 .274631 .736167 85.590716 864
10:43:53 .775382 .805859 86.03531 864
10:43:53 .775382 .857227 86.03531 864
10:43:53 .775382 .907771 86.03531 864
10:43:53 .775382 .961883 86.03531 864
10:43:54 .775382 .021806 86.03531 864
10:43:54 .775382 .093341 86.03531 864
10:43:54 .775382 .142360 86.03531 864
10:43:54 .775382 .193895 86.03531 864
10:43:54 .775382 .246006 86.03531 864
10:43:54 .276416 .329351 86.454558 864
10:43:54 .276416 .397159 86.454558 864
10:43:54 .276416 .449878 86.454558 864
10:43:54 .276416 .501590 86.454558 864
10:43:54 .276416 .575813 86.454558 864
10:43:54 .276416 .639995 86.454558 864
10:43:54 .276416 .694650 86.454558 864
10:43:54 .276416 .748096 86.454558 864
10:43:54 .777533 .814892 86.898752 864
10:43:54 .777533 .881112 86.898752 864
10:43:54 .777533 .932446 86.898752 864
10:43:54 .777533 .985531 86.898752 864
10:43:55 .777533 .037146 86.898752 864
10:43:55 .777533 .095538 86.898752 864
10:43:55 .777533 .160010 86.898752 864
10:43:55 .777533 .216837 86.898752 864
10:43:55 .777533 .273023 86.898752 864
10:43:55 .278965 .328832 87.347612 864
10:43:55 .278965 .409516 87.347612 864
10:43:55 .278965 .467106 87.347612 864
10:43:55 .278965 .519797 87.347612 864
10:43:55 .278965 .572405 87.347612 864
10:43:55 .278965 .624837 87.347612 864
10:43:55 .278965 .706381 87.347612 864
10:43:55 .278965 .758284 87.347612 864
10:43:55 .781005 .812318 87.7947 864
10:43:55 .781005 .863184 87.7947 864
10:43:55 .781005 .920549 87.7947 864
10:43:55 .781005 .990651 87.7947 864
10:43:56 .781005 .045976 87.7947 864
10:43:56 .781005 .096275 87.7947 864
10:43:56 .781005 .147726 87.7947 864
10:43:56 .781005 .241280 87.7947 864
10:43:56 .284380 .297693 88.235957 864
10:43:56 .284380 .354836 88.235957 864
10:43:56 .284380 .416387 88.235957 864
10:43:56 .284380 .488765 88.235957 864
10:43:56 .284380 .549787 88.235957 864
10:43:56 .284380 .604959 88.235957 864
10:43:56 .284380 .659970 88.235957 864
10:43:56 .284380 .711241 88.235957 864
10:43:56 .785030 .786352 88.663745 864
10:43:56 .785030 .841149 88.663745 864
10:43:56 .785030 .894745 88.663745 864
10:43:56 .785030 .946423 88.663745 864
10:43:57 .785030 .002465 88.663745 864
10:43:57 .785030 .071134 88.663745 864
10:43:57 .785030 .122650 88.663745 864
10:43:57 .785030 .175963 88.663745 864
10:43:57 .785030 .231360 88.663745 864
10:43:57 .285701 .308465 89.110849 864
10:43:57 .285701 .372262 89.110849 864
10:43:57 .285701 .426480 89.110849 864
10:43:57 .285701 .487171 89.110849 864
10:43:57 .285701 .540990 89.110849 864
10:43:57 .285701 .615045 89.110849 864
10:43:57 .285701 .671579 89.110849 864
10:43:57 .285701 .723257 89.110849 864
10:43:57 .285701 .780302 89.110849 864
10:43:57 .786212 .844041 89.556514 864
10:43:57 .786212 .915453 89.556514 864
10:43:57 .786212 .968763 89.556514 864
10:43:58 .786212 .019980 89.556514 864
10:43:58 .786212 .072166 89.556514 864
10:43:58 .786212 .138098 89.556514 864
10:43:58 .786212 .199157 89.556514 864
10:43:58 .786212 .263098 89.556514 864
10:43:58 .287784 .320106 90.00314 864
10:43:58 .287784 .388917 90.00314 864
10:43:58 .287784 .466254 90.00314 864
10:43:58 .287784 .517606 90.00314 864
10:43:58 .287784 .571606 90.00314 864
10:43:58 .287784 .627720 90.00314 864
10:43:58 .287784 .705686 90.00314 864
10:43:58 .287784 .758723 90.00314 864
10:43:58 .788820 .822663 90.439687 864
10:43:58 .788820 .875927 90.439687 864
10:43:58 .788820 .947704 90.439687 864
10:43:59 .788820 .013672 90.439687 864
10:43:59 .788820 .065232 90.439687 864
10:43:59 .788820 .118986 90.439687 864
10:43:59 .788820 .175751 90.439687 864
10:43:59 .788820 .246764 90.439687 864
10:43:59 .290276 .301977 90.867 864
10:43:59 .290276 .355889 90.867 864
10:43:59 .290276 .414917 90.867 864
10:43:59 .290276 .482220 90.867 864
10:43:59 .290276 .548341 90.867 864
10:43:59 .290276 .598098 90.867 864
10:43:59 .290276 .650141 90.867 864
10:43:59 .290276 .700031 90.867 864
10:43:59 .290276 .762335 90.867 864
10:43:59 .791007 .824189 91.317356 864
10:43:59 .791007 .880884 91.317356 864
10:43:59 .791007 .934519 91.317356 864
10:43:59 .791007 .986524 91.317356 864
10:44:00 .791007 .069499 91.317356 864
10:44:00 .791007 .130492 91.317356 864
10:44:00 .791007 .185108 91.317356 864
10:44:00 .791007 .260205 91.317356 864
10:44:00 .291359 .354197 91.766013 864
10:44:00 .291359 .408716 91.766013 864
10:44:00 .291359 .462766 91.766013 864
10:44:00 .291359 .521904 91.766013 864
10:44:00 .291359 .603860 91.766013 864
10:44:00 .291359 .660398 91.766013 864
10:44:00 .291359 .713482 91.766013 864
10:44:00 .291359 .767834 91.766013 864
10:44:00 .791642 .841352 92.214953 864
10:44:00 .791642 .912324 92.214953 864
10:44:00 .791642 .962912 92.214953 864
10:44:01 .791642 .019264 92.214953 864
10:44:01 .791642 .071268 92.214953 864
10:44:01 .791642 .162786 92.214953 864
10:44:01 .791642 .218735 92.214953 864
10:44:01 .791642 .276467 92.214953 864
10:44:01 .292473 .338041 92.632394 864
10:44:01 .292473 .424414 92.632394 864
10:44:01 .292473 .477531 92.632394 864
10:44:01 .292473 .538399 92.632394 864
10:44:01 .292473 .588627 92.632394 864
10:44:01 .292473 .658588 92.632394 864
10:44:01 .292473 .713416 92.632394 864
10:44:01 .292473 .766504 92.632394 864
10:44:01 .793222 .819736 93.08211 864
10:44:01 .793222 .871599 93.08211 864
10:44:01 .793222 .949712 93.08211 864
10:44:02 .793222 .003659 93.08211 864
10:44:02 .793222 .055429 93.08211 864
10:44:02 .793222 .106684 93.08211 864
10:44:02 .793222 .172966 93.08211 864
10:44:02 .793222 .261305 93.08211 864
10:44:02 .294121 .319140 93.529678 864
10:44:02 .294121 .372702 93.529678 864
10:44:02 .294121 .425796 93.529678 864
10:44:02 .294121 .495883 93.529678 864
10:44:02 .294121 .551957 93.529678 864
10:44:02 .294121 .603112 93.529678 864
10:44:02 .294121 .656447 93.529678 864
10:44:02 .294121 .717542 93.529678 864
10:44:02 .294121 .782722 93.529678 864
10:44:02 .794891 .838333 93.974028 864
10:44:02 .794891 .891301 93.974028 864
10:44:02 .794891 .943596 93.974028 864
10:44:03 .794891 .024585 93.974028 864
10:44:03 .794891 .075864 93.974028 864
10:44:03 .794891 .125724 93.974028 864
10:44:03 .794891 .181510 93.974028 864
10:44:03 .794891 .261318 93.974028 864
10:44:03 .295706 .334480 94.38474 864
10:44:03 .295706 .388256 94.38474 864
10:44:03 .295706 .446061 94.38474 864
10:44:03 .295706 .499834 94.38474 864
10:44:03 .295706 .585507 94.38474 864
10:44:03 .295706 .637067 94.38474 864
10:44:03 .295706 .690862 94.38474 864
10:44:03 .295706 .744813 94.38474 864
10:44:03 .797359 .799552 94.830658 864
10:44:03 .797359 .870814 94.830658 864
10:44:03 .797359 .922377 94.830658 864
10:44:03 .797359 .974211 94.830658 864
10:44:04 .797359 .028108 94.830658 864
10:44:04 .797359 .083281 94.830658 864
10:44:04 .797359 .151648 94.830658 864
10:44:04 .797359 .204328 94.830658 864
10:44:04 .797359 .269937 94.830658 864
10:44:04 .298118 .328421 95.268808 864
10:44:04 .298118 .417138 95.268808 864
10:44:04 .298118 .471066 95.268808 864
10:44:04 .298118 .525717 95.268808 864
10:44:04 .298118 .581881 95.268808 864
10:44:04 .298118 .646536 95.268808 864
10:44:04 .298118 .718345 95.268808 864
10:44:04 .298118 .770226 95.268808 864
10:44:04 .798547 .832566 95.711127 864
10:44:04 .798547 .884238 95.711127 864
10:44:04 .798547 .962971 95.711127 864
10:44:05 .798547 .013670 95.711127 864
10:44:05 .798547 .064572 95.711127 864
10:44:05 .798547 .117210 95.711127 864
10:44:05 .798547 .188186 95.711127 864
10:44:05 .798547 .269207 95.711127 864
10:44:05 .299355 .329009 96.152156 864
10:44:05 .299355 .385158 96.152156 864
10:44:05 .299355 .439496 96.152156 864
10:44:05 .299355 .515444 96.152156 864
10:44:05 .299355 .574159 96.152156 864
10:44:05 .299355 .630451 96.152156 864
10:44:05 .299355 .684731 96.152156 864
10:44:05 .299355 .754674 96.152156 864
10:44:05 .800557 .814275 96.575388 864
10:44:05 .800557 .867136 96.575388 864
10:44:05 .800557 .919949 96.575388 864
10:44:05 .800557 .972074 96.575388 864
10:44:06 .800557 .043039 96.575388 864
10:44:06 .800557 .098372 96.575388 864
10:44:06 .800557 .151524 96.575388 864
10:44:06 .800557 .204269 96.575388 864
10:44:06 .800557 .272004 96.575388 864
10:44:06 .301934 .344764 97.022982 864
10:44:06 .301934 .399141 97.022982 864
10:44:06 .301934 .453955 97.022982 864
10:44:06 .301934 .505939 97.022982 864
10:44:06 .301934 .570625 97.022982 864
10:44:06 .301934 .649569 97.022982 864
10:44:06 .301934 .703005 97.022982 864
10:44:06 .301934 .756421 97.022982 864
10:44:06 .802337 .817222 97.472798 864
10:44:06 .802337 .882405 97.472798 864
10:44:06 .802337 .935095 97.472798 864
10:44:06 .802337 .986661 97.472798 864
10:44:07 .802337 .040392 97.472798 864
10:44:07 .802337 .092703 97.472798 864
10:44:07 .802337 .173557 97.472798 864
10:44:07 .802337 .253964 97.472798 864
10:44:07 .303570 .310570 97.912076 864
10:44:07 .303570 .365333 97.912076 864
10:44:07 .303570 .453528 97.912076 864
10:44:07 .303570 .505398 97.912076 864
10:44:07 .303570 .558069 97.912076 864
10:44:07 .303570 .611258 97.912076 864
10:44:07 .303570 .689876 97.912076 864
10:44:07 .303570 .748850 97.912076 864
10:44:07 .303570 .801727 97.912076 864
10:44:07 .805532 .856197 98.325067 864
10:44:07 .805532 .911735 98.325067 864
10:44:07 .805532 .987898 98.325067 864
10:44:08 .805532 .039757 98.325067 864
10:44:08 .805532 .093270 98.325067 864
10:44:08 .805532 .144002 98.325067 864
10:44:08 .805532 .203439 98.325067 864
10:44:08 .805532 .287592 98.325067 864
10:44:08 .306596 .349830 98.77604 864
10:44:08 .306596 .402730 98.77604 864
10:44:08 .306596 .459780 98.77604 864
10:44:08 .306596 .524361 98.77604 864
10:44:08 .306596 .592758 98.77604 864
10:44:08 .306596 .650330 98.77604 864
10:44:08 .306596 .701557 98.77604 864
10:44:08 .306596 .750853 98.77604 864
10:44:08 .807490 .828583 99.226012 864
10:44:08 .807490 .889228 99.226012 864
10:44:08 .807490 .941699 99.226012 864
10:44:08 .807490 .998001 99.226012 864
10:44:09 .807490 .062981 99.226012 864
10:44:09 .807490 .135912 99.226012 864
10:44:09 .807490 .192978 99.226012 864
10:44:09 .807490 .265159 99.226012 864
10:44:09 .308437 .319533 99.676066 864
10:44:09 .308437 .386936 99.676066 864
10:44:09 .308437 .446698 99.676066 864
10:44:09 .308437 .497780 99.676066 864
10:44:09 .308437 .550278 99.676066 864
10:44:09 .308437 .603003 99.676066 864
10:44:09 .308437 .682638 99.676066 864
10:44:09 .308437 .741963 99.676066 864
10:44:09 .308437 .793711 99.676066 864
10:44:09 .809189 .846391 100.089378 864
10:44:09 .809189 .898716 100.089378 864
10:44:09 .809189 .974177 100.089378 864
10:44:10 .809189 .024530 100.089378 864
10:44:10 .809189 .075078 100.089378 864
10:44:10 .809189 .129176 100.089378 864
10:44:10 .809189 .197548 100.089378 864
10:44:10 .809189 .281240 100.089378 864
10:44:10 .309520 .332442 100.53515 864
10:44:10 .309520 .383509 100.53515 864
10:44:10 .309520 .439660 100.53515 864
10:44:10 .309520 .501384 100.53515 864
10:44:10 .309520 .562850 100.53515 864
10:44:10 .309520 .616767 100.53515 864
10:44:10 .309520 .679360 100.53515 864
10:44:10 .309520 .736426 100.53515 864
10:44:10 .309520 .804880 100.53515 864
10:44:10 .809839 .862026 100.984417 864
10:44:10 .809839 .912471 100.984417 864
10:44:10 .809839 .964099 100.984417 864
10:44:11 .809839 .015015 100.984417 864
10:44:11 .809839 .087306 100.984417 864
10:44:11 .809839 .142322 100.984417 864
10:44:11 .809839 .197974 100.984417 864
10:44:11 .809839 .257725 100.984417 864
10:44:11 .310735 .319034 101.431057 864
10:44:11 .310735 .388435 101.431057 864
10:44:11 .310735 .439539 101.431057 864
10:44:11 .310735 .489791 101.431057 864
10:44:11 .310735 .543990 101.431057 864
10:44:11 .310735 .629729 101.431057 864
10:44:11 .310735 .692357 101.431057 864
10:44:11 .310735 .744784 101.431057 864
10:44:11 .310735 .795805 101.431057 864
10:44:11 .812704 .872787 101.880429 864
10:44:11 .812704 .931240 101.880429 864
10:44:11 .812704 .986158 101.880429 864
10:44:12 .812704 .036349 101.880429 864
10:44:12 .812704 .086636 101.880429 864
10:44:12 .812704 .169215 101.880429 864
10:44:12 .812704 .225418 101.880429 864
10:44:12 .812704 .278624 101.880429 864
10:44:12 .313997 .329322 102.29864 864
10:44:12 .313997 .413238 102.29864 864
10:44:12 .313997 .465772 102.29864 864
10:44:12 .313997 .516531 102.29864 864
10:44:12 .313997 .569568 102.29864 864
10:44:12 .313997 .622903 102.29864 864
10:44:12 .313997 .699868 102.29864 864
10:44:12 .313997 .759352 102.29864 864
10:44:12 .814756 .815879 102.74773 864
10:44:12 .814756 .867715 102.74773 864
10:44:12 .814756 .942696 102.74773 864
10:44:12 .814756 .998237 102.74773 864
10:44:13 .814756 .049252 102.74773 864
10:44:13 .814756 .100664 102.74773 864
10:44:13 .814756 .153433 102.74773 864
10:44:13 .814756 .231488 102.74773 864
10:44:13 .814756 .291063 102.74773 864
10:44:13 .315548 .352665 103.196873 864
10:44:13 .315548 .407083 103.196873 864
10:44:13 .315548 .485746 103.196873 864
10:44:13 .315548 .545676 103.196873 864
10:44:13 .315548 .598628 103.196873 864
10:44:13 .315548 .650632 103.196873 864
10:44:13 .315548 .706938 103.196873 864
10:44:13 .315548 .786103 103.196873 864
10:44:13 .817098 .837577 103.644894 864
10:44:13 .817098 .891094 103.644894 864
10:44:13 .817098 .945523 103.644894 864
10:44:14 .817098 .007031 103.644894 864
10:44:14 .817098 .073631 103.644894 864
10:44:14 .817098 .124221 103.644894 864
10:44:14 .817098 .175952 103.644894 864
10:44:14 .817098 .231825 103.644894 864
10:44:14 .817098 .311513 103.644894 864
10:44:14 .317978 .379543 104.05646 864
10:44:14 .317978 .431380 104.05646 864
10:44:14 .317978 .482668 104.05646 864
10:44:14 .317978 .533107 104.05646 864
10:44:14 .317978 .604285 104.05646 864
10:44:14 .317978 .662131 104.05646 864
10:44:14 .317978 .713600 104.05646 864
10:44:14 .317978 .772594 104.05646 864
10:44:14 .819183 .843275 104.481799 864
10:44:14 .819183 .911131 104.481799 864
10:44:14 .819183 .963420 104.481799 864
10:44:15 .819183 .014133 104.481799 864
10:44:15 .819183 .065230 104.481799 864
10:44:15 .819183 .125331 104.481799 864
10:44:15 .819183 .192453 104.481799 864
10:44:15 .819183 .252762 104.481799 864
10:44:15 .819183 .305837 104.481799 864
10:44:15 .320030 .358699 104.931138 864
10:44:15 .320030 .449196 104.931138 864
10:44:15 .320030 .500911 104.931138 864
10:44:15 .320030 .552415 104.931138 864
10:44:15 .320030 .604846 104.931138 864
10:44:15 .320030 .679832 104.931138 864
10:44:15 .320030 .760157 104.931138 864
10:44:15 .320030 .811968 104.931138 864
10:44:15 .821263 .862888 105.381383 864
10:44:15 .821263 .916338 105.381383 864
10:44:16 .821263 .002375 105.381383 864
10:44:16 .821263 .059389 105.381383 864
10:44:16 .821263 .110711 105.381383 864
10:44:16 .821263 .164394 105.381383 864
10:44:16 .821263 .261555 105.381383 864
10:44:16 .821263 .317919 105.381383 864
10:44:16 .322351 .372284 105.787586 864
10:44:16 .322351 .425579 105.787586 864
10:44:16 .322351 .493736 105.787586 864
10:44:16 .322351 .548788 105.787586 864
10:44:16 .322351 .602579 105.787586 864
10:44:16 .322351 .661132 105.787586 864
10:44:16 .322351 .716192 105.787586 864
10:44:16 .322351 .794551 105.787586 864
10:44:16 .823175 .847895 106.235305 864
10:44:16 .823175 .899476 106.235305 864
10:44:16 .823175 .955636 106.235305 864
10:44:17 .823175 .007286 106.235305 864
10:44:17 .823175 .070734 106.235305 864
10:44:17 .823175 .130580 106.235305 864
10:44:17 .823175 .186998 106.235305 864
10:44:17 .823175 .254420 106.235305 864
10:44:17 .823175 .306612 106.235305 864
10:44:17 .324325 .376978 106.685658 864
10:44:17 .324325 .427856 106.685658 864
10:44:17 .324325 .479422 106.685658 864
10:44:17 .324325 .530180 106.685658 864
10:44:17 .324325 .581318 106.685658 864
10:44:17 .324325 .651177 106.685658 864
10:44:17 .324325 .710424 106.685658 864
10:44:17 .324325 .781884 106.685658 864
10:44:17 .825522 .841890 107.134253 864
10:44:17 .825522 .911722 107.134253 864
10:44:17 .825522 .973082 107.134253 864
10:44:18 .825522 .027474 107.134253 864
10:44:18 .825522 .082487 107.134253 864
10:44:18 .825522 .133716 107.134253 864
10:44:18 .825522 .195253 107.134253 864
10:44:18 .825522 .255227 107.134253 864
10:44:18 .825522 .310464 107.134253 864
10:44:18 .325983 .368243 107.572581 864
10:44:18 .325983 .425165 107.572581 864
10:44:18 .325983 .511813 107.572581 864
10:44:18 .325983 .566397 107.572581 864
10:44:18 .325983 .618494 107.572581 864
10:44:18 .325983 .675265 107.572581 864
10:44:18 .325983 .738186 107.572581 864
10:44:18 .325983 .813675 107.572581 864
