Time,CPU Usage (%),Hit_Miss,Squid_Memory_Usage(kb),Request_Rate/(Min),Squid_Disk_Usage(mb),Cache_Memory_Usage(kb),Response_Time(ms)
02:51:39,0.09,MISS,680656,84.4,230,3624,1583,
02:51:42,0.09,HIT,680656,84.4,230,3624,1552,
02:51:45,0.09,MISS,680656,84.4,230,3628,1630,
02:51:47,0.09,HIT,680656,84.4,230,3628,1590,
02:51:50,0.09,MISS,680656,84.4,230,3632,1632,
02:51:52,0.09,HIT,680656,84.4,230,3632,1571,
02:51:55,0.09,MISS,680656,84.5,230,3636,1554,
02:51:58,0.09,HIT,680656,84.5,230,3636,1609,
02:52:00,0.09,MISS,680656,84.5,230,3640,1550,
02:52:03,0.09,HIT,680656,84.5,230,3640,1578,
02:52:05,0.09,MISS,680656,84.5,230,3644,1587,
02:52:08,0.09,HIT,680656,84.5,230,3644,1635,
02:52:11,0.09,MISS,680656,84.6,230,3648,1623,
02:52:13,0.09,HIT,680656,84.6,230,3648,1614,
02:52:16,0.09,MISS,680656,84.6,230,3652,1566,
02:52:18,0.09,HIT,680656,84.6,230,3652,1656,
02:52:21,0.09,MISS,680656,84.6,230,3656,1591,
02:52:24,0.09,HIT,680656,84.6,230,3656,1587,
02:52:26,0.09,MISS,681056,84.7,230,3660,1574,
02:52:29,0.09,HIT,681056,84.7,230,3660,1604,
02:52:31,0.09,MISS,681056,84.7,230,3664,1596,
02:52:34,0.09,HIT,681056,84.7,230,3664,1578,
02:52:37,0.09,MISS,681056,84.7,230,3668,1538,
02:52:39,0.09,HIT,681056,84.7,230,3668,1589,
02:52:42,0.09,MISS,681056,84.8,230,3672,1656,
02:52:44,0.09,HIT,681056,84.8,230,3672,1596,
02:52:47,0.09,MISS,681056,84.8,230,3676,1560,
02:52:50,0.09,HIT,681056,84.8,230,3676,1598,
02:52:52,0.09,MISS,681056,84.8,230,3680,1627,
02:52:55,0.09,HIT,681056,84.9,230,3680,1592,
02:52:57,0.09,MISS,681056,84.9,230,3684,1589,
02:53:00,0.09,HIT,681056,84.9,230,3684,1566,
02:53:03,0.09,MISS,681056,84.9,230,3688,1626,
02:53:05,0.09,HIT,681056,84.9,230,3688,1591,
02:53:08,0.09,MISS,681056,84.9,230,3692,1619,
02:53:10,0.09,HIT,681056,85.0,230,3692,1585,
02:53:13,0.09,MISS,681056,85.0,230,3696,1605,
02:53:16,0.09,HIT,681056,85.0,230,3696,1571,
02:53:18,0.09,MISS,681056,85.0,230,3700,1571,
02:53:21,0.09,HIT,681056,85.0,230,3700,1550,
02:53:23,0.09,MISS,681056,85.0,230,3704,1600,
02:53:26,0.09,HIT,681056,85.1,230,3704,1640,
02:53:29,0.09,MISS,681056,85.1,230,3708,1576,
02:53:31,0.09,HIT,681056,85.1,230,3708,1616,
02:53:34,0.09,MISS,681056,85.1,230,3712,1579,
02:53:36,0.09,HIT,681056,85.1,230,3712,1597,
02:53:39,0.09,MISS,681056,85.1,230,3716,1596,
02:53:42,0.09,HIT,681056,85.2,230,3716,1585,
02:53:44,0.09,MISS,681440,85.2,230,3720,1601,
02:53:48,0.09,HIT,681440,85.2,230,3720,3016,
02:53:51,0.09,MISS,681440,85.2,230,3724,1599,
02:53:53,0.09,HIT,681440,85.2,230,3724,1560,
02:53:56,0.09,MISS,681440,85.2,230,3728,1630,
02:53:59,0.09,HIT,681440,85.2,230,3728,1586,
02:54:01,0.09,MISS,681440,85.3,230,3732,1558,
02:54:04,0.09,HIT,681440,85.3,230,3732,1594,
02:54:06,0.09,MISS,681440,85.3,230,3736,1600,
02:54:09,0.09,HIT,681440,85.3,230,3736,1610,
02:54:12,0.09,MISS,681440,85.3,230,3740,1588,
02:54:14,0.09,HIT,681440,85.3,230,3740,1579,
02:54:17,0.09,MISS,681440,85.4,230,3744,1599,
02:54:19,0.09,HIT,681440,85.4,230,3744,1608,
02:54:22,0.09,MISS,681440,85.4,230,3748,1581,
02:54:24,0.09,HIT,681440,85.4,230,3748,1575,
02:54:27,0.09,MISS,681440,85.4,230,3752,1596,
02:54:30,0.09,HIT,681440,85.4,230,3752,1617,
02:54:32,0.09,MISS,681440,85.5,230,3756,1576,
02:54:35,0.09,HIT,681440,85.5,230,3756,1547,
02:54:37,0.09,MISS,681440,85.5,230,3760,1564,
02:54:40,0.09,HIT,681440,85.5,230,3760,1637,
02:54:43,0.09,MISS,681440,85.5,230,3764,1589,
02:54:45,0.09,HIT,681440,85.5,230,3764,1589,
02:54:48,0.09,MISS,681440,85.6,230,3768,1612,
02:54:50,0.09,HIT,681440,85.6,230,3768,1612,
02:54:53,0.09,MISS,681440,85.6,230,3772,1585,
02:54:56,0.09,HIT,681440,85.6,230,3772,1574,
02:54:58,0.09,MISS,681440,85.6,230,3776,1550,
02:55:01,0.09,HIT,681440,85.6,230,3776,1601,
02:55:03,0.09,MISS,681440,85.7,230,3780,1624,
02:55:06,0.09,HIT,681440,85.7,230,3780,1573,
02:55:09,0.09,MISS,681840,85.7,230,3784,1565,
02:55:11,0.09,HIT,681840,85.7,230,3784,1570,
02:55:14,0.09,MISS,681840,85.7,230,3788,1596,
02:55:16,0.09,HIT,681840,85.7,230,3788,1591,
02:55:19,0.09,MISS,681840,85.7,230,3792,1564,
02:55:21,0.09,HIT,681840,85.8,230,3792,1581,
02:55:24,0.09,MISS,681840,85.8,230,3796,1621,
02:55:27,0.09,HIT,681840,85.8,230,3796,1571,
02:55:29,0.09,MISS,681840,85.8,230,3800,1537,
02:55:32,0.09,HIT,681840,85.8,230,3800,1559,
02:55:34,0.09,MISS,681840,85.8,230,3804,1619,
02:55:37,0.09,HIT,681840,85.9,230,3804,1622,
02:55:40,0.09,MISS,681840,85.9,230,3808,1562,
02:55:42,0.09,HIT,681840,85.9,230,3808,1559,
02:55:45,0.09,MISS,681840,85.9,230,3812,1584,
02:55:47,0.09,HIT,681840,85.9,230,3812,1605,
02:55:50,0.09,MISS,681840,85.9,230,3816,1590,
02:55:53,0.09,HIT,681840,86.0,230,3816,1587,
02:55:55,0.09,MISS,681840,86.0,230,3820,1580,
02:55:58,0.09,HIT,681840,86.0,230,3820,1622,
02:56:00,0.09,MISS,681840,86.0,230,3824,1585,
02:56:03,0.09,HIT,681840,86.0,230,3824,1539,
02:56:05,0.09,MISS,681840,86.0,230,3828,1549,
02:56:08,0.09,HIT,681840,86.1,230,3828,1585,
02:56:11,0.09,MISS,681840,86.1,230,3832,1625,
02:56:13,0.09,HIT,681840,86.1,230,3832,1531,
02:56:16,0.09,MISS,681840,86.1,230,3836,1599,
02:56:18,0.09,HIT,681840,86.1,230,3836,1570,
02:56:21,0.09,MISS,681840,86.1,230,3840,1605,
02:56:24,0.09,HIT,681840,86.2,230,3840,1643,
02:56:26,0.09,MISS,681840,86.2,230,3844,1556,
02:56:29,0.09,HIT,681840,86.2,230,3844,1532,
02:56:31,0.09,MISS,682240,86.2,230,3848,1580,
02:56:34,0.09,HIT,682240,86.2,230,3848,1637,
02:56:37,0.09,MISS,682240,86.2,230,3852,1577,
02:56:39,0.09,HIT,682240,86.3,230,3852,1571,
02:56:42,0.09,MISS,682240,86.3,230,3856,1627,
02:56:44,0.09,HIT,682240,86.3,230,3856,1633,
02:56:47,0.09,MISS,682240,86.3,230,3860,1543,
02:56:49,0.09,HIT,682240,86.3,230,3860,1574,
02:56:52,0.09,MISS,682240,86.3,230,3864,1579,
02:56:55,0.09,HIT,682240,86.3,230,3864,1636,
02:56:57,0.09,MISS,682240,86.4,230,3868,1553,
02:57:00,0.09,HIT,682240,86.4,230,3868,1578,
02:57:02,0.09,MISS,682240,86.4,230,3872,1551,
02:57:05,0.09,HIT,682240,86.4,230,3872,1584,
02:57:08,0.09,MISS,682240,86.4,230,3876,1590,
02:57:10,0.09,HIT,682240,86.4,230,3876,1579,
02:57:13,0.09,MISS,682240,86.5,230,3880,1567,
02:57:15,0.09,HIT,682240,86.5,230,3880,1589,
02:57:18,0.09,MISS,682240,86.5,230,3884,1637,
02:57:21,0.09,HIT,682240,86.5,230,3884,1541,
02:57:23,0.09,MISS,682240,86.5,230,3888,1586,
02:57:26,0.09,HIT,682240,86.5,230,3888,1616,
02:57:28,0.09,MISS,682240,86.6,230,3892,1602,
02:57:31,0.09,HIT,682240,86.6,230,3892,1590,
02:57:34,0.09,MISS,682240,86.6,230,3896,1572,
02:57:36,0.09,HIT,682240,86.6,230,3896,1568,
02:57:39,0.09,MISS,682240,86.6,230,3900,1621,
02:57:41,0.09,HIT,682240,86.6,230,3900,1575,
02:57:44,0.09,MISS,682240,86.7,230,3904,1561,
02:57:46,0.09,HIT,682240,86.7,230,3904,1545,
02:57:49,0.09,MISS,682240,86.7,231,3908,1591,
02:57:52,0.09,HIT,682240,86.7,231,3908,1583,
02:57:54,0.09,MISS,682640,86.7,231,3912,1544,
02:57:57,0.09,HIT,682640,86.7,231,3912,1584,
02:57:59,0.09,MISS,682640,86.7,231,3916,1596,
02:58:02,0.09,HIT,682640,86.8,231,3916,1589,
02:58:05,0.09,MISS,682640,86.8,231,3920,1622,
02:58:07,0.09,HIT,682640,86.8,231,3920,1572,
02:58:10,0.09,MISS,682640,86.8,231,3924,1601,
02:58:12,0.09,HIT,682640,86.8,231,3924,1599,
02:58:15,0.09,MISS,682640,86.8,231,3928,1588,
02:58:17,0.09,HIT,682640,86.9,231,3928,1582,
02:58:20,0.09,MISS,682640,86.9,231,3932,1578,
02:58:23,0.09,HIT,682640,86.9,231,3932,1621,
02:58:25,0.09,MISS,682640,86.9,231,3936,1580,
02:58:28,0.09,HIT,682640,86.9,231,3936,1575,
02:58:30,0.09,MISS,682640,86.9,231,3940,1556,
02:58:33,0.09,HIT,682640,87.0,231,3940,1563,
02:58:36,0.09,MISS,682640,87.0,231,3944,1612,
02:58:38,0.09,HIT,682640,87.0,231,3944,1606,
02:58:41,0.09,MISS,682640,87.0,231,3948,1562,
02:58:43,0.09,HIT,682640,87.0,231,3948,1570,
02:58:46,0.09,MISS,682640,87.0,231,3952,1593,
02:58:49,0.09,HIT,682640,87.0,231,3952,1631,
02:58:51,0.09,MISS,682640,87.1,231,3956,1599,
02:58:54,0.09,HIT,682640,87.1,231,3956,1586,
02:58:56,0.09,MISS,682640,87.1,231,3960,1596,
02:58:59,0.09,HIT,682640,87.1,231,3960,1613,
02:59:02,0.09,MISS,682640,87.1,231,3964,1572,
02:59:04,0.09,HIT,682640,87.1,231,3964,1575,
02:59:07,0.09,MISS,682640,87.2,231,3968,1584,
02:59:09,0.09,HIT,682640,87.2,231,3968,1618,
02:59:12,0.09,MISS,682640,87.2,231,3972,1587,
02:59:15,0.09,HIT,682640,87.2,231,3972,1587,
02:59:17,0.09,MISS,683040,87.2,231,3976,1567,
02:59:20,0.09,HIT,683040,87.2,231,3976,1607,
02:59:22,0.09,MISS,683040,87.2,231,3980,1588,
02:59:25,0.09,HIT,683040,87.3,231,3980,1572,
02:59:27,0.09,MISS,683040,87.3,231,3984,1571,
02:59:30,0.09,HIT,683040,87.3,231,3984,1568,
02:59:33,0.09,MISS,683040,87.3,231,3988,1615,
02:59:35,0.09,HIT,683040,87.3,231,3988,1582,
02:59:38,0.09,MISS,683040,87.3,231,3992,1586,
02:59:40,0.09,HIT,683040,87.4,231,3992,1600,
02:59:43,0.09,MISS,683040,87.4,231,3996,1594,
02:59:46,0.09,HIT,683040,87.4,231,3996,1572,
02:59:48,0.09,MISS,683040,87.4,231,4000,1567,
02:59:51,0.09,HIT,683040,87.4,231,4000,1558,
02:59:53,0.09,MISS,683040,87.4,231,4004,1618,
02:59:56,0.09,HIT,683040,87.4,231,4004,1561,
02:59:58,0.09,MISS,683040,87.5,231,4008,1557,
03:00:01,0.09,HIT,683040,87.5,231,4008,1601,
03:00:04,0.09,MISS,683040,87.5,231,4012,1662,
03:00:06,0.09,HIT,683040,87.5,231,4012,1562,
03:00:09,0.09,MISS,683040,87.5,231,4016,1569,
03:00:12,0.09,HIT,683040,87.5,231,4016,1600,
03:00:14,0.09,MISS,683040,87.6,231,4020,1617,
03:00:17,0.09,HIT,683040,87.6,231,4020,1566,
03:00:19,0.09,MISS,683040,87.6,231,4024,1572,
03:00:22,0.09,HIT,683040,87.6,231,4024,1571,
03:00:24,0.09,MISS,683040,87.6,231,4028,1619,
03:00:27,0.09,HIT,683040,87.6,231,4028,1605,
03:00:30,0.09,MISS,683040,87.6,231,4032,1600,
03:00:32,0.09,HIT,683040,87.7,231,4032,1559,
03:00:35,0.09,MISS,683040,87.7,231,4036,1594,
03:00:38,0.09,HIT,683040,87.7,231,4036,1654,
03:00:40,0.09,MISS,683040,87.7,231,4040,1577,
03:00:43,0.09,HIT,683040,87.7,231,4040,1554,
03:00:45,0.09,MISS,683040,87.7,231,4044,1574,
03:00:48,0.09,HIT,683040,87.7,231,4044,1597,
03:00:50,0.09,MISS,683040,87.8,231,4048,1584,
03:00:53,0.09,HIT,683040,87.8,231,4048,1561,
03:00:56,0.09,MISS,683040,87.8,231,4052,1561,
03:00:58,0.09,HIT,683040,87.8,231,4052,1597,
03:01:01,0.09,MISS,683040,87.8,231,4056,1637,
03:01:03,0.09,HIT,683040,87.8,231,4056,1592,
03:01:06,0.09,MISS,683040,87.9,231,4060,1588,
03:01:09,0.09,HIT,683040,87.9,231,4060,1619,
03:01:11,0.09,MISS,683040,87.9,231,4064,1596,
03:01:14,0.09,HIT,683040,87.9,231,4064,1579,
03:01:16,0.09,MISS,683040,87.9,231,4068,1560,
03:01:19,0.09,HIT,683040,87.9,231,4068,1602,
03:01:22,0.09,MISS,683040,87.9,231,4072,1616,
03:01:24,0.09,HIT,683040,88.0,231,4072,1563,
03:01:27,0.09,MISS,683040,88.0,231,4076,1588,
03:01:29,0.09,HIT,683040,88.0,231,4076,1600,
03:01:32,0.09,MISS,683040,88.0,231,4080,1628,
03:01:35,0.09,HIT,683040,88.0,231,4080,1618,
03:01:37,0.09,MISS,683040,88.0,231,4084,1577,
03:01:40,0.09,HIT,683040,88.1,231,4084,1565,
03:01:42,0.09,MISS,683040,88.1,231,4088,1572,
03:01:45,0.09,HIT,683040,88.1,231,4088,1610,
03:01:47,0.09,MISS,683040,88.1,231,4092,1570,
03:01:50,0.09,HIT,683040,88.1,231,4092,1619,
03:01:53,0.09,MISS,683040,88.1,231,4096,1603,
03:01:55,0.09,HIT,683040,88.1,231,4096,1651,
03:01:58,0.09,MISS,683040,88.2,231,4100,1569,
03:02:01,0.09,HIT,683040,88.2,231,4100,1588,
03:02:03,0.09,MISS,683840,88.2,231,4104,1602,
03:02:06,0.09,HIT,683840,88.2,231,4104,1592,
03:02:08,0.09,MISS,683840,88.2,231,4108,1590,
03:02:11,0.09,HIT,683840,88.2,231,4108,1595,
03:02:14,0.09,MISS,683840,88.2,231,4112,1622,
03:02:16,0.09,HIT,683840,88.3,231,4112,1588,
03:02:19,0.09,MISS,683840,88.3,231,4116,1584,
03:02:21,0.09,HIT,683840,88.3,231,4116,1583,
03:02:24,0.09,MISS,683840,88.3,231,4120,1604,
03:02:27,0.09,HIT,683840,88.3,231,4120,1605,
03:02:29,0.09,MISS,683840,88.3,231,4124,1570,
03:02:32,0.09,HIT,683840,88.3,231,4124,1573,
03:02:34,0.09,MISS,683840,88.4,231,4128,1594,
03:02:37,0.09,HIT,683840,88.4,231,4128,1617,
03:02:40,0.09,MISS,683840,88.4,231,4132,1583,
03:02:42,0.09,HIT,683840,88.4,231,4132,1573,
03:02:45,0.09,MISS,683840,88.4,231,4136,1571,
03:02:47,0.09,HIT,683840,88.4,231,4136,1582,
03:02:50,0.09,MISS,683840,88.4,231,4140,1628,
03:02:52,0.09,HIT,683840,88.5,231,4140,1579,
03:02:55,0.09,MISS,683840,88.5,231,4144,1572,
03:02:58,0.09,HIT,683840,88.5,231,4144,1614,
03:03:00,0.09,MISS,683840,88.5,231,4148,1622,
03:03:03,0.09,HIT,683840,88.5,231,4148,1577,
03:03:05,0.09,MISS,683840,88.5,231,4152,1585,
03:03:08,0.09,HIT,683840,88.6,231,4152,1571,
03:03:11,0.09,MISS,683840,88.6,231,4156,1594,
03:03:13,0.09,HIT,683840,88.6,231,4156,1586,
03:03:16,0.09,MISS,683840,88.6,231,4160,1558,
03:03:18,0.09,HIT,683840,88.6,231,4160,1583,
03:03:21,0.09,MISS,683840,88.6,231,4164,1584,
03:03:24,0.09,HIT,683840,88.6,231,4164,1630,
03:03:26,0.09,MISS,684240,88.7,231,4168,1582,
03:03:29,0.09,HIT,684240,88.7,231,4168,1574,
03:03:31,0.09,MISS,684240,88.7,231,4172,1607,
03:03:34,0.09,HIT,684240,88.7,231,4172,1613,
03:03:37,0.09,MISS,684240,88.7,231,4176,1547,
03:03:39,0.09,HIT,684240,88.7,231,4176,1605,
03:03:42,0.09,MISS,684240,88.7,231,4180,1618,
03:03:44,0.09,HIT,684240,88.8,231,4180,1578,
03:03:47,0.09,MISS,684240,88.8,231,4184,1581,
03:03:49,0.09,HIT,684240,88.8,231,4184,1558,
03:03:52,0.09,MISS,684240,88.8,231,4188,1597,
03:03:55,0.09,HIT,684240,88.8,231,4188,1659,
03:03:57,0.09,MISS,684240,88.8,231,4192,1578,
03:04:00,0.09,HIT,684240,88.8,231,4192,1552,
03:04:02,0.09,MISS,684240,88.9,231,4196,1582,
03:04:05,0.09,HIT,684240,88.9,231,4196,1646,
03:04:08,0.09,MISS,684240,88.9,231,4200,1581,
03:04:10,0.09,HIT,684240,88.9,231,4200,1548,
03:04:13,0.09,MISS,684240,88.9,231,4204,1577,
03:04:15,0.09,HIT,684240,88.9,231,4204,1604,
03:04:18,0.09,MISS,684240,88.9,231,4208,1595,
03:04:21,0.09,HIT,684240,89.0,231,4208,1566,
03:04:23,0.09,MISS,684240,89.0,231,4212,1570,
03:04:26,0.09,HIT,684240,89.0,231,4212,1612,
03:04:28,0.09,MISS,684240,89.0,231,4216,1589,
03:04:31,0.09,HIT,684240,89.0,231,4216,1580,
03:04:34,0.09,MISS,684240,89.0,231,4220,1556,
03:04:36,0.09,HIT,684240,89.0,231,4220,1586,
03:04:39,0.09,MISS,684240,89.1,231,4224,1588,
03:04:41,0.09,HIT,684240,89.1,231,4224,1590,
03:04:44,0.09,MISS,684240,89.1,231,4228,1564,
03:04:46,0.09,HIT,684240,89.1,231,4228,1583,
03:04:49,0.09,MISS,684640,89.1,231,4232,1611,
03:04:52,0.09,HIT,684640,89.1,231,4232,1634,
03:04:54,0.09,MISS,684640,89.1,231,4236,1612,
03:04:57,0.09,HIT,684640,89.2,231,4236,1558,
03:04:59,0.09,MISS,684640,89.2,231,4240,1563,
03:05:02,0.09,HIT,684640,89.2,231,4240,1626,
03:05:05,0.09,MISS,684640,89.2,231,4244,1580,
03:05:07,0.09,HIT,684640,89.2,231,4244,1545,
03:05:10,0.09,MISS,684640,89.2,231,4248,1570,
03:05:12,0.09,HIT,684640,89.2,231,4248,1590,
03:05:15,0.09,MISS,684640,89.3,231,4252,1598,
03:05:18,0.09,HIT,684640,89.3,231,4252,1605,
03:05:20,0.09,MISS,684640,89.3,231,4256,1561,
03:05:23,0.09,HIT,684640,89.3,231,4256,1639,
03:05:25,0.09,MISS,684640,89.3,231,4260,1594,
03:05:28,0.09,HIT,684640,89.3,231,4260,1559,
03:05:31,0.09,MISS,684640,89.3,231,4264,1562,
03:05:33,0.09,HIT,684640,89.4,231,4264,1649,
03:05:36,0.09,MISS,684640,89.4,231,4268,1607,
03:05:38,0.09,HIT,684640,89.4,231,4268,1553,
03:05:41,0.09,MISS,684640,89.4,231,4272,1547,
03:05:44,0.09,HIT,684640,89.4,231,4272,1577,
03:05:46,0.09,MISS,684640,89.4,231,4276,1625,
03:05:49,0.09,HIT,684640,89.4,231,4276,1573,
03:05:51,0.09,MISS,684640,89.5,231,4280,1544,
03:05:54,0.09,HIT,684640,89.5,231,4280,1596,
03:05:56,0.09,MISS,684640,89.5,231,4284,1602,
03:05:59,0.09,HIT,684640,89.5,231,4284,1610,
03:06:02,0.09,MISS,684640,89.5,231,4288,1605,
03:06:04,0.09,HIT,684640,89.5,231,4288,1589,
03:06:07,0.09,MISS,684640,89.5,231,4292,1627,
03:06:09,0.09,HIT,684640,89.6,231,4292,1571,
03:06:12,0.09,MISS,685040,89.6,231,4296,1568,
03:06:15,0.09,HIT,685040,89.6,231,4296,1556,
03:06:17,0.09,MISS,685040,89.6,231,4300,1537,
03:06:20,0.09,HIT,685040,89.6,231,4300,1621,
03:06:22,0.09,MISS,685040,89.6,231,4304,1592,
03:06:25,0.09,HIT,685040,89.6,231,4304,1587,
03:06:28,0.09,MISS,685040,89.7,231,4308,1540,
03:06:30,0.09,HIT,685040,89.7,231,4308,1623,
03:06:33,0.09,MISS,685040,89.7,231,4312,1606,
03:06:35,0.09,HIT,685040,89.7,231,4312,1595,
03:06:38,0.09,MISS,685040,89.7,231,4316,1564,
03:06:41,0.09,HIT,685040,89.7,231,4316,1587,
03:06:43,0.09,MISS,685040,89.7,231,4320,1596,
03:06:46,0.09,HIT,685040,89.8,231,4320,1550,
03:06:48,0.09,MISS,685040,89.8,231,4324,1575,
03:06:51,0.09,HIT,685040,89.8,231,4324,1566,
03:06:53,0.09,MISS,685040,89.8,231,4328,1586,
03:06:56,0.09,HIT,685040,89.8,231,4328,1588,
03:06:59,0.09,MISS,685040,89.8,232,4332,1559,
03:07:01,0.09,HIT,685040,89.8,232,4332,1579,
03:07:04,0.09,MISS,685040,89.9,232,4336,1569,
03:07:06,0.09,HIT,685040,89.9,232,4336,1611,
03:07:09,0.09,MISS,685040,89.9,232,4340,1547,
03:07:11,0.09,HIT,685040,89.9,232,4340,1570,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
