Time,CPU Usage (%),Hit_Miss,Squid_Memory_Usage(kb),Request_Rate/(Min),Squid_Disk_Usage(mb),Cache_Memory_Usage(kb),Response_Time(ms)
02:31:38,0.08,HIT,675040,75.0,228,2696,1575,
02:31:40,0.08,MISS,675040,75.1,228,2700,1577,
02:31:43,0.08,HIT,675040,75.1,228,2700,1576,
02:31:46,0.08,MISS,675040,75.1,228,2704,1608,
02:31:48,0.08,HIT,675040,75.1,228,2704,1557,
02:31:51,0.08,MISS,675040,75.1,228,2708,1615,
02:31:54,0.08,HIT,675040,75.2,228,2708,1882,
02:31:56,0.08,MISS,675040,75.2,228,2712,1572,
02:31:59,0.08,HIT,675040,75.2,228,2712,1593,
02:32:01,0.08,MISS,675040,75.2,228,2716,1577,
02:32:04,0.08,HIT,675040,75.3,228,2716,1568,
02:32:07,0.08,MISS,675040,75.3,228,2720,1565,
02:32:09,0.08,HIT,675040,75.3,228,2720,1565,
02:32:12,0.08,MISS,675040,75.3,228,2724,1535,
02:32:14,0.08,HIT,675040,75.4,228,2724,1629,
02:32:17,0.08,MISS,675040,75.4,228,2728,1632,
02:32:20,0.08,HIT,675040,75.4,228,2728,1581,
02:32:22,0.08,MISS,675040,75.4,228,2732,1550,
02:32:25,0.08,HIT,675040,75.5,228,2732,1606,
02:32:27,0.08,MISS,675040,75.5,228,2736,1568,
02:32:30,0.08,HIT,675040,75.5,228,2736,1556,
02:32:32,0.08,MISS,675040,75.5,228,2740,1548,
02:32:35,0.08,HIT,675040,75.5,228,2740,1557,
02:32:38,0.08,MISS,675040,75.6,228,2744,1591,
02:32:40,0.08,HIT,675040,75.6,228,2744,1591,
02:32:43,0.08,MISS,675040,75.6,228,2748,1594,
02:32:45,0.08,HIT,675040,75.6,228,2748,1561,
02:32:48,0.08,MISS,675040,75.7,228,2752,1611,
02:32:51,0.08,HIT,675040,75.7,228,2752,1649,
02:32:53,0.08,MISS,675040,75.7,228,2756,1583,
02:32:56,0.08,HIT,675040,75.7,228,2756,1571,
02:32:58,0.08,MISS,675040,75.8,228,2760,1577,
02:33:01,0.08,HIT,675040,75.8,228,2760,1662,
02:33:04,0.08,MISS,675040,75.8,228,2764,1600,
02:33:06,0.08,HIT,675040,75.8,228,2764,1571,
02:33:09,0.08,MISS,675040,75.8,228,2768,1564,
02:33:11,0.08,HIT,675040,75.9,228,2768,1588,
02:33:14,0.08,MISS,675040,75.9,228,2772,1587,
02:33:16,0.08,HIT,675040,75.9,228,2772,1563,
02:33:19,0.08,MISS,675040,75.9,228,2776,1593,
02:33:22,0.08,HIT,675040,76.0,228,2776,1583,
02:33:24,0.08,MISS,675040,76.0,228,2780,1624,
02:33:27,0.08,HIT,675040,76.0,228,2780,1627,
02:33:30,0.08,MISS,675040,76.0,228,2784,1604,
02:33:32,0.08,HIT,675040,76.1,228,2784,1576,
02:33:35,0.08,MISS,675040,76.1,228,2788,1623,
02:33:37,0.08,HIT,675040,76.1,228,2788,1572,
02:33:40,0.08,MISS,675040,76.1,228,2792,1563,
02:33:42,0.08,HIT,675040,76.1,228,2792,1564,
02:33:45,0.08,MISS,675040,76.2,228,2796,1603,
02:33:48,0.08,HIT,675040,76.2,228,2796,1583,
02:33:50,0.08,MISS,675040,76.2,228,2800,1561,
02:33:53,0.08,HIT,675040,76.2,228,2800,1533,
02:33:55,0.08,MISS,675040,76.3,228,2804,1570,
02:33:58,0.08,HIT,675040,76.3,228,2804,1625,
02:34:01,0.08,MISS,675040,76.3,228,2808,1605,
02:34:03,0.08,HIT,675040,76.3,228,2808,1568,
02:34:06,0.08,MISS,675040,76.3,228,2812,1589,
02:34:08,0.08,HIT,675040,76.4,228,2812,1590,
02:34:11,0.08,MISS,675040,76.4,228,2816,1552,
02:34:13,0.08,HIT,675040,76.4,228,2816,1548,
02:34:16,0.08,MISS,675040,76.4,228,2820,1591,
02:34:19,0.08,HIT,675040,76.5,228,2820,1595,
02:34:21,0.08,MISS,675840,76.5,228,2824,1620,
02:34:24,0.08,HIT,675840,76.5,228,2824,1587,
02:34:26,0.08,MISS,675840,76.5,228,2828,1563,
02:34:29,0.08,HIT,675840,76.6,228,2828,1602,
02:34:32,0.08,MISS,675840,76.6,228,2832,1613,
02:34:34,0.08,HIT,675840,76.6,228,2832,1582,
02:34:37,0.08,MISS,675840,76.6,228,2836,1567,
02:34:39,0.08,HIT,675840,76.6,228,2836,1671,
02:34:42,0.08,MISS,675840,76.7,228,2840,1628,
02:34:45,0.08,HIT,675840,76.7,228,2840,1596,
02:34:47,0.08,MISS,675840,76.7,228,2844,1547,
02:34:50,0.08,HIT,675840,76.7,228,2844,1595,
02:34:52,0.08,MISS,675840,76.8,228,2848,1643,
02:34:55,0.08,HIT,675840,76.8,228,2848,1597,
02:34:58,0.08,MISS,675840,76.8,228,2852,1574,
02:35:00,0.08,HIT,675840,76.8,228,2852,1614,
02:35:03,0.08,MISS,675840,76.8,228,2856,1605,
02:35:05,0.08,HIT,675840,76.9,228,2856,1586,
02:35:08,0.08,MISS,675840,76.9,228,2860,1583,
02:35:11,0.08,HIT,675840,76.9,228,2860,1590,
02:35:13,0.08,MISS,675840,76.9,228,2864,1618,
02:35:16,0.08,HIT,675840,77.0,228,2864,1588,
02:35:18,0.08,MISS,675840,77.0,228,2868,1580,
02:35:21,0.08,HIT,675840,77.0,228,2868,1558,
02:35:24,0.08,MISS,675840,77.0,228,2872,1645,
02:35:26,0.08,HIT,675840,77.0,228,2872,1575,
02:35:29,0.08,MISS,675840,77.1,228,2876,1593,
02:35:31,0.08,HIT,675840,77.1,228,2876,1556,
02:35:34,0.08,MISS,675840,77.1,228,2880,1597,
02:35:37,0.08,HIT,675840,77.1,228,2880,1579,
02:35:39,0.08,MISS,675840,77.2,228,2884,1583,
02:35:42,0.08,HIT,675840,77.2,228,2884,1584,
02:35:44,0.08,MISS,676256,77.2,228,2888,1577,
02:35:47,0.08,HIT,676256,77.2,228,2888,1582,
02:35:50,0.08,MISS,676256,77.2,228,2892,1594,
02:35:52,0.08,HIT,676256,77.3,228,2892,1538,
02:35:55,0.08,MISS,676256,77.3,228,2896,1606,
02:35:57,0.08,HIT,676256,77.3,228,2896,1580,
02:36:00,0.08,MISS,676256,77.3,228,2900,1594,
02:36:02,0.08,HIT,676256,77.4,228,2900,1611,
02:36:05,0.08,MISS,676256,77.4,228,2904,1584,
02:36:08,0.08,HIT,676256,77.4,228,2904,1584,
02:36:10,0.08,MISS,676256,77.4,228,2908,1597,
02:36:13,0.08,HIT,676256,77.4,228,2908,1608,
02:36:15,0.08,MISS,676256,77.5,228,2912,1555,
02:36:18,0.08,HIT,676256,77.5,228,2912,1589,
02:36:21,0.08,MISS,676256,77.5,228,2916,1588,
02:36:23,0.08,HIT,676256,77.5,228,2916,1637,
02:36:26,0.08,MISS,676256,77.5,228,2920,1596,
02:36:28,0.08,HIT,676256,77.6,228,2920,1618,
02:36:31,0.08,MISS,676256,77.6,228,2924,1626,
02:36:34,0.08,HIT,676256,77.6,228,2924,1601,
02:36:36,0.08,MISS,676256,77.6,228,2928,1566,
02:36:39,0.08,HIT,676256,77.7,228,2928,1596,
02:36:41,0.08,MISS,676256,77.7,228,2932,1625,
02:36:44,0.08,HIT,676256,77.7,228,2932,1589,
02:36:47,0.08,MISS,676256,77.7,228,2936,1596,
02:36:49,0.08,HIT,676256,77.7,228,2936,1569,
02:36:52,0.08,MISS,676256,77.8,228,2940,1643,
02:36:55,0.08,HIT,676256,77.8,228,2940,1617,
02:36:57,0.08,MISS,676256,77.8,228,2944,1554,
02:37:00,0.08,HIT,676256,77.8,228,2944,1615,
02:37:02,0.08,MISS,676256,77.9,228,2948,1583,
02:37:05,0.08,HIT,676256,77.9,228,2948,1679,
02:37:08,0.08,MISS,676656,77.9,228,2952,1595,
02:37:10,0.08,HIT,676656,77.9,228,2952,1581,
02:37:13,0.08,MISS,676656,77.9,228,2956,1611,
02:37:15,0.08,HIT,676656,78.0,228,2956,1592,
02:37:18,0.08,MISS,676656,78.0,228,2960,1591,
02:37:21,0.08,HIT,676656,78.0,228,2960,1578,
02:37:23,0.08,MISS,676656,78.0,228,2964,1567,
02:37:26,0.08,HIT,676656,78.0,228,2964,1617,
02:37:28,0.08,MISS,676656,78.1,228,2968,1589,
02:37:31,0.08,HIT,676656,78.1,228,2968,1566,
02:37:33,0.08,MISS,676656,78.1,228,2972,1578,
02:37:36,0.08,HIT,676656,78.1,228,2972,1572,
02:37:39,0.08,MISS,676656,78.2,228,2976,1614,
02:37:41,0.08,HIT,676656,78.2,228,2976,1556,
02:37:44,0.08,MISS,676656,78.2,228,2980,1594,
02:37:46,0.08,HIT,676656,78.2,228,2980,1566,
02:37:49,0.08,MISS,676656,78.2,228,2984,1640,
02:37:52,0.08,HIT,676656,78.3,228,2984,1595,
02:37:54,0.08,MISS,676656,78.3,228,2988,1590,
02:37:57,0.08,HIT,676656,78.3,228,2988,1570,
02:37:59,0.08,MISS,676656,78.3,228,2992,1596,
02:38:02,0.08,HIT,676656,78.3,228,2992,1603,
02:38:05,0.08,MISS,676656,78.4,228,2996,1634,
02:38:07,0.08,HIT,676656,78.4,228,2996,1553,
02:38:10,0.08,MISS,676656,78.4,228,3000,1617,
02:38:12,0.08,HIT,676656,78.4,228,3000,1623,
02:38:15,0.08,MISS,676656,78.4,228,3004,1557,
02:38:18,0.08,HIT,676656,78.5,228,3004,1561,
02:38:20,0.08,MISS,676656,78.5,228,3008,1575,
02:38:23,0.08,HIT,676656,78.5,228,3008,1658,
02:38:25,0.08,MISS,676656,78.5,228,3012,1551,
02:38:28,0.08,HIT,676656,78.6,228,3012,1567,
02:38:31,0.08,MISS,677056,78.6,228,3016,1589,
02:38:33,0.08,HIT,677056,78.6,228,3016,1594,
02:38:36,0.08,MISS,677056,78.6,228,3020,1577,
02:38:38,0.08,HIT,677056,78.6,228,3020,1548,
02:38:41,0.08,MISS,677056,78.7,228,3024,1613,
02:38:44,0.08,HIT,677056,78.7,228,3024,1625,
02:38:46,0.08,MISS,677056,78.7,228,3028,1623,
02:38:49,0.08,HIT,677056,78.7,228,3028,1568,
02:38:51,0.08,MISS,677056,78.7,228,3032,1576,
02:38:54,0.08,HIT,677056,78.8,228,3032,1618,
02:38:57,0.08,MISS,677056,78.8,228,3036,1616,
02:38:59,0.08,HIT,677056,78.8,228,3036,1585,
02:39:02,0.08,MISS,677056,78.8,228,3040,1613,
02:39:04,0.08,HIT,677056,78.8,228,3040,1600,
02:39:07,0.08,MISS,677056,78.9,229,3044,1612,
02:39:10,0.08,HIT,677056,78.9,229,3044,1593,
02:39:12,0.08,MISS,677056,78.9,229,3048,1556,
02:39:15,0.08,HIT,677056,78.9,229,3048,1614,
02:39:17,0.08,MISS,677056,78.9,229,3052,1608,
02:39:20,0.08,HIT,677056,79.0,229,3052,1625,
02:39:23,0.08,MISS,677056,79.0,229,3056,1572,
02:39:25,0.08,HIT,677056,79.0,229,3056,1606,
02:39:28,0.08,MISS,677056,79.0,229,3060,1613,
02:39:30,0.08,HIT,677056,79.1,229,3060,1572,
02:39:33,0.08,MISS,677056,79.1,229,3064,1579,
02:39:36,0.08,HIT,677056,79.1,229,3064,1541,
02:39:38,0.08,MISS,677056,79.1,229,3068,1628,
02:39:41,0.08,HIT,677056,79.1,229,3068,1635,
02:39:43,0.08,MISS,677056,79.2,229,3072,1581,
02:39:46,0.08,HIT,677056,79.2,229,3072,1580,
02:39:49,0.08,MISS,677056,79.2,229,3076,1603,
02:39:51,0.08,HIT,677056,79.2,229,3076,1569,
02:39:54,0.08,MISS,677456,79.2,229,3080,1597,
02:39:56,0.08,HIT,677456,79.3,229,3080,1563,
02:39:59,0.08,MISS,677456,79.3,229,3084,1648,
02:40:02,0.08,HIT,677456,79.3,229,3084,1619,
02:40:04,0.08,MISS,677456,79.3,229,3088,1530,
02:40:07,0.08,HIT,677456,79.3,229,3088,1547,
02:40:09,0.08,MISS,677456,79.4,229,3092,1585,
02:40:12,0.08,HIT,677456,79.4,229,3092,1631,
02:40:14,0.08,MISS,677456,79.4,229,3096,1579,
02:40:17,0.08,HIT,677456,79.4,229,3096,1571,
02:40:20,0.08,MISS,677456,79.4,229,3100,1609,
02:40:22,0.08,HIT,677456,79.5,229,3100,1587,
02:40:25,0.08,MISS,677456,79.5,229,3104,1579,
02:40:27,0.08,HIT,677456,79.5,229,3104,1564,
02:40:30,0.08,MISS,677456,79.5,229,3108,1564,
02:40:33,0.08,HIT,677456,79.5,229,3108,1590,
02:40:35,0.08,MISS,677456,79.6,229,3112,1596,
02:40:38,0.08,HIT,677456,79.6,229,3112,1563,
02:40:40,0.08,MISS,677456,79.6,229,3116,1566,
02:40:43,0.08,HIT,677456,79.6,229,3116,1583,
02:40:45,0.08,MISS,677456,79.6,229,3120,1608,
02:40:48,0.08,HIT,677456,79.7,229,3120,1594,
02:40:51,0.08,MISS,677456,79.7,229,3124,1591,
02:40:53,0.08,HIT,677456,79.7,229,3124,1586,
02:40:56,0.08,MISS,677456,79.7,229,3128,1625,
02:40:59,0.08,HIT,677456,79.7,229,3128,1606,
02:41:01,0.08,MISS,677456,79.8,229,3132,1574,
02:41:04,0.08,HIT,677456,79.8,229,3132,1582,
02:41:06,0.08,MISS,677456,79.8,229,3136,1631,
02:41:09,0.08,HIT,677456,79.8,229,3136,1575,
02:41:11,0.08,MISS,677456,79.9,229,3140,1569,
02:41:14,0.08,HIT,677456,79.9,229,3140,1572,
02:41:17,0.08,MISS,677856,79.9,229,3144,1601,
02:41:19,0.08,HIT,677856,79.9,229,3144,1589,
02:41:22,0.08,MISS,677856,79.9,229,3148,1560,
02:41:24,0.08,HIT,677856,80.0,229,3148,1602,
02:41:27,0.08,MISS,677856,80.0,229,3152,1584,
02:41:30,0.08,HIT,677856,80.0,229,3152,1610,
02:41:32,0.08,MISS,677856,80.0,229,3156,1590,
02:41:35,0.08,HIT,677856,80.0,229,3156,1552,
02:41:37,0.08,MISS,677856,80.1,229,3160,1559,
02:41:40,0.08,HIT,677856,80.1,229,3160,1607,
02:41:43,0.08,MISS,677856,80.1,229,3164,1590,
02:41:45,0.08,HIT,677856,80.1,229,3164,1563,
02:41:48,0.08,MISS,677856,80.1,229,3168,1589,
02:41:50,0.08,HIT,677856,80.2,229,3168,1624,
02:41:53,0.08,MISS,677856,80.2,229,3172,1598,
02:41:55,0.08,HIT,677856,80.2,229,3172,1538,
02:41:58,0.08,MISS,677856,80.2,229,3176,1599,
02:42:01,0.08,HIT,677856,80.2,229,3176,1647,
02:42:03,0.08,MISS,677856,80.3,229,3180,1601,
02:42:06,0.08,HIT,677856,80.3,229,3180,1578,
02:42:08,0.08,MISS,677856,80.3,229,3184,1589,
02:42:11,0.08,HIT,677856,80.3,229,3184,1608,
02:42:14,0.08,MISS,677856,80.3,229,3188,1616,
02:42:16,0.08,HIT,677856,80.4,229,3188,1552,
02:42:19,0.08,MISS,677856,80.4,229,3192,1552,
02:42:21,0.08,HIT,677856,80.4,229,3192,1601,
02:42:24,0.08,MISS,677856,80.4,229,3196,1586,
02:42:27,0.08,HIT,677856,80.4,229,3196,1575,
02:42:29,0.08,MISS,677856,80.5,229,3200,1599,
02:42:32,0.08,HIT,677856,80.5,229,3200,1583,
02:42:34,0.08,MISS,677856,80.5,229,3204,1600,
02:42:37,0.08,HIT,677856,80.5,229,3204,1572,
02:42:40,0.08,MISS,678256,80.5,229,3208,1553,
02:42:42,0.08,HIT,678256,80.6,229,3208,1581,
02:42:45,0.08,MISS,678256,80.6,229,3212,1592,
02:42:47,0.08,HIT,678256,80.6,229,3212,1605,
02:42:50,0.08,MISS,678256,80.6,229,3216,1597,
02:42:52,0.08,HIT,678256,80.6,229,3216,1563,
02:42:55,0.08,MISS,678256,80.6,229,3220,1546,
02:42:58,0.08,HIT,678256,80.7,229,3220,1617,
02:43:00,0.08,MISS,678256,80.7,229,3224,1586,
02:43:03,0.08,HIT,678256,80.7,229,3224,1537,
02:43:05,0.08,MISS,678256,80.7,229,3228,1577,
02:43:08,0.08,HIT,678256,80.7,229,3228,1629,
02:43:11,0.08,MISS,678256,80.8,229,3232,1606,
02:43:13,0.08,HIT,678256,80.8,229,3232,1565,
02:43:16,0.08,MISS,678256,80.8,229,3236,1592,
02:43:18,0.08,HIT,678256,80.8,229,3236,1594,
02:43:21,0.08,MISS,678256,80.8,229,3240,1596,
02:43:24,0.08,HIT,678256,80.9,229,3240,1622,
02:43:26,0.08,MISS,678256,80.9,229,3244,1567,
02:43:29,0.08,HIT,678256,80.9,229,3244,1602,
02:43:31,0.08,MISS,678256,80.9,229,3248,1604,
02:43:34,0.08,HIT,678256,80.9,229,3248,1626,
02:43:37,0.08,MISS,678256,81.0,229,3252,1552,
02:43:39,0.08,HIT,678256,81.0,229,3252,1559,
02:43:42,0.08,MISS,678256,81.0,229,3256,1633,
02:43:44,0.08,HIT,678256,81.0,229,3256,1588,
02:43:47,0.08,MISS,678256,81.0,229,3260,1560,
02:43:50,0.08,HIT,678256,81.1,229,3260,1583,
02:43:52,0.08,MISS,678256,81.1,229,3264,1626,
02:43:55,0.08,HIT,678256,81.1,229,3264,1638,
02:43:57,0.08,MISS,678256,81.1,229,3268,1551,
02:44:00,0.08,HIT,678256,81.1,229,3268,1575,
02:44:03,0.08,MISS,678256,81.2,229,3272,1567,
02:44:05,0.08,HIT,678656,81.2,229,3272,1619,
02:44:08,0.08,MISS,678656,81.2,229,3276,1584,
02:44:10,0.08,HIT,678656,81.2,229,3276,1573,
02:44:13,0.08,MISS,678656,81.2,229,3280,1582,
02:44:15,0.08,HIT,678656,81.3,229,3280,1578,
02:44:18,0.08,MISS,678656,81.3,229,3284,1606,
02:44:21,0.08,HIT,678656,81.3,229,3284,1574,
02:44:23,0.08,MISS,678656,81.3,229,3288,1601,
02:44:26,0.08,HIT,678656,81.3,229,3288,1607,
02:44:29,0.08,MISS,678656,81.3,229,3292,1690,
02:44:31,0.08,HIT,678656,81.4,229,3292,1577,
02:44:34,0.08,MISS,678656,81.4,229,3296,1583,
02:44:36,0.08,HIT,678656,81.4,229,3296,1583,
02:44:39,0.08,MISS,678656,81.4,229,3300,1644,
02:44:42,0.08,HIT,678656,81.4,229,3300,1596,
02:44:44,0.08,MISS,678656,81.5,229,3304,1579,
02:44:47,0.08,HIT,678656,81.5,229,3304,1566,
02:44:49,0.08,MISS,678656,81.5,229,3308,1616,
02:44:52,0.08,HIT,678656,81.5,229,3308,1605,
02:44:55,0.08,MISS,678656,81.5,229,3312,1594,
02:44:57,0.08,HIT,678656,81.6,229,3312,1619,
02:45:00,0.08,MISS,678656,81.6,229,3316,1628,
02:45:02,0.08,HIT,678656,81.6,229,3316,1595,
02:45:05,0.08,MISS,678656,81.6,229,3320,1609,
02:45:08,0.08,HIT,678656,81.6,229,3320,1615,
02:45:10,0.08,MISS,678656,81.6,229,3324,1615,
02:45:13,0.08,HIT,678656,81.7,229,3324,1585,
02:45:15,0.08,MISS,678656,81.7,229,3328,1549,
02:45:18,0.08,HIT,678656,81.7,229,3328,1613,
02:45:21,0.08,MISS,678656,81.7,229,3332,1685,
02:45:23,0.08,HIT,678656,81.7,229,3332,1600,
02:45:26,0.08,MISS,679040,81.8,229,3336,1592,
02:45:28,0.08,HIT,679040,81.8,229,3336,1590,
02:45:31,0.08,MISS,679040,81.8,229,3340,1636,
02:45:34,0.08,HIT,679040,81.8,229,3340,1581,
02:45:36,0.08,MISS,679040,81.8,229,3344,1584,
02:45:39,0.08,HIT,679040,81.9,229,3344,1595,
02:45:42,0.08,MISS,679040,81.9,229,3348,1607,
02:45:44,0.08,HIT,679040,81.9,229,3348,1596,
02:45:47,0.08,MISS,679040,81.9,229,3352,1596,
02:45:49,0.08,HIT,679040,81.9,229,3352,1570,
02:45:52,0.08,MISS,679040,81.9,229,3356,1612,
02:45:55,0.08,HIT,679040,82.0,229,3356,1625,
02:45:57,0.08,MISS,679040,82.0,229,3360,1556,
02:46:00,0.08,HIT,679040,82.0,229,3360,1541,
02:46:02,0.08,MISS,679040,82.0,229,3364,1589,
02:46:05,0.08,HIT,679040,82.0,229,3364,1602,
02:46:07,0.08,MISS,679040,82.1,229,3368,1573,
02:46:10,0.08,HIT,679040,82.1,229,3368,1594,
02:46:13,0.08,MISS,679040,82.1,229,3372,1609,
02:46:15,0.08,HIT,679040,82.1,229,3372,1576,
02:46:18,0.08,MISS,679040,82.1,229,3376,1615,
02:46:20,0.08,HIT,679040,82.2,229,3376,1569,
02:46:23,0.08,MISS,679040,82.2,229,3380,1583,
02:46:26,0.08,HIT,679040,82.2,229,3380,1635,
02:46:28,0.08,MISS,679040,82.2,229,3384,1600,
02:46:31,0.08,HIT,679040,82.2,229,3384,1586,
02:46:33,0.08,MISS,679040,82.2,229,3388,1565,
02:46:36,0.08,HIT,679040,82.3,229,3388,1581,
02:46:39,0.08,MISS,679040,82.3,229,3392,1600,
02:46:41,0.08,HIT,679040,82.3,229,3392,1581,
02:46:44,0.08,MISS,679040,82.3,229,3396,1587,
02:46:46,0.08,HIT,679040,82.3,229,3396,1596,
02:46:49,0.08,MISS,679456,82.4,229,3400,1606,
02:46:52,0.08,HIT,679456,82.4,229,3400,1597,
02:46:54,0.08,MISS,679456,82.4,229,3404,1752,
02:46:57,0.08,HIT,679456,82.4,229,3404,1676,
02:47:00,0.08,MISS,679456,82.4,229,3408,1736,
02:47:03,0.08,HIT,679456,82.4,229,3408,1851,
02:47:05,0.08,MISS,679456,82.5,229,3412,1578,
02:47:08,0.08,HIT,679456,82.5,229,3412,1638,
02:47:10,0.08,MISS,679456,82.5,229,3416,1569,
02:47:13,0.08,HIT,679456,82.5,229,3416,1569,
02:47:16,0.08,MISS,679456,82.5,229,3420,1597,
02:47:18,0.08,HIT,679456,82.6,229,3420,1567,
02:47:21,0.08,MISS,679456,82.6,229,3424,1600,
02:47:23,0.08,HIT,679456,82.6,229,3424,1617,
02:47:26,0.08,MISS,679456,82.6,229,3428,1594,
02:47:29,0.08,HIT,679456,82.6,229,3428,1598,
02:47:31,0.08,MISS,679456,82.6,229,3432,1566,
02:47:34,0.08,HIT,679456,82.7,229,3432,1566,
02:47:36,0.08,MISS,679456,82.7,229,3436,1628,
02:47:39,0.08,HIT,679456,82.7,229,3436,1604,
02:47:42,0.08,MISS,679456,82.7,229,3440,1590,
02:47:44,0.08,HIT,679456,82.7,229,3440,1578,
02:47:47,0.08,MISS,679456,82.8,229,3444,1599,
02:47:49,0.08,HIT,679456,82.8,229,3444,1625,
02:47:52,0.08,MISS,679456,82.8,229,3448,1552,
02:47:54,0.08,HIT,679456,82.8,229,3448,1569,
02:47:57,0.08,MISS,679456,82.8,229,3452,1584,
02:48:00,0.08,HIT,679456,82.8,229,3452,1583,
02:48:02,0.08,MISS,679456,82.9,229,3456,1644,
02:48:05,0.08,HIT,679456,82.9,229,3456,1600,
02:48:07,0.08,MISS,679456,82.9,229,3460,1575,
02:48:10,0.08,HIT,679456,82.9,229,3460,1583,
02:48:13,0.09,MISS,679456,82.9,229,3464,1629,
02:48:15,0.09,HIT,679856,83.0,229,3464,1540,
02:48:18,0.09,MISS,679856,83.0,229,3468,1562,
02:48:20,0.09,HIT,679856,83.0,229,3468,1558,
02:48:23,0.09,MISS,679856,83.0,229,3472,1604,
02:48:26,0.09,HIT,679856,83.0,229,3472,1567,
02:48:28,0.09,MISS,679856,83.0,230,3476,1555,
02:48:31,0.09,HIT,679856,83.1,230,3476,1559,
02:48:33,0.09,MISS,679856,83.1,230,3480,1636,
02:48:36,0.09,HIT,679856,83.1,230,3480,1597,
02:48:39,0.09,MISS,679856,83.1,230,3484,1600,
02:48:41,0.09,HIT,679856,83.1,230,3484,1568,
02:48:44,0.09,MISS,679856,83.2,230,3488,1613,
02:48:46,0.09,HIT,679856,83.2,230,3488,1592,
02:48:49,0.09,MISS,679856,83.2,230,3492,1572,
02:48:51,0.09,HIT,679856,83.2,230,3492,1556,
02:48:54,0.09,MISS,679856,83.2,230,3496,1611,
02:48:57,0.09,HIT,679856,83.2,230,3496,1554,
02:48:59,0.09,MISS,679856,83.3,230,3500,1572,
02:49:02,0.09,HIT,679856,83.3,230,3500,1562,
02:49:04,0.09,MISS,679856,83.3,230,3504,1589,
02:49:07,0.09,HIT,679856,83.3,230,3504,1634,
02:49:10,0.09,MISS,679856,83.3,230,3508,1593,
02:49:12,0.09,HIT,679856,83.4,230,3508,1572,
02:49:15,0.09,MISS,679856,83.4,230,3512,1588,
02:49:17,0.09,HIT,679856,83.4,230,3512,1576,
02:49:20,0.09,MISS,679856,83.4,230,3516,1567,
02:49:23,0.09,HIT,679856,83.4,230,3516,1604,
02:49:25,0.09,MISS,679856,83.4,230,3520,1562,
02:49:28,0.09,HIT,679856,83.5,230,3520,1581,
02:49:30,0.09,MISS,679856,83.5,230,3524,1658,
02:49:33,0.09,HIT,679856,83.5,230,3524,1577,
02:49:35,0.09,MISS,680240,83.5,230,3528,1544,
02:49:38,0.09,HIT,680240,83.5,230,3528,1585,
02:49:41,0.09,MISS,680240,83.5,230,3532,1594,
02:49:43,0.09,HIT,680240,83.6,230,3532,1542,
02:49:46,0.09,MISS,680240,83.6,230,3536,1547,
02:49:48,0.09,HIT,680240,83.6,230,3536,1584,
02:49:51,0.09,MISS,680240,83.6,230,3540,1603,
02:49:54,0.09,HIT,680240,83.6,230,3540,1570,
02:49:56,0.09,MISS,680240,83.7,230,3544,1595,
02:49:59,0.09,HIT,680240,83.7,230,3544,1554,
02:50:01,0.09,MISS,680240,83.7,230,3548,1607,
02:50:04,0.09,HIT,680240,83.7,230,3548,1603,
02:50:06,0.09,MISS,680240,83.7,230,3552,1573,
02:50:09,0.09,HIT,680240,83.7,230,3552,1565,
02:50:12,0.09,MISS,680240,83.8,230,3556,1595,
02:50:14,0.09,HIT,680240,83.8,230,3556,1620,
02:50:17,0.09,MISS,680240,83.8,230,3560,1561,
02:50:19,0.09,HIT,680240,83.8,230,3560,1595,
02:50:22,0.09,MISS,680240,83.8,230,3564,1598,
02:50:25,0.09,HIT,680240,83.8,230,3564,1596,
02:50:27,0.09,MISS,680240,83.9,230,3568,1609,
02:50:30,0.09,HIT,680240,83.9,230,3568,1562,
02:50:32,0.09,MISS,680240,83.9,230,3572,1551,
02:50:35,0.09,HIT,680240,83.9,230,3572,1594,
02:50:38,0.09,MISS,680240,83.9,230,3576,1578,
02:50:40,0.09,HIT,680240,84.0,230,3576,1559,
02:50:43,0.09,MISS,680240,84.0,230,3580,1542,
02:50:45,0.09,HIT,680240,84.0,230,3580,1561,
02:50:48,0.09,MISS,680240,84.0,230,3584,1634,
02:50:50,0.09,HIT,680240,84.0,230,3584,1551,
02:50:53,0.09,MISS,680240,84.0,230,3588,1555,
02:50:55,0.09,HIT,680240,84.1,230,3588,1536,
02:50:58,0.09,MISS,680656,84.1,230,3592,1608,
02:51:01,0.09,HIT,680656,84.1,230,3592,1591,
02:51:03,0.09,MISS,680656,84.1,230,3596,1586,
02:51:06,0.09,HIT,680656,84.1,230,3596,1574,
02:51:08,0.09,MISS,680656,84.1,230,3600,1580,
02:51:11,0.09,HIT,680656,84.2,230,3600,1603,
02:51:14,0.09,MISS,680656,84.2,230,3604,1596,
02:51:16,0.09,HIT,680656,84.2,230,3604,1586,
02:51:19,0.09,MISS,680656,84.2,230,3608,1545,
02:51:21,0.09,HIT,680656,84.2,230,3608,1551,
02:51:24,0.09,MISS,680656,84.3,230,3612,1607,
02:51:27,0.09,HIT,680656,84.3,230,3612,1550,
02:51:29,0.09,MISS,680656,84.3,230,3616,1586,
02:51:32,0.09,HIT,680656,84.3,230,3616,1530,
02:51:34,0.09,MISS,680656,84.3,230,3620,1623,
02:51:37,0.09,HIT,680656,84.3,230,3620,1585,
