Time CPU_Usage Hit_Miss Squid_Memory_Usage Request_Rate/(Min) Squid_Disk_Usage Cache_Memory_Usage Response_Time
22:38:54 0.01 HIT 687440 1.6 231 4492 1606
22:38:59 0.01 HIT 687440 1.6 231 4492 1565
22:39:04 0.01 HIT 687440 1.6 231 4492 1584
22:39:09 0.01 HIT 687440 1.6 231 4492 1563
22:39:14 0.01 HIT 687440 1.6 231 4492 1565
22:39:19 0.01 HIT 687440 1.6 231 4492 1594
22:39:24 0.01 HIT 687440 1.6 231 4492 1544
22:39:29 0.01 HIT 687440 1.6 231 4492 1577
22:39:35 0.01 HIT 687440 1.6 231 4492 1558
22:39:40 0.01 HIT 687440 1.6 231 4492 1541
22:39:45 0.01 HIT 687440 1.6 231 4492 1583
22:39:50 0.01 HIT 687440 1.6 231 4492 1548
22:39:55 0.01 HIT 687440 1.6 231 4492 1567
22:40:00 0.01 HIT 687440 1.6 231 4492 1567
22:40:05 0.01 HIT 687440 1.6 231 4492 1552
22:40:10 0.01 HIT 687440 1.6 231 4492 1546
22:40:15 0.01 HIT 687440 1.6 231 4492 1564
22:40:20 0.01 HIT 687440 1.6 231 4492 1551
22:40:25 0.01 HIT 687440 1.6 231 4492 1586
22:40:30 0.01 HIT 687440 1.6 231 4492 1543
22:40:35 0.01 HIT 687440 1.6 231 4492 1589
22:40:40 0.01 HIT 687440 1.6 231 4492 1553
22:40:45 0.01 HIT 687440 1.6 231 4492 1547
22:40:51 0.01 HIT 687440 1.6 231 4492 1567
22:40:56 0.01 HIT 687440 1.6 231 4492 1547
22:41:01 0.01 HIT 687440 1.6 231 4492 1527
22:41:06 0.01 HIT 687440 1.6 231 4492 1587
22:41:11 0.01 HIT 687440 1.6 231 4492 1560
22:41:16 0.01 HIT 687440 1.6 231 4492 1562
22:41:21 0.01 HIT 687440 1.6 231 4492 1544
22:41:26 0.01 HIT 687440 1.6 231 4492 1564
22:41:31 0.01 HIT 687440 1.6 231 4492 1565
22:41:36 0.01 HIT 687440 1.6 231 4492 1566
22:41:41 0.01 HIT 687440 1.6 231 4492 1568
22:41:46 0.01 HIT 687440 1.6 231 4492 1535
22:41:51 0.01 HIT 687440 1.6 231 4492 1521
22:41:56 0.01 HIT 687440 1.6 231 4492 1602
22:42:01 0.01 HIT 687440 1.6 231 4492 1569
22:42:06 0.01 HIT 687440 1.6 231 4492 1574
22:42:12 0.01 HIT 687440 1.6 231 4492 1568
22:42:17 0.01 HIT 687440 1.6 231 4492 1536
22:42:22 0.01 HIT 687440 1.6 231 4492 1635
22:42:27 0.01 HIT 687440 1.6 231 4492 1557
22:42:32 0.01 HIT 687440 1.6 231 4492 1562
22:42:37 0.01 HIT 687440 1.6 231 4492 1525
22:42:42 0.01 HIT 687440 1.6 231 4492 1543
22:42:47 0.01 HIT 687440 1.6 231 4492 1575
22:42:52 0.01 HIT 687440 1.6 231 4492 1529
22:42:57 0.01 HIT 687440 1.6 231 4492 1572
22:43:02 0.01 HIT 687440 1.6 231 4492 1575
22:43:07 0.01 HIT 687440 1.6 231 4492 1509
22:43:12 0.01 HIT 687440 1.6 231 4492 1533
22:43:17 0.01 HIT 687440 1.6 231 4492 1540
22:43:22 0.01 HIT 687440 1.6 231 4492 1532
22:43:27 0.01 HIT 687440 1.6 231 4492 1540
22:43:32 0.01 HIT 687440 1.6 231 4492 1545
22:43:37 0.01 HIT 687440 1.6 231 4492 1564
22:43:42 0.01 HIT 687440 1.6 231 4492 1547
22:43:48 0.01 HIT 687440 1.6 231 4492 1569
22:43:53 0.01 HIT 687440 1.6 231 4492 1604
22:43:58 0.01 HIT 687440 1.6 231 4492 1562
22:44:03 0.01 HIT 687440 1.6 231 4492 1558
22:44:08 0.01 HIT 687440 1.6 231 4492 1562
22:44:13 0.01 HIT 687440 1.6 231 4492 1563
22:44:18 0.01 HIT 687440 1.6 231 4492 1602
22:44:23 0.01 HIT 687440 1.6 231 4492 1505
22:44:28 0.01 HIT 687440 1.6 231 4492 1543
22:44:33 0.01 HIT 687440 1.6 231 4492 1587
22:44:38 0.01 HIT 687440 1.6 231 4492 1539
22:44:43 0.01 HIT 687440 1.6 231 4492 1582
22:44:48 0.01 HIT 687440 1.6 231 4492 1532
22:44:53 0.01 HIT 687440 1.6 231 4492 1548
22:44:58 0.01 HIT 687440 1.6 231 4492 1571
22:45:03 0.01 HIT 687440 1.6 231 4492 1526
22:45:09 0.01 HIT 687440 1.6 231 4492 1556
22:45:14 0.01 HIT 687440 1.6 231 4492 1573
22:45:19 0.01 HIT 687440 1.6 231 4492 1514
22:45:24 0.01 HIT 687440 1.6 231 4492 1607
22:45:29 0.01 HIT 687440 1.6 231 4492 1533
22:45:34 0.01 HIT 687440 1.7 231 4492 1541
22:45:39 0.01 HIT 687440 1.7 231 4492 1570
22:45:44 0.01 HIT 687440 1.7 231 4492 1547
22:45:49 0.01 HIT 687440 1.7 231 4492 1612
22:45:54 0.01 HIT 687440 1.7 231 4492 1535
22:45:59 0.01 HIT 687440 1.7 231 4492 1522
22:46:04 0.01 HIT 687440 1.7 231 4492 1576
22:46:09 0.01 HIT 687440 1.7 231 4492 1554
22:46:14 0.01 HIT 687440 1.7 231 4492 1597
22:46:19 0.01 HIT 687440 1.7 231 4492 1598
22:46:25 0.01 HIT 687440 1.7 231 4492 1597
22:46:30 0.01 HIT 687440 1.7 231 4492 1564
22:46:35 0.01 HIT 687440 1.7 231 4492 1531
22:46:40 0.01 HIT 687440 1.7 231 4492 1536
22:46:45 0.01 HIT 687440 1.7 231 4492 1607
22:46:50 0.01 HIT 687440 1.7 231 4492 1537
22:46:55 0.01 HIT 687440 1.7 231 4492 1574
22:47:00 0.01 HIT 687440 1.7 231 4492 1586
22:47:05 0.01 HIT 687440 1.7 231 4492 1546
22:47:10 0.01 HIT 687440 1.7 231 4492 1613
22:47:15 0.01 HIT 687440 1.7 231 4492 1529
22:47:20 0.01 HIT 687440 1.7 231 4492 1568
22:47:25 0.01 HIT 687440 1.7 231 4492 1571
22:47:30 0.01 HIT 687440 1.7 231 4492 1552
22:47:35 0.01 HIT 687440 1.7 231 4492 1579
22:47:41 0.01 HIT 687440 1.7 231 4492 1546
22:47:46 0.01 HIT 687440 1.7 231 4492 1553
22:47:51 0.01 HIT 687440 1.7 231 4492 1554
22:47:56 0.01 HIT 687440 1.7 231 4492 1539
22:48:01 0.01 HIT 687440 1.7 231 4492 1585
22:48:06 0.01 HIT 687440 1.7 231 4492 1579
22:48:11 0.01 HIT 687440 1.7 231 4492 1580
22:48:16 0.01 HIT 687440 1.7 231 4492 1547
22:48:21 0.01 HIT 687440 1.7 231 4492 1542
22:48:26 0.01 HIT 687440 1.7 231 4492 1597
22:48:31 0.01 HIT 687440 1.7 231 4492 1536
22:48:36 0.01 HIT 687440 1.7 231 4492 1556
22:48:41 0.01 HIT 687440 1.7 231 4492 1579
22:48:46 0.01 HIT 687440 1.7 231 4492 1555
22:48:52 0.01 HIT 687440 1.7 231 4492 1645
22:48:57 0.01 HIT 687440 1.7 231 4492 1569
22:49:02 0.01 HIT 687440 1.7 231 4492 1588
22:49:07 0.01 HIT 687440 1.7 231 4492 1529
22:49:12 0.01 HIT 687440 1.7 231 4492 1577
22:49:17 0.01 HIT 687440 1.7 231 4492 1572
22:49:22 0.01 HIT 687440 1.7 231 4492 1559
22:49:27 0.01 HIT 687440 1.7 231 4492 1517
22:49:32 0.01 HIT 687440 1.7 231 4492 1537
22:49:37 0.01 HIT 687440 1.7 231 4492 1541
22:49:42 0.01 HIT 687440 1.7 231 4492 1594
22:49:47 0.01 HIT 687440 1.7 231 4492 1541
22:49:52 0.01 HIT 687440 1.7 231 4492 1536
22:49:57 0.01 HIT 687440 1.7 231 4492 1584
22:50:02 0.01 HIT 687440 1.7 231 4492 1559
22:50:07 0.01 HIT 687440 1.7 231 4492 1564
